Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
31-MAY-2017|AALI|EQUITY|1924688333|14300|62568496|14501181|55565153|49700|45349252|41851579|1097193|1709786|4839227|227531567|2603354|7107970|21257334|18801161|18052940|55997458|15831566|0|23606143|163257926
31-MAY-2017|ABBA|EQUITY|2755125000|50|82199700|1382757379|0|0|376769851|10533200|444387329|0|0|2296647459|0|0|0|282886300|201100|0|39700|0|0|283127100
31-MAY-2017|ABDA|EQUITY|620806680|6000|43822|106383724|0|98|57792153|0|237562|881084|0|165338443|0|145933998|0|89252332|400|103687800|16400|0|115533891|454424821
31-MAY-2017|ABMM|EQUITY|2753165000|2350|3925500|7711500|1600|0|39580258|7095700|3829142|400000|0|62543700|0|25018700|0|60247300|651500|296346000|4500|0|160884300|543152300
31-MAY-2017|ACES|EQUITY|17150000000|1055|219335027|210510600|36404195|0|129577971|313181778|427395|2181400|745700|912364066|23128800|286083081|133385500|888322779|642500|2998630900|175001455|444596|1446996323|5952635934
31-MAY-2017|ACST|EQUITY|700000000|3100|1442500|482042300|6346460|0|19050336|43446140|428|1593200|0|553921364|0|24580020|10666900|20579780|10437320|31614760|5297816|7838400|35063640|146078636
31-MAY-2017|ADES|EQUITY|589896800|1070|108000|1034600|445000|350|31193349|29600|411|25000|0|32836310|0|540310713|0|13288721|584900|412300|250000|0|1191428|556038062
31-MAY-2017|ADFO|EQUITY|745543638|0|10000|116529120|0|0|58617000|0|1089000|0|0|176245120|0|147319420|0|46500|144076570|0|0|0|243009528|534452018
31-MAY-2017|ADHI|EQUITY|3560849376|2350|308364335|23617948|104616435|0|424426653|290142620|9658454|14650502|878300|1176355247|1581832|65716117|45847660|65301227|3630493|165880199|64887776|0|155592201|568437505
31-MAY-2017|ADMF|EQUITY|1000000000|6375|4366800|445000|0|920700000|23423400|26652600|71500|0|0|975659300|0|0|0|14199500|490100|5572600|98400|0|3930100|24290700
