Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
29-JUL-2016|AALI|EQUITY|1924688333|14500|52105256|4334777|57675340|49700|44038735|59541733|482595|2080507|4877838|225186481|1890165|17873650|14793592|18094951|1264717|57213956|21858977|21022|32591982|165603012
29-JUL-2016|ABBA|EQUITY|2755125000|50|82199700|1296893377|0|0|420803951|10533200|486217331|0|0|2296647559|0|0|0|282886300|201000|0|39700|0|0|283127000
29-JUL-2016|ABDA|EQUITY|620806680|6500|43822|113555491|0|98|1510504|0|237620|881084|0|116228619|0|190453972|0|67335869|400|118687800|16400|0|127040204|503534645
29-JUL-2016|ABMM|EQUITY|2753165000|2600|2425500|7711500|682800|0|29371325|6730700|716675|400000|0|48038500|0|26177200|0|76034200|981500|296425800|4500|0|158034300|557657500
29-JUL-2016|ACES|EQUITY|17150000000|970|264373900|321809500|44698700|0|159394713|299873700|1167|870100|100000|1091121780|20419600|490539362|104211500|723937003|2971100|2834585616|211600125|25095700|1360518214|5773878220
29-JUL-2016|ACST|EQUITY|700000000|3320|34459020|484201520|6694300|0|27829516|49749660|125188|1176100|0|604235304|0|19370320|2090620|15945380|11394240|16430960|4227676|0|26305500|95764696
29-JUL-2016|ADES|EQUITY|589896800|1385|108000|644800|595000|350|30695849|35300|912911|25000|0|33017210|0|540301713|0|13288721|413000|412300|250000|0|1191428|555857162
29-JUL-2016|ADFO|EQUITY|745543638|0|10000|116529120|0|46500|58617000|0|1089000|0|0|176291620|0|147319420|0|0|144076570|0|0|0|243009528|534405518
29-JUL-2016|ADHI|EQUITY|3560849376|2830|221933523|36793838|105331983|0|364429589|413594205|7012986|12336354|3516700|1164949178|11994805|22048941|53272922|119350471|1872293|167372799|46235794|0|157695549|579843574
29-JUL-2016|ADMF|EQUITY|1000000000|5275|4366800|78700|0|920700000|23925100|28862200|30000|0|0|977962800|0|430000|0|16933100|669100|0|75400|0|3879600|21987200
29-JUL-2016|ADMG|EQUITY|3889179559|191|1030000|994410000|3213000|0|405023687|3440583|450013|0|0|1407567283|0|7850000|467182|23209000|4006600|7513500|7822400|214300|55844518|106927500
29-JUL-2016|ADRO|EQUITY|31985962000|1040|1237870000|15291315981|729373100|0|5732742124|538971823|34145075|8958600|1006600|23574383303|166422412|1488537395|741245305|1539442387|110398185|1757286059|807041264|9345600|1791160090|8410878697
29-JUL-2016|AGRO|EQUITY|11479715698|416|31326700|10069335244|930517535|0|301164543|0|0|16325000|208700|11348877722|0|0|0|551000|1081100|0|40000|0|2024000|3696100
29-JUL-2016|AGRS|EQUITY|5256176644|95|0|48124300|0|0|13859475|1567900|0|0|0|63551675|0|149795000|0|242439800|154600|0|444061000|0|0|836450400
29-JUL-2016|AHAP|EQUITY|840000000|198|522040695|49503922|0|0|103271895|0|85686|0|17150322|692052520|0|0|0|0|142854940|0|751682|0|0|143606622
29-JUL-2016|AIMS|EQUITY|110000000|304|0|92982000|0|0|16920300|0|21500|0|0|109923800|0|0|0|0|1000|0|200|0|0|1200
29-JUL-2016|AISA|EQUITY|3218600000|1965|51506500|831917053|12087400|0|168219893|37771632|7352961|200000|80000|1109135439|4824600|926110962|17019422|468072848|15355600|289279284|48877524|0|339296321|2108836561
29-JUL-2016|AKKU|EQUITY|253000000|346|0|0|0|0|32453500|0|73500|0|0|32527000|0|195289000|0|184000|0|0|2000000|0|23000000|220473000
29-JUL-2016|AKPI|EQUITY|680000000|910|0|96907827|0|2|7277878|17500|30855|0|0|104234062|0|0|34|28165829|12737|0|25000|0|96468773|124672373
29-JUL-2016|AKRA|EQUITY|3990227170|6750|40173350|406296700|8204000|0|94702234|78019681|38464|397300|398600|628230329|3620168|85878344|101111726|92990094|14722600|658124035|84177516|1230000|377816538|1419671021
29-JUL-2016|AKSI|EQUITY|720000000|125|0|578035500|0|0|3159000|0|0|0|0|581194500|0|138744000|0|0|0|0|0|0|0|138744000
29-JUL-2016|ALDI|EQUITY|398260000|0|0|150500|0|100000|170625500|0|2630500|0|0|173506500|0|0|0|0|105000|0|43500|0|80000|228500
29-JUL-2016|ALDO|EQUITY|550000000|730|0|321230769|0|0|206071931|0|0|0|0|527302700|0|22697300|0|0|0|0|0|0|0|22697300
29-JUL-2016|ALKA|EQUITY|507665055|170|0|11021250|0|77500|19920711|0|58700|0|0|31078161|0|0|0|260000|2622223|0|33000|0|10414000|13329223
29-JUL-2016|ALMI|EQUITY|616000000|185|0|96725540|0|0|80777200|0|553000|0|0|178055740|0|0|0|170000|909200|0|357800|0|0|1437000
29-JUL-2016|ALTO|EQUITY|2186528090|330|0|1800591907|0|0|317745156|4800000|52318994|2083333|0|2177539390|0|7560000|0|0|36000|0|1141200|0|0|8737200
29-JUL-2016|AMAG|EQUITY|5001552516|340|0|968649092|721939665|388000000|106076696|1621000|1700000|0|0|2187986453|0|30366300|0|9064400|5128100|3741500|9532300|0|71414200|129246800
29-JUL-2016|AMFG|EQUITY|434000000|6850|36500|10259482|94500|0|9948800|1635000|86885|3800|0|22064967|1200000|2035000|337700|13352400|22400|13285300|1125233|0|13756500|45114533
29-JUL-2016|AMIN|EQUITY|1080000000|184|0|19192800|0|0|156576000|0|0|0|0|175768800|0|0|0|0|64231200|0|0|0|0|64231200
29-JUL-2016|AMRT|EQUITY|41524501700|590|186751000|24179733410|194008000|0|87553144|647721539|422|9645000|0|25305412515|0|3142962200|95665600|3908994470|170000|1050249209|1995719856|340000|6024987850|16219089185
29-JUL-2016|ANJT|EQUITY|3354175000|1790|152471000|118414766|0|0|44297034|200|0|0|0|315183000|5692200|809500|0|6429100|45500|9450500|538200|0|16027000|38992000
29-JUL-2016|ANTM|EQUITY|24030764725|795|2322375741|104839202|754397129|250|3090685119|384677091|36998304|11462279|21041500|6726476615|69795918|203395372|102174351|328965282|27306946|441495642|305729093|0|143036561|1621899165
29-JUL-2016|APEX|EQUITY|2659850000|3210|0|1967854262|0|0|9379218|0|2900|0|0|1977236380|0|265985000|0|135193818|23845467|0|369287|0|179506376|604899948
29-JUL-2016|APIC|EQUITY|2940498750|620|145570000|2196854633|0|0|89721952|505264875|11840|0|0|2937423300|0|0|0|2243400|559050|0|273000|0|0|3075450
29-JUL-2016|APII|EQUITY|1075760000|368|0|1186000|0|0|37351800|0|0|0|0|38537800|0|0|0|19025100|55167300|0|16808800|0|146221000|237222200
29-JUL-2016|APLI|EQUITY|1500000000|82|0|340743000|0|0|557003000|0|165000|0|0|897911000|0|0|0|0|290000|0|1698000|0|0|1988000
29-JUL-2016|APLN|EQUITY|20500900000|296|1897738400|5055430900|87732650|0|748501506|27372150|1615153|700000|1261000|7820351759|8737200|63223500|81669103|519295759|16840100|350988796|145903956|8022600|145867227|1340548241
29-JUL-2016|APOL|EQUITY|8670479000|58|0|645129260|1400000|0|749897200|1955000|2800|512500|0|1398896760|0|110500|0|269907000|7993500|0|13251500|0|388694500|679957000
29-JUL-2016|ARGO|EQUITY|335557450|900|45000|30912134|0|0|3666180|0|83000|0|0|34706314|0|280|0|100000|11250|0|99000|0|18220|228750
29-JUL-2016|ARII|EQUITY|3000000000|498|16538600|1187199800|150000|0|424776900|60807100|0|0|0|1689472400|0|700000|0|581149500|15062600|0|1682500|0|84945500|683540100
29-JUL-2016|ARNA|EQUITY|7341430976|580|217343309|1043609420|9230269|0|174072303|192711958|337162|0|0|1637304421|29232074|604787200|180346000|1491651741|64283828|888209282|33860221|0|2411756209|5704126555
29-JUL-2016|ARTA|EQUITY|446674175|260|0|13051700|0|0|32533825|0|0|0|0|45585525|0|2400000|0|303749250|613000|0|6956400|0|87370000|401088650
29-JUL-2016|ARTI|EQUITY|7840000000|182|191599974|6155542027|348333500|0|1103917159|0|27901340|0|0|7827294000|0|0|0|10979500|351500|0|0|0|0|11331000
29-JUL-2016|ARTO|EQUITY|1206250000|154|0|37878700|0|0|202635000|0|715300|0|0|241229000|0|0|0|0|21000|0|0|0|0|21000
29-JUL-2016|ASBI|EQUITY|348386472|398|21492|307423672|922|1106|23227018|0|52660|0|0|330726870|0|0|0|1715800|530970|0|3348024|0|34000|5628794
29-JUL-2016|ASDM|EQUITY|192000000|975|0|31264200|0|11200|17713560|2000000|0|0|0|50988960|0|0|0|1600000|605600|0|33600|0|0|2239200
29-JUL-2016|ASGR|EQUITY|1348780500|2050|1283900|292100|1436800|178000|53554138|14737900|128668|5500|0|71617006|0|25435800|25666400|43717039|629300|40919807|6462575|3453500|79056383|225340804
29-JUL-2016|ASIA|EQUITY|2275009490|0|250000|16557438|0|0|1029779972|0|2740937|0|22006500|1071334847|0|334|0|1720002|7213673|0|24374673|0|1153401913|1186710595
29-JUL-2016|ASII|EQUITY|40483553140|7725|801473083|67354631|925851670|565650|268844004|987100379|5603285|25074100|24225230|3106092032|202962466|815176549|2052424239|1922137274|167582320|5723549916|533552746|39194659|3690820199|15147400368
29-JUL-2016|ASJT|EQUITY|600000000|212|0|0|539176200|0|11569200|41870600|0|0|7160000|599776000|0|0|0|0|0|0|224000|0|0|224000
29-JUL-2016|ASMI|EQUITY|1444069900|2200|0|702696100|0|0|624443000|23061800|0|0|0|1350200900|0|0|0|93850000|0|0|19000|0|0|93869000
29-JUL-2016|ASRI|EQUITY|19649411888|525|131637900|8031649154|205432050|0|1845129894|781541847|39509188|28947300|102000|11063949333|12546000|111442688|224349820|597963742|12032500|682318265|339784824|396500|3622178216|5603012555
29-JUL-2016|ASRM|EQUITY|214559422|2750|10728|850355|1027742|0|7131719|0|6134|3896|0|9030574|0|8400|0|348|14200|0|16006|0|1453518|1492472
29-JUL-2016|ASSA|EQUITY|3397500000|164|44485200|1677803100|55814700|0|1192564100|14869500|10677600|7225000|0|3003439200|0|10888000|0|113079000|4983600|26281900|10616300|0|228212000|394060800
29-JUL-2016|ASTR|EQUITY|50400000|0|0|8900|0|606500|186900|0|73800|0|40000|916100|0|0|0|0|11000|0|2000|0|200000|213000
29-JUL-2016|ATIC|EQUITY|1875000000|605|0|755801148|0|0|274285623|0|0|0|0|1030086771|0|375000000|0|0|1057400|0|0|0|0|376057400
29-JUL-2016|ATPK|EQUITY|5760245414|194|334100|20100|18900|0|213977994|3675000|0|0|0|218026094|0|9397500|3400000|40225500|1161500|0|516047807|0|100309129|670541436
29-JUL-2016|AUTO|EQUITY|3855786400|1945|751575|62192287|218075|0|43800368|131591175|3442165|2500|54075|242052220|0|291729125|253800|135969050|767900|189961000|3069000|0|98879848|720629723
29-JUL-2016|BABP|EQUITY|19129563072|75|309652400|7331127610|154519800|0|1537724292|125172200|1063600|0|0|9459259902|0|6711942076|0|2011805680|7297900|0|2601883|0|745360000|9479007539
29-JUL-2016|BACA|EQUITY|7037770221|185|109000000|1751511804|0|12686999|1976568191|897816046|101251401|0|0|4848834441|0|1352340000|0|0|3296|0|64324|0|836528160|2188935780
29-JUL-2016|BAJA|EQUITY|1800000000|147|1073600|88000000|552700|0|309558600|0|0|0|0|399184900|0|520000|0|0|162200|0|132900|0|0|815100
29-JUL-2016|BALI|EQUITY|3634091500|950|35000000|534000|0|0|464394000|35000|159375000|0|0|659338000|0|0|0|375000|0|31625000|258500|0|393495000|425753500
29-JUL-2016|BAPA|EQUITY|661784520|50|0|536415800|0|0|120510803|0|1396717|0|0|658323320|0|1032500|0|575000|103600|0|1735100|0|10000|3456200
29-JUL-2016|BASS|EQUITY|1756533500|0|0|345928500|0|121000000|172074500|0|203158000|500|250000|842411500|0|0|0|11236500|0|0|196000|0|7115000|18547500
29-JUL-2016|BATA|EQUITY|1300000000|870|0|17500|0|50000|34437200|1760000|57900|5800|0|36328400|0|39100000|0|72744600|643000|0|3096500|0|66242300|181826400
29-JUL-2016|BAYU|EQUITY|353220780|1300|44024083|225167|150|27599|30759121|0|17308|0|0|75053428|0|27168370|0|147605052|844|47159000|75200|0|48290250|270298716
29-JUL-2016|BBCA|EQUITY|24655010000|14450|381953132|820260743|412876300|4000|626518373|501665682|4415092|13681200|788723|2762163245|102541190|1221295555|1019351038|1731138187|33164992|2362895313|12391758679|8019628|3009251397|21879415979
29-JUL-2016|BBHI|EQUITY|3650000000|94|0|56000000|30000000|0|713999900|0|0|0|0|799999900|0|0|0|0|100|0|0|0|0|100
29-JUL-2016|BBKP|EQUITY|9086620432|615|24239949|2894381962|19645965|0|786984386|27512182|190381446|4575000|698073584|4645794474|66937300|33070266|150267016|158777139|3292400|438389473|72400393|11532999|1021086495|1955753481
29-JUL-2016|BBLD|EQUITY|1645796054|1020|63281585|1126291969|0|1283|18576344|1128596|233577|0|0|1209513354|0|24926187|0|192752458|2048214|0|24552|0|215196595|434948006
29-JUL-2016|BBMD|EQUITY|4090090000|1550|232000|0|0|0|314877800|0|0|0|0|315109800|0|0|0|0|114813600|0|76600|0|0|114890200
29-JUL-2016|BBNI|EQUITY|18648656458|5350|388549270|72998223|544469133|1955577|318052571|542489893|9593474|172058132|1928565|2052094838|284237602|472380419|787630618|963276201|9656392|1297408984|270311615|48162208|1274303706|5407367745
29-JUL-2016|BBNP|EQUITY|676833882|1910|0|137340084|0|0|16446586|0|0|0|0|153786670|0|0|0|75310000|0|0|200|0|447737012|523047212
29-JUL-2016|BBRI|EQUITY|24669162000|11525|544212300|91256197|606636600|221718000|199615008|473163269|1379136|23017600|931200|2161929310|168773977|704323335|1295370615|988598783|92043425|2723574872|355504902|45477937|2133246844|8506914690
29-JUL-2016|BBRM|EQUITY|5367076248|51|0|2853148939|1000000|0|113347270|0|5173800|0|0|2972670009|0|1671252452|0|264942930|33359600|0|305286648|0|119564609|2394406239
29-JUL-2016|BBTN|EQUITY|10590000000|1975|420922181|29260209|116309519|0|251763194|610512060|2602767|21117033|890900|1453377863|20439424|209761172|323145896|386546739|2508293|1091341419|133066284|31434700|584227210|2782471137
29-JUL-2016|BBYB|EQUITY|4024256000|170|648000200|2260010142|0|0|209721531|152941000|0|0|157037019|3427709892|0|0|0|59622161|14206700|0|15080000|0|11795110|100703971
29-JUL-2016|BCAP|EQUITY|4987658549|1670|0|3570065672|21044000|0|61126416|34200700|11595800|0|250000|3698282588|0|596415535|0|89800000|1500|0|510202609|0|92856317|1289275961
29-JUL-2016|BCIC|EQUITY|861212450177035|50|60629202|6580516057|250781|719279509|2752327560|20578000|2758608312|5016|0|12892194437|0|14516738|0|6516869342|200255459|189373000|364747857|0|7973363442|15259125838
29-JUL-2016|BCIP|EQUITY|1429915525|1110|254656900|298044683|74197600|0|192544186|498744356|0|0|0|1318187725|0|29200000|0|1500|0|0|82496300|0|30000|111727800
29-JUL-2016|BDMN|EQUITY|9584643365|3500|25812049|104900131|25325893|714|121804227|35033432|182608|439650|0|313498704|20367777|7052039201|151142527|259526446|15532696|1227354287|112995792|2178932|428417603|9269555261
29-JUL-2016|BEKS|EQUITY|10755117153|90|0|1401650785|600000|0|1225777109|0|6052375622|0|160815|8680564331|0|1434300000|0|2742100|3111850|0|525144700|0|0|1965298650
29-JUL-2016|BEST|EQUITY|9647311150|344|628494900|4712722200|66981200|0|1255619034|410863896|60520066|5359100|200000|7140760396|0|1078227382|59138400|455329773|11869700|237245300|105132633|0|552607566|2499550754
29-JUL-2016|BFIN|EQUITY|1596711562|2700|0|100779748|0|17636|98324224|0|84340|0|8173004|207378952|0|274467606|0|252769862|5819176|9267000|72730514|0|772493180|1387547338
29-JUL-2016|BGIN|EQUITY|4126125833|0|0|540236500|0|250000|629134833|0|175714500|0|0|1345335833|0|0|0|0|230000|0|0|0|0|230000
29-JUL-2016|BGTG|EQUITY|11175060000|94|32000000|485436000|0|0|696729500|411000|0|0|0|1214576500|0|0|0|191993400|0|0|3056659200|0|909090900|4157743500
29-JUL-2016|BHIT|EQUITY|39378339136|170|0|5500169403|87854990|0|10924868468|151952710|308650619|2000|243051440|17216549630|0|896537605|371174700|480934360|10092594|1789364140|8736250275|152077520|9682824312|22119255506
29-JUL-2016|BIKA|EQUITY|592280000|600|0|321900|0|0|446447100|0|0|0|0|446769000|0|134060000|0|420000|51000|0|0|0|0|134531000
29-JUL-2016|BIMA|EQUITY|304087858|360|285000|7150000|20500|0|2445040|0|33329500|0|0|43230040|0|0|0|0|6000|0|0|0|0|6000
29-JUL-2016|BINA|EQUITY|2725000000|260|470092720|550012669|963800|0|96806056|0|4949000|0|0|1122824245|0|399014000|0|390000|0|0|1075970000|0|99551755|1574925755
29-JUL-2016|BIPI|EQUITY|36508170014|50|1779977800|14543817125|646408800|0|4400645293|4484093300|1336316936|0|0|27191259254|0|8998339|62769000|2225034005|4812900|216508200|140267801|0|6658520515|9316910760
29-JUL-2016|BIPP|EQUITY|4669648436|98|0|119341850|21000300|29530|648977336|28775000|5217020|1000|1500000|824842036|0|200|0|1706302972|3155300|0|372500|0|2011864203|3721695175
29-JUL-2016|BIRD|EQUITY|2502100000|3930|8104900|356800|5224700|0|175710500|25509400|3759590|124300|0|218790190|457400|95810491|9372311|35465834|330600|80659838|4125908|0|105937428|332159810
29-JUL-2016|BISI|EQUITY|3000000000|1760|135394800|34100|1099400|0|96142056|21276700|800996|0|50000|254798052|1389600|696295220|12218900|810717109|917841|47617088|21015323|0|225030867|1815201948
29-JUL-2016|BJBR|EQUITY|9696291166|1425|204986900|172379400|100885400|0|365500159|187671312|1294774|14751900|1619894579|2667364424|25919000|40943300|158146864|184390818|1214600|533071693|132418283|13716600|285878997|1375700155
29-JUL-2016|BJTM|EQUITY|14917684982|585|10829300|110650000|34848100|0|742902272|112108676|4087343|6452900|0|1021878591|32354700|211580100|48137126|301309624|310000|736627305|43612382|26926500|560800672|1961658409
29-JUL-2016|BKDP|EQUITY|7315022252|74|0|610552000|0|0|3407691902|55437350|91500|0|0|4073772752|0|0|0|32699000|136000|0|8414500|0|0|41249500
29-JUL-2016|BKSL|EQUITY|34536595510|93|261659300|7673442774|151030000|0|6055754544|1105022200|304423930|9700000|0|15561032748|0|1048540628|10374100|5699984611|46360000|256147530|422519095|0|1950514845|9434440809
29-JUL-2016|BKSW|EQUITY|8757145997|406|29630167|1127740966|0|0|272758502|0|38077684|0|0|1468207319|0|29240848|0|26749356|6444580730|0|0|0|0|6500570934
29-JUL-2016|BLTA|EQUITY|16742215576|196|92241500|4499012000|114569493|232312|2495240811|706892498|17951843|2953792|335400|7929429649|12753500|218767041|39680663|280339578|685088331|382183697|1791719620|0|196457971|3606990401
29-JUL-2016|BLTZ|EQUITY|413452593|4810|0|211439987|0|0|39161|0|0|0|160411|211639559|0|0|0|700|3000|0|0|0|201627534|201631234
