Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
31-OCT-2018|AALI|EQUITY|1924688333|12000|49567285|2845424|57752499|49700|48879685|68195891|345798|1731886|4928327|234296495|1599554|5808337|19987789|21931692|1673661|61113951|29990878|386922|14000214|156492998
31-OCT-2018|ABBA|EQUITY|2755125000|101|20346100|1563497565|0|0|698573375|0|174043|0|410000|2283001083|0|0|0|292886300|3680400|0|206800|0|0|296773500
31-OCT-2018|ABDA|EQUITY|620806680|7000|21885|47363182|0|98|47935598|0|8100|875784|0|96204647|0|426160055|0|97400000|500|0|0|0|62|523560617
31-OCT-2018|ABMM|EQUITY|2753165000|2190|11370000|6961500|1600|0|35571626|6268200|4993774|0|0|65166700|0|56116500|0|35250400|651500|296268000|4500|0|152238400|540529300
31-OCT-2018|ACES|EQUITY|17150000000|1370|296067327|114183500|24777088|0|147747911|243981701|736|1250000|89400|828097663|33162700|323899387|530758453|578500533|315100|3290812782|322380915|11056415|946016052|6036902337
31-OCT-2018|ACST|EQUITY|700000000|1380|252560|478072440|4676020|0|34418296|22886660|1187984|350000|0|541843960|0|12421600|6937800|21876580|12132140|30714180|4466680|2205700|67401360|158156040
31-OCT-2018|ADES|EQUITY|589896800|890|108000|117000|220000|350|31575577|942100|411|25000|0|32988438|0|540301713|0|14703821|630400|0|250000|0|0|555885934
31-OCT-2018|ADFO|EQUITY|745543638|0|10000|115720120|0|0|58102000|0|2013000|0|0|175845120|0|147319420|0|46500|144476570|0|0|0|243009528|534852018
31-OCT-2018|ADHI|EQUITY|3560849376|1125|209997275|16705758|95686253|5000|494638728|367689346|17644822|17317171|600|1219684953|1327732|28441039|43367860|23746776|2360221|285660260|53862021|0|86341890|525107799
31-OCT-2018|ADMF|EQUITY|1000000000|8200|4366800|475200|0|920700000|23296700|21324400|41500|0|0|970204600|0|18100|49500|13581200|391800|11518000|261400|0|3925400|29745400
31-OCT-2018|ADMG|EQUITY|3889179559|370|500000|994880000|2993000|0|383211187|83|6095413|0|0|1387679683|0|4772300|2482282|30432818|1351000|54938600|25324600|0|7513500|126815100
31-OCT-2018|ADRO|EQUITY|31985962000|1650|1207106100|15572786143|950980000|0|5987621344|952069255|34339289|32741900|1556300|24739200331|106311404|866159902|864493056|925799045|17125942|1995337564|501552399|51159200|1918823157|7246761669
31-OCT-2018|AGII|EQUITY|3066660000|640|11500000|786283817|23409100|0|113051200|2294600|1500000|0|0|938038717|0|81256000|0|174607400|50200|81639000|177897800|74617300|25689400|615757100
31-OCT-2018|AGRO|EQUITY|21343290230|304|428215500|9302166|1240121746|18529511185|730634402|79243398|17155201|103537484|2312000|21140033082|0|233234|0|533436|5030312|0|2955040|0|2465853|11217875
31-OCT-2018|AGRS|EQUITY|5256176644|232|0|4294064846|0|0|246082732|1587900|0|0|0|4541735478|0|593993000|0|0|2152900|0|10000|0|65723500|661879400
31-OCT-2018|AHAP|EQUITY|2940000000|68|1827142432|50488766|0|0|505119964|980000|44069|0|0|2383775231|147816500|26000|0|0|403933515|0|107841|0|55|551883911
31-OCT-2018|AIMS|EQUITY|220000000|180|0|184461690|0|0|35367710|0|18100|0|0|219847500|0|0|0|0|2000|0|500|0|0|2500
31-OCT-2018|AISA|EQUITY|3218600000|168|772100|217538886|9729500|0|1188535189|21822300|935982|590000|9154615|1449078572|250000|913939985|10058500|147078705|22212100|364295622|78891400|0|232167116|1768893428
31-OCT-2018|AKKU|EQUITY|6449463636|50|0|5707895000|0|0|446928936|0|73199300|0|0|6228023236|0|196089300|0|0|308800|0|2042300|0|23000000|221440400
31-OCT-2018|AKPI|EQUITY|680000000|700|4000|213183673|0|2|28589271|17500|2122|0|0|241796568|0|0|34|1|503|0|97500|0|10300|108338
31-OCT-2018|AKRA|EQUITY|4014694920|3460|73364400|430867500|15206500|0|184956035|143202306|2961097|2218400|234200|853010438|1908800|79642769|114363735|94508010|7738500|700679481|52469648|53500|167994219|1219358662
31-OCT-2018|AKSI|EQUITY|720000000|270|0|25249700|0|0|1049700|0|0|0|0|26299400|0|0|0|0|100|0|10000|0|0|10100
31-OCT-2018|ALDI|EQUITY|398260000|0|0|105000|0|0|170555500|0|2746000|0|0|173406500|0|80000|0|100000|105000|0|43500|0|0|328500
31-OCT-2018|ALDO|EQUITY|550000000|690|0|321230769|0|0|228769231|0|0|0|0|550000000|0|0|0|0|0|0|0|0|0|0
31-OCT-2018|ALKA|EQUITY|507665055|270|0|11021250|0|77500|24111405|0|46200|0|0|35256355|0|0|0|260000|2557223|0|33000|0|0|2850223
31-OCT-2018|ALMI|EQUITY|616000000|312|0|96725740|0|0|80615000|0|536000|0|0|177876740|0|0|0|70000|1088200|0|457800|0|0|1616000
31-OCT-2018|ALTO|EQUITY|2191870558|398|0|1380975323|0|0|487960624|1000000|313042911|0|0|2182978858|0|0|0|7560000|36000|0|1044200|0|0|8640200
31-OCT-2018|AMAG|EQUITY|5001552516|328|0|48000|185066933|388000000|46058796|0|0|0|0|619173729|0|30366700|0|36122000|10834700|41048400|61569600|0|12894300|192835700
31-OCT-2018|AMFG|EQUITY|434000000|4410|0|10323982|94500|0|15655000|1541200|73776|3800|0|27692258|1217100|18662400|285600|9454900|10876600|15055400|1151659|0|368083|57071742
31-OCT-2018|AMIN|EQUITY|1080000000|350|0|20688800|0|0|102795400|0|26333400|0|0|149817600|0|17438300|0|0|70624400|0|339700|0|1780000|90182400
31-OCT-2018|AMRT|EQUITY|41524501700|755|132185200|23709865110|40513100|0|2877342735|39179400|397|0|0|26799085942|0|4688297215|223524300|2388618338|107000|2223649700|2130298141|970500|3069950564|14725415758
31-OCT-2018|ANDI|EQUITY|1870000000|1995|0|1633500|0|0|221085000|220321200|56765900|0|0|499805600|0|0|0|194400|0|0|0|0|0|194400
31-OCT-2018|ANJT|EQUITY|3354175000|1270|161139700|95778114|0|0|78444149|100|0|0|0|335362063|5692200|0|187300|809500|8599937|0|1387000|0|2137000|18812937
31-OCT-2018|ANTM|EQUITY|24030764725|680|1992148863|41648219|770231406|0|2354093857|1408016242|69176301|29719275|1381200|6666415363|5803818|139312463|101119918|377654956|13531498|532021159|290305080|490500|238099425|1698338817
31-OCT-2018|APEX|EQUITY|2659850000|1770|0|1937846564|0|0|53452020|0|30339980|0|0|2021638564|0|352970027|0|113327221|1930000|0|89187|0|92181329|560497764
31-OCT-2018|APIC|EQUITY|11765963114|505|832553200|8789355812|7500000|0|69128785|1666711475|11591|0|0|11365260863|0|1|0|400702000|250|0|0|0|0|400702251
31-OCT-2018|APII|EQUITY|1075760000|178|0|0|0|0|38365800|0|15600|0|0|38381400|0|0|0|798600|54370700|0|34802300|0|146221000|236192600
31-OCT-2018|APLI|EQUITY|1500000000|78|0|202544300|0|0|557691700|0|165000|0|0|760401000|0|0|0|0|227000|0|1942400|0|0|2169400
31-OCT-2018|APLN|EQUITY|19364561700|140|903626000|5236120900|40913400|0|1479807067|86765500|306841719|6679600|11910400|8072664586|1704300|24991660|29295300|399933738|11741200|296269341|165403300|1603200|60955075|991897114
31-OCT-2018|APOL|EQUITY|8670479000|58|0|644379260|1400000|0|748152000|1955000|1195300|512500|0|1397594060|0|294110500|0|294181500|8296200|0|13251500|0|71420000|681259700
31-OCT-2018|ARGO|EQUITY|335557450|825|0|34195914|0|0|438150|0|83500|0|0|34717564|0|280|0|112500|11250|0|91500|0|5720|221250
31-OCT-2018|ARII|EQUITY|3000000000|990|168777700|1098690200|150000|0|499388700|133145400|0|0|0|1900152000|0|312864100|0|274785400|13681000|0|1511000|0|9645500|612487000
31-OCT-2018|ARMY|EQUITY|8187500000|300|670561900|1267868600|0|0|1775770700|1044202500|5783200|200000|0|4764386900|0|454612300|0|1400600|12499800|0|100400|0|0|468613100
31-OCT-2018|ARNA|EQUITY|7341430976|380|25561497|1043362220|13561423|0|3273031261|165369758|976212|0|0|4521862371|5000000|381020800|194812900|243262084|61006128|1173297910|33945482|137770000|589453301|2819568605
31-OCT-2018|ARTA|EQUITY|446674175|181|0|35360400|0|0|403971725|0|0|0|0|439332125|0|0|0|250|545400|0|6796400|0|0|7342050
31-OCT-2018|ARTI|EQUITY|7840000000|50|195503974|2810941286|739500000|0|3462347400|547370800|27949040|0|0|7783612500|0|110700|0|0|22102800|0|12130000|0|20669000|55012500
31-OCT-2018|ARTO|EQUITY|1206250000|167|0|50505200|0|0|189485400|0|1259400|0|0|241250000|0|0|0|0|0|0|0|0|0|0
31-OCT-2018|ASBI|EQUITY|348386472|308|21492|308469272|922|1106|19966890|0|52656|0|0|328512338|0|0|0|6088400|530170|0|1248828|0|0|7867398
31-OCT-2018|ASDM|EQUITY|192000000|1040|0|31252100|0|13200|17336660|2000000|0|0|0|50601960|0|11300|0|1618000|605600|0|391300|0|0|2626200
