"SIRUP FRUKTOSA JAGUNG (FRUCTOSE CORN SYRUP)","Bahan Baku",NO,NO,NO,YES
"Streptococcus cremoris","Bahan Baku",NO,NO,NO,YES
"Streptococcus lactis","Bahan Baku",NO,NO,NO,YES
"Streptococcus thermophilus","Bahan Baku",NO,NO,NO,YES
"SUCCUS LIQUIRITIAE","Bahan Baku",NO,NO,NO,NO
"succus liquirities","Bahan Baku",NO,NO,NO,NO
"SUJI (DRACAENA ANGUSTIFOLIA)","Bahan Baku",NO,NO,NO,YES
"Sukade (Sukade)","Bahan Baku",NO,NO,NO,YES
"Sukade Pepaya (Papaya Sukade)","Bahan Baku",NO,NO,NO,YES
"Sukromalt (Sucromalt)","Bahan Baku",NO,NO,NO,YES
"Sukrosa (Sucrose)","Bahan Baku",NO,NO,NO,YES
"Sultana (Sultana)","Bahan Baku",NO,NO,NO,YES
"Sup (Soup)","Bahan Baku",NO,NO,NO,YES
"Sup Apel (Apple Soup)","Bahan Baku",NO,NO,NO,YES
"Sup Daging (Meat Soup)","Bahan Baku",NO,NO,NO,YES
"Surimi (Surimi)","Bahan Baku",NO,NO,NO,YES
"SUSU (MILK)","Bahan Baku",NO,NO,NO,NO
"SUSU BUBUK (MILK POWDER)","Bahan Baku",NO,YES,NO,YES
"SUSU BUBUK FULL CREAM (FULL CREAM MILK POWDER)","Bahan Baku",NO,YES,NO,YES
"Susu Bubuk Lemak/Minyak Nabati","Bahan Baku",NO,NO,NO,YES
"SUSU BUBUK RENDAH LEMAK (LOW FAT MILK POWDER)","Bahan Baku",NO,YES,NO,YES
"SUSU BUBUK TANPA LEMAK ATAU SUSU SKIM BUBUK (SKIMMED MILK POWDER)","Bahan Baku",NO,NO,NO,YES
"SUSU CAIR (LIQUID MILK)","Bahan Baku",NO,YES,NO,YES
"SUSU COKLAT (CHOCOLATE MILK)","Bahan Baku",NO,YES,NO,YES
"SUSU COKLAT BUBUK (CHOCOLATE MILK POWDER)","Bahan Baku",NO,YES,NO,YES
"SUSU EVAPORASI (EVAPORATED MILK)","Bahan Baku",NO,YES,NO,YES
"SUSU FERMENTASI (FERMENTED MILK)","Bahan Baku",NO,YES,NO,YES
"Susu Full Cream (Full Cream Milk)","Bahan Baku",NO,NO,NO,YES
"Susu Kambing (Goat's Milk)","Bahan Baku",NO,NO,NO,YES
"Susu Kambing Bubuk (Goat's Milk Powder)","Bahan Baku",NO,NO,NO,YES
"SUSU KAMBING FULL CREAM BUBUK (FULL CREAM GOAT'S MILK POWDER)","Bahan Baku",NO,YES,NO,YES
"SUSU KAMBING SKIM BUBUK (SKIM GOAT'S MILK POWDER)","Bahan Baku",NO,YES,NO,YES
"SUSU KENTAL (CONDENSED MILK)","Bahan Baku",NO,YES,NO,YES
"SUSU KENTAL MANIS (SWEETENED CONDENSED MILK)","Bahan Baku",NO,YES,NO,YES
"SUSU KENTAL TIDAK MANIS (UNSWEETENED CONDENSED MILK)","Bahan Baku",NO,YES,NO,YES
"SUSU KERBAU (BUFFALO MILK)","Bahan Baku",NO,YES,NO,YES
"SUSU KUDA (HORSE MILK)","Bahan Baku",NO,YES,NO,YES
"Susu Lemak Nabati-Susu Minyak Nabati (Filled Milk)","Bahan Baku",NO,NO,NO,YES
"SUSU PASTEURISASI (PASTEURIZED MILK)","Bahan Baku",NO,YES,NO,YES
"SUSU RENDAH LEMAK (LOW FAT MILK)","Bahan Baku",NO,YES,NO,YES
"Susu Sapi (Cow's Milk)","Bahan Baku",NO,NO,NO,YES
"SUSU SEGAR (FRESH MILK)","Bahan Baku",NO,YES,NO,YES
"SUSU SKIM (SKIM MILK)","Bahan Baku",NO,YES,NO,YES
"SUSU SKIM BUBUK (SKIMMED MILK POWDER)","Bahan Baku",NO,YES,NO,NO
"SUSU SKIM COKLAT (SKIM MILK CHOCOLATE)","Bahan Baku",NO,YES,NO,YES
"SUSU SKIM KENTAL MANIS (SWEETENED CONDENSED SKIMMED MILK)","Bahan Baku",NO,YES,NO,YES
"SUSU TANPA LEMAK ATAU SUSU SKIM (SKIMMED MILK)","Bahan Baku",NO,YES,NO,YES
"SUSU UHT (UHT MILK)","Bahan Baku",NO,YES,NO,YES
"Tahini (Tahini)","Bahan Baku",NO,NO,NO,YES
"Tahu (Tofu)","Bahan Baku",NO,NO,NO,YES
"Tahu Goreng (Fried Tofu)","Bahan Baku",NO,NO,NO,YES
"TAHU KERING (DRIED TOFU)","Bahan Baku",NO,NO,NO,YES
"TAHU MATANG","Bahan Baku",NO,NO,NO,NO
"TALAS (TARO)","Bahan Baku",NO,NO,NO,NO
"TANGKAI TERATAI (LOTUS STEM)","Bahan Baku",NO,NO,NO,NO
"TAOGE (BEAN SPROUTS)","Bahan Baku",NO,NO,NO,YES
"TAPAI BERAS (FERMENTED RICE)","Bahan Baku",NO,NO,NO,YES
"TAPAI KETAN (FERMENTED STILKY RICE)","Bahan Baku",NO,NO,NO,YES
"SIRUP GLUKOSA - FRUKTOSA (GLUCOSE - FRUCTOSE SYRUP)","Bahan Baku",NO,NO,NO,YES
"Sirup Glukosa (Glucose Syrup)","Bahan Baku",NO,NO,NO,YES
"SIRUP GLUKOSA BUBUK (GLUCOSE POWDER SYRUP)","Bahan Baku",NO,NO,NO,YES
"Sirup Grenadine (Grenadine Syrup)","Bahan Baku",NO,NO,NO,YES
"Sirup Gula (Sugar Syrup)","Bahan Baku",NO,NO,NO,YES
"Sirup Gula Invert (Invert Sugar Syrup)","Bahan Baku",NO,NO,NO,YES
"SIRUP GULA JAGUNG (CORN SUGAR SYRUP)","Bahan Baku",NO,NO,NO,YES
"Sirup Gula Merah (Brown Sugar Syrup)","Bahan Baku",NO,NO,NO,YES
"SIRUP GULA TERKARAMELISASI (CARAMELIZED SUGAR SYRUP)","Bahan Baku",NO,NO,NO,YES
"Sirup Jagung (Corn Syrup)","Bahan Baku",NO,NO,NO,YES
"Sirup Jagung Fruktosa (Fructose Corn Syrup)","Bahan Baku",NO,NO,NO,YES
"Sirup Jagung Padat (Corn Syrup Solid)","Bahan Baku",NO,NO,NO,YES
"Sirup Jagung Tinggi Fruktosa (High Fructose Corn Syrup)","Bahan Baku",NO,NO,NO,YES
"Sirup Jagung Tinggi Maltosa (High Maltose Corn Syrup)","Bahan Baku",NO,NO,NO,YES
"Sirup Jahe (Ginger Syrup)","Bahan Baku",NO,NO,NO,YES
"Sirup Karamel (Caramel Syrup)","Bahan Baku",NO,NO,NO,YES
"Sirup Kelengkeng (Longan Syrup)","Bahan Baku",NO,NO,NO,YES
"Sirup Kiwi (Kiwi Syrup)","Bahan Baku",NO,NO,NO,YES
"Sirup Kurma (Dates Syrup)","Bahan Baku",NO,NO,NO,YES
"Sirup Malt (Malt Syrup)","Bahan Baku",NO,NO,NO,YES
"SIRUP MAPEL (MAPLE SYRUP)","Bahan Baku",NO,NO,NO,YES
"Sirup Melon (Melon Syrup)","Bahan Baku",NO,NO,NO,YES
"Sirup Semangka (Watermelon Syrup)","Bahan Baku",NO,NO,NO,YES
"Sirup Stroberi (Strawberry Syrup)","Bahan Baku",NO,NO,NO,YES
"Sirup Sukrosa (Sucrose Syrup)","Bahan Baku",NO,NO,NO,YES
"SIRUP TAPIOKA (TAPIOCA SYRUP)","Bahan Baku",NO,NO,NO,YES
"Sirup Tinggi Fruktosa (High Fructose Syrup)","Bahan Baku",NO,NO,NO,YES
"Sistein (Cysteine)","Bahan Baku",NO,NO,NO,YES
"Sistin (Cystine)","Bahan Baku",NO,NO,NO,YES
"SITIDIN 5'-MONOFOSFAT (CYTIDINE 5'-MONOPHOSPHATE)","Bahan Baku",NO,NO,NO,YES
"Sitrulin Malat","Bahan Baku",NO,NO,YES,YES
"SIWALAN (SIWALAN)","Bahan Baku",NO,NO,NO,YES
"SOBA (BUCKWHEAT)","Bahan Baku",NO,NO,NO,NO
"Soda (Soda)","Bahan Baku",NO,NO,NO,YES
"SODA BUBUK (SODA POWDER)","Bahan Baku",NO,NO,NO,NO
"Soda Krim (Cream Soda)","Bahan Baku",NO,NO,NO,YES
"Sohun-Soun (Vermicelli)","Bahan Baku",NO,NO,NO,YES
"Sorgum (Sorghum)","Bahan Baku",NO,NO,NO,YES
"Sosis Ayam (Chicken Sausage)","Bahan Baku",NO,NO,NO,YES
"Sosis Babi (Pork Sausage)","Bahan Baku",NO,NO,NO,YES
"Sosis Ikan (Fish Sausage)","Bahan Baku",NO,NO,NO,YES
"Sosis Sapi (Beef Sausage)","Bahan Baku",NO,NO,NO,YES
"Sotong (Cuttlefish)","Bahan Baku",NO,NO,NO,YES
"Sotong Bubuk (Cuttlefish Powder)","Bahan Baku",NO,NO,NO,YES
"Spagheti (Spaghetti)","Bahan Baku",NO,NO,NO,YES
"Spearmint (Spearmint)","Bahan Baku",NO,NO,NO,YES
"Spelt (Triticum spelta)","Bahan Baku",NO,NO,NO,YES
"SPINGOMIELIN (SPHINGOMYELIN)","Bahan Baku",NO,NO,NO,NO
"Spirit (Spirit)","Bahan Baku",NO,NO,NO,YES
"Spirit Air Nira (Sap Water Spirit)","Bahan Baku",NO,NO,NO,YES
"Spirit Anggur (Grape Spirit)","Bahan Baku",NO,NO,NO,YES
"Spirit Beras (Rice Spirit)","Bahan Baku",NO,NO,NO,YES
"Spirit Beras Ketan (Glutinous Rice Spirit)","Bahan Baku",NO,NO,NO,YES
"Spirit Buah Nanas (Pineapple Spirit)","Bahan Baku",NO,NO,NO,YES
"Spirit Buah Pepaya (Papaya Spirit)","Bahan Baku",NO,NO,NO,YES
"Spirit Buah Tomat (Tomato Spirit)","Bahan Baku",NO,NO,NO,YES
"Spirit Gula (Sugar Spirit)","Bahan Baku",NO,NO,NO,YES
"Spirit Gula Merah (Brown Sugar Spirit)","Bahan Baku",NO,NO,NO,YES
"SPIRIT HASIL FERMENTASI MOLASES (FERMENTED MOLASES SPIRIT)","Bahan Baku",NO,NO,NO,YES
"Spirit Jeruk (Orange Spirit)","Bahan Baku",NO,NO,NO,YES
"Spirit Lontar (Palmyra Spirit)","Bahan Baku",NO,NO,NO,YES
"Spirulina (Spirulina)","Bahan Baku",NO,NO,NO,YES
"Spirulina Bubuk (Spirulina Powder)","Bahan Baku",NO,NO,NO,YES
"SQUASH BERPERISA ANGGUR (GRAPE FLAVOUR SQUASH)","Bahan Baku",NO,NO,NO,YES
"SQUASH BERPERISA JERUK (ORANGE FLAVOUR SQUASH)","Bahan Baku",NO,NO,NO,YES
"Squash Berperisa Kelapa ","Bahan Baku",NO,NO,NO,YES
"SQUASH BERPERISA LECI (LYCHEE FLAVOUR SQUASH)","Bahan Baku",NO,NO,NO,YES
"SQUASH BERPERISA STROBERI (STRAWBERRY FLAVOUR SQUASH)","Bahan Baku",NO,NO,NO,YES
"SRIKAYA (ANNONA SQUAMOSA)","Bahan Baku",NO,NO,NO,YES
"STARTER YOGHURT (YOGHURT STARTER)","Bahan Baku",NO,NO,NO,NO
"Stearin (Stearine)","Bahan Baku",NO,NO,NO,YES
"Stearin Inti Buah Rafinasi (Refined Kernel Stearine)","Bahan Baku",NO,NO,NO,YES
"Stearin Inti Kelapa Sawit Hidrogenasi (Hydrogenated Palm Kernel Stearine)","Bahan Baku",NO,NO,NO,YES
"Serat Pangan (Dietary Fiber)","Bahan Baku",NO,NO,NO,YES
"Serat Sayuran (Vegetable Fiber)","Bahan Baku",NO,NO,NO,YES
"PATI TAPIOKA TERMODIFIKASI (MODIFIED TAPIOCA STARCH)","Bahan Baku",NO,NO,NO,YES
"Seng Laktat (Zinc Lactate)","Bahan Baku",NO,NO,NO,YES
"Seng Oksida (Zinc Oxide)","Bahan Baku",NO,NO,NO,YES
"Seng Sulfat (Zinc Sulphate)","Bahan Baku",NO,NO,NO,YES
"SERAT GANDUM (WHEAT FIBER)","Bahan Baku",NO,NO,NO,YES
"SERAT LARUT (SOLUBLE FIBER)","Bahan Baku",NO,NO,NO,NO
"Serat Larut dari Jagung (Soluble Corn Fiber atau Gluco Fibre)","Bahan Baku",NO,NO,NO,YES
"Pati Ubi (Cassava Starch)","Bahan Baku",NO,NO,NO,YES
"PATI UBI JALAR (SWEET POTATO STARCH)","Bahan Baku",NO,NO,NO,YES
"PECAHAN JAGUNG (CORN GRITS)","Bahan Baku",NO,NO,NO,YES
"Pedada (Sonneratia caseolaris)","Bahan Baku",NO,NO,NO,YES
"Pekak (Bunga Lawang-Kembang Lawang-Star Anise) (Star Anise)","Bahan Baku",NO,NO,NO,YES
"Pekak Bubuk (Star Anise Powder)","Bahan Baku",NO,NO,NO,YES
"Minyak Mentega (Butter Oil)","Bahan Baku",NO,NO,NO,YES
"MINYAK MUSTARD","Bahan Baku",NO,NO,NO,NO
"NATRIUM SELENAT (SODIUM SELENATE)","Bahan Baku",NO,NO,NO,YES
"NATRIUM SELENIT (SODIUM SELENITE)","Bahan Baku",NO,NO,NO,YES
"RAGI ROTI (BAKER YEAST)","Bahan Baku",NO,NO,NO,YES
"Ragi Tape","Bahan Baku",NO,NO,NO,YES
Rajungan,"Bahan Baku",NO,NO,NO,YES
"Rambutan (Rambutan)","Bahan Baku",NO,NO,NO,YES
"REBUNG (BAMBOO SPROUTS-BAMBOO SHOOTS)","Bahan Baku",NO,NO,NO,YES
"Rebung Kelapa Sawit (Palm Heart)","Bahan Baku",NO,NO,NO,YES
"red currant leaves (ribes rubrum)","Bahan Baku",NO,NO,NO,NO
"REHMANNIA GLUTINOSA (REHMANNIA GLUTINOSE)","Bahan Baku",NO,NO,NO,NO
"REMAHAN BAWANG HIJAU","Bahan Baku",NO,NO,NO,YES
"REMAHAN BISKUIT (BISCUIT CRUMB)","Bahan Baku",NO,NO,NO,YES
"REMAHAN HOKEY POKEY (HOKEY POKEY CRUMB)","Bahan Baku",NO,NO,NO,YES
"REMAHAN TELUR","Bahan Baku",NO,NO,NO,YES
"Remahan wafer","Bahan Baku",NO,NO,NO,YES
"Remis Bubuk (Mussel Powder)","Bahan Baku",NO,NO,NO,YES
"Remis Kering (Dried Mussel)","Bahan Baku",NO,NO,NO,YES
"Rempah (Spices)","Bahan Baku",NO,NO,NO,YES
"Rennet (Rennet)","Bahan Baku",NO,NO,NO,YES
"Resin Gum (Gum Resin)","Bahan Baku",NO,NO,NO,YES
"Retinil Asetat (Retinyl Acetate)","Bahan Baku",NO,NO,NO,YES
"Retinil Palmitat (Retinyl Palmitate)","Bahan Baku",NO,NO,NO,YES
"Rhodopseudomonas palustris","Bahan Baku",NO,NO,NO,YES
"rhubarb batang (rheum rhabarbarum)","Bahan Baku",NO,NO,YES,NO
"Sayuran Okra (Abelmoschus esculentus)","Bahan Baku",NO,NO,NO,YES
"SCUTELLARIA BAICALENSIS (ASIAN SKULLCAP, BAIKAL SKULLCAP, GOLDEN ROOT)","Bahan Baku",NO,NO,NO,NO
"Seabuckthorn (Hippophae Rhamnoides L)","Bahan Baku",NO,NO,NO,YES
"SEAFOOD KERING (DRY SEAFOOD)","Bahan Baku",NO,NO,NO,YES
"Selada (Lettuce)","Bahan Baku",NO,NO,NO,YES
"SELADA AIR (WATERCRESS) (FOLIUM NOSTURTIUM OFFICINALE)","Bahan Baku",NO,NO,NO,YES
"SELAI (JAM)","Bahan Baku",NO,NO,NO,YES
"Selai Anggur (Grape Jam)","Bahan Baku",NO,NO,NO,YES
"Selai Apel (Apple Jam)","Bahan Baku",NO,NO,NO,YES
"Selai Aprikot (Apricot Jam)","Bahan Baku",NO,NO,NO,YES
"Selai Belimbing (Starfruit Jam)","Bahan Baku",NO,NO,NO,YES
"SELAI BLUBERI (BLUEBERRY JAM)","Bahan Baku",NO,NO,NO,YES
"Selai Buah-Buahan (Fruits Jam)","Bahan Baku",NO,NO,NO,YES
"Selai Ceri (Cherry Jam)","Bahan Baku",NO,NO,NO,YES
"SELAI COKELAT (CHOCOLATE JAM)","Bahan Baku",NO,NO,NO,YES
"Selai Durian (Durian Jam)","Bahan Baku",NO,NO,NO,YES
"Selai Jeruk (Orange Jam)","Bahan Baku",NO,NO,NO,YES
"Selai Kacang (Peanut Jam)","Bahan Baku",NO,NO,NO,YES
"Selai Kelapa (Coconut Jam)","Bahan Baku",NO,NO,NO,YES
"Selai Kiwi (Kiwi Jam)","Bahan Baku",NO,NO,NO,YES
"Selai Kurma (Dates Jam)","Bahan Baku",NO,NO,NO,YES
"Selai Nanas (Pineapple Jam)","Bahan Baku",NO,NO,NO,YES
"Selai Nangka (Jackfruit Jam)","Bahan Baku",NO,NO,NO,YES
"Selai Pisang (Banana Jam)","Bahan Baku",NO,NO,NO,YES
"Selai Rasberi (Raspberry Jam)","Bahan Baku",NO,NO,NO,YES
"SELAI SRIKAYA (SWEETSOP JAM)","Bahan Baku",NO,NO,NO,YES
"Selai Stroberi (Strawberry Jam)","Bahan Baku",NO,NO,NO,YES
"Selasih (Basil)","Bahan Baku",NO,NO,NO,YES
"Seledri (Celery)","Bahan Baku",NO,NO,NO,YES
"Seledri Bubuk (Celery Powder)","Bahan Baku",NO,NO,NO,YES
"Selenium (Selenium)","Bahan Baku",NO,NO,NO,YES
"SELONGSONG SOSIS (SAUSAGE SLEEVE)","Bahan Baku",NO,NO,NO,YES
"Selulosa (Cellulose)","Bahan Baku",NO,NO,NO,YES
"Semangka Merah (Red Watermelon)","Bahan Baku",NO,NO,NO,YES
SEMOLINA,"Bahan Baku",NO,NO,NO,YES
"RIMPANG TERATAI (LOTUS ROOT)","Bahan Baku",NO,NO,NO,NO
"Rolled Oats","Bahan Baku",NO,NO,NO,YES
"rooibos-rooibush-rooibosh (asphalatus linearis)","Bahan Baku",NO,NO,NO,NO
"Roombutter (Roombutter)","Bahan Baku",NO,NO,NO,YES
"ROOT BEER BASE","Bahan Baku",YES,YES,NO,YES
"ROSEHIP PEELS (ROSA CANINA)","Bahan Baku",NO,NO,YES,YES
"ROSELA (HIBISCUS SABDARIFFA)","Bahan Baku",NO,NO,NO,YES
"ROSEMARI (ROSEMARY)","Bahan Baku",NO,NO,NO,NO
"Roti (Bread)","Bahan Baku",NO,NO,NO,YES
"Roti Kering (Crusty Bread)","Bahan Baku",NO,NO,NO,YES
"ROYAL JELLY (KHUSUS MADU)","Bahan Baku",NO,NO,NO,YES
"Rum (Rum)","Bahan Baku",NO,NO,NO,YES
"Rumput Laut (Seaweed)","Bahan Baku",NO,NO,NO,YES
"Rumput Laut Bubuk (Seaweed Powder)","Bahan Baku",NO,NO,NO,YES
"Rumput Laut Kering (Dried Seaweed)","Bahan Baku",NO,NO,NO,YES
"SAFRON (SAFFRON)","Bahan Baku",NO,NO,NO,YES
"SAGE (SALVIA OFFICINALIS)","Bahan Baku",NO,NO,NO,NO
"Sagu (Sago)","Bahan Baku",NO,NO,NO,YES
"Sake (Sake)","Bahan Baku",NO,NO,NO,YES
Salak,"Bahan Baku",NO,NO,NO,YES
"Salicornia herbacea L (Salicornia europaea L)","Bahan Baku",NO,NO,NO,YES
"SAMBAL (SAUCE)","Bahan Baku",NO,NO,NO,YES
"Sambal Seafood (Seafood Sauce)","Bahan Baku",NO,NO,NO,YES
"SAMBILOTO (ANDROGRAPHIS PANICULATA)","Bahan Baku",NO,NO,NO,NO
"SAMBUCUS NIGRA","Bahan Baku",NO,NO,NO,NO
"Santan Kelapa (Coconut Milk)","Bahan Baku",NO,NO,NO,YES
"Santan Kelapa Bubuk (Coconut Milk Powder)","Bahan Baku",NO,NO,NO,YES
"SANTAN KELAPA MURNI (PURE COCONUT MILK)","Bahan Baku",NO,NO,NO,NO
"Sarang Burung Walet (Swallow's Nest)","Bahan Baku",NO,NO,NO,YES
"Sari Asam (Tamarind Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Asam Jawa (Tamarind Juice)","Bahan Baku",NO,NO,NO,YES
"SARI AYAM (CHICKEN ESSENCE)","Bahan Baku",NO,NO,NO,NO
"Sari Bawang Bombay (Onion Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Beras (Grains of Rice)","Bahan Baku",NO,NO,NO,YES
"SARI BERAS MERAH (BROWN RICE JUICE)","Bahan Baku",NO,NO,NO,YES
"Sari Buah ...... Rekonstitusi","Bahan Baku",NO,NO,NO,YES
"Sari Buah Anggur (Grape Juice)","Bahan Baku",NO,NO,NO,YES
"SARI BUAH ANGGUR BUBUK","Bahan Baku",NO,NO,NO,YES
"Sari Buah Anggur Hijau (Green Grape Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Anggur Merah (Red Grape Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Anggur Muscat (Muscat Grape Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Anggur Putih (White Grape Juice)","Bahan Baku",NO,NO,NO,YES
"SARI BUAH ANGGUR REKONSTITUSI (GRAPE JUICE RECONSTITUTION)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Apel (Apple Juice)","Bahan Baku",NO,NO,NO,YES
"SARI BUAH APEL REKONSTITUSI (APPLE JUICE RECONSTITUTION)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Apricot (Apricot Juice)","Bahan Baku",NO,NO,NO,YES
"SARI BUAH ARBEI (ARBEI JUICE)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Aren","Bahan Baku",NO,NO,NO,YES
"Sari Buah Aronia (Aronia Juice)","Bahan Baku",NO,NO,NO,YES
"SARI BUAH ASAM JAWA (TAMARIND JUICE)","Bahan Baku",NO,NO,NO,NO
"Sari Buah Belimbing (Starfruit Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Bilberry (Bilberry Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Blackberry (Blackberry Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Blackcurant (Blackcurrant Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Blackcurrant Bubuk (blackcurrant juice powder)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Blewah (Cantaloupe Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Blueberry (Blueberry Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Ceri (Cherry Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Chokeberry (Chokeberry Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Cranberry (Cranberry Juice)","Bahan Baku",NO,NO,NO,YES
"SARI BUAH CRANBERRY REKONSTITUSI (CRANBERRY JUICE RECONSTITUTION) ","Bahan Baku",NO,NO,NO,YES
"Sari Buah Delima (Pomegranate Juice)","Bahan Baku",NO,NO,NO,YES
"SARI BUAH FRAMBOZEN (FRAMBOZEN JUICE)","Bahan Baku",NO,NO,NO,NO
"SARI BUAH GOJIBERRY (GOJIBERRY JUICE)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Gooseberry (Gooseberry Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Jambu","Bahan Baku",NO,NO,NO,YES
"Sari Buah Jambu Biji (Guava Juice)","Bahan Baku",NO,NO,NO,YES
"SARI BUAH JAMBU MERAH","Bahan Baku",NO,NO,NO,NO
"Sari Buah Jeruk (Orange Juice)","Bahan Baku",NO,NO,NO,YES
"SARI BUAH JERUK BUBUK (ORANGE JUICE POWDER)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Jeruk Florida-Jeruk .....","Bahan Baku",NO,NO,NO,YES
"Sari Buah Jeruk Kalamansi","Bahan Baku",NO,NO,NO,YES
"Sari Buah Jeruk Lemon (Lemon Juice)","Bahan Baku",NO,NO,NO,YES
"SARI BUAH JERUK LIMAU (LIMAU JUICE)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Jeruk Mandarin","Bahan Baku",NO,NO,NO,YES
"Sari Buah Jeruk Nipis","Bahan Baku",NO,NO,NO,YES
"SARI BUAH JERUK REKONSTITUSI (ORANGE JUICE RECONSTITUTION) ","Bahan Baku",NO,NO,NO,YES
"SARI BUAH KELAPA (COCONUT JUICE)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Kiwi (Kiwi Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Kranberi (Cranberry Juice)","Bahan Baku",NO,NO,NO,YES
"SARI BUAH KUNDUR (BENINCASA HISPIDA JUICE)","Bahan Baku",NO,NO,NO,YES
"SARI BUAH KURMA (DATES JUICE)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Labu (Pumpkin Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Leci (Lychee Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Mangga (Mango Juice)","Bahan Baku",NO,NO,NO,YES
"SARI BUAH MANGGA BUBUK (MANGO JUICE POWDER)","Bahan Baku",YES,YES,NO,YES
"Sari Buah Manggis (Mangosteen Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Markisa (Passion Fruit Juice)","Bahan Baku",NO,NO,NO,YES
"SARI BUAH MARKISA REKONSTITUSI (PASSION FRUIT JUICE RECONSTITUTION)","Bahan Baku",NO,NO,NO,YES
"SARI BUAH MELON (MELON JUICE)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Nanas (Pineapple Juice)","Bahan Baku",NO,NO,NO,YES
"SARI BUAH NANAS REKONSTITUSI (PINEAPPLE JUICE RECONSTITUTION)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Nangka (Jackfruit Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Pala (Nutmeg Juice)","Bahan Baku",NO,NO,NO,YES
"SARI BUAH PEAR REKONSTITUSI (PEAR JUICE RECONSTITUTION)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Pepaya (Papaya Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Persik (Peach Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Pir (Pear Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Pisang (Banana Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Plum (Plum Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Prune (Prune Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Raspberi (Raspberry Juice)","Bahan Baku",NO,NO,NO,YES
"SARI BUAH RASPBERI REKONSTITUSI (RASPBERRY JUICE RECONSTITUTION)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Redcurrant (Redcurrant Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Semangka (Watermelon Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Sirsak (Soursop Juice)","Bahan Baku",NO,NO,NO,YES
"SARI BUAH SIWALAN (PALMYRA FRUIT JUICE)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Stroberi (Strawberry Juice)","Bahan Baku",NO,NO,NO,YES
"SARI BUAH STROBERI REKONSTITUSI (STRAWBERRY JUICE RECONSTITUTION)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Terong (Eggplant Juice)","Bahan Baku",NO,NO,NO,YES
"SARI BUAH TERONG BELANDA (TAMARILLO JUICE)","Bahan Baku",NO,NO,NO,YES
"Sari Buah Tomat (Tomato Juice)","Bahan Baku",NO,NO,NO,YES
"SARI BUNGA MAWAR (ROSE JUICE)","Bahan Baku",NO,NO,YES,NO
"SARI DAGING AYAM","Bahan Baku",NO,NO,NO,NO
"SARI DAGING SAPI","Bahan Baku",NO,NO,NO,NO
"SARI DAUN CINCAU (GRASS JELLY JUICE)","Bahan Baku",NO,NO,NO,YES
"SARI DAUN KATUK (KATUK JUICE)","Bahan Baku",NO,NO,NO,YES
"SARI DAUN PANDAN (PANDAN JUICE)","Bahan Baku",NO,NO,NO,YES
"Sari Jagung (Corn Juice)","Bahan Baku",NO,NO,NO,YES
"Sari Jahe (Ginger Juice)","Bahan Baku",NO,NO,NO,YES
"SARI JAHE MERAH (RED GINGER JUICE)","Bahan Baku",NO,NO,NO,YES
