Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
31-JAN-2013|AALI|EQUITY|1574745000|18850|30797000|11631033|8966100|25000|28988346|24352698|3181768|264500|3880004|112086449|4405824|27536457|30899528|24465651|2206000|77079040|10322086|69444|30403033|207387063
31-JAN-2013|ABBA|EQUITY|2755125000|78|36070000|577302071|4224458|0|394506437|0|67475243|100000|0|1079678209|0|0|0|284480000|221000|0|0|0|0|284701000
31-JAN-2013|ABDA|EQUITY|620806680|2350|43822|131908578|0|98|4691812|0|510058|150|0|137154518|0|95541676|0|134380679|400|48000|0|0|249715365|479686120
31-JAN-2013|ABMM|EQUITY|2753165000|2900|1925000|13377500|3409500|0|64394990|59413000|3359510|3408000|0|149287500|0|5899000|331000|74014000|796000|56556000|28500|0|318784000|456408500
31-JAN-2013|ACES|EQUITY|17150000000|760|374595500|67748576|79558500|0|615976030|252228000|62981440|0|100000|1453188046|32700500|898069750|191797790|718180400|89677000|2728134583|9888500|20495500|722867931|5411811954
31-JAN-2013|ADES|EQUITY|589896800|2225|20500|4349315|579000|778|30594934|5812500|169268|0|0|41526295|0|405000|0|2008464|542599613|543000|0|0|1791428|547347505
31-JAN-2013|ADFO|EQUITY|745543638|0|10000|117282620|0|5000|57767500|0|1156500|0|0|176221620|0|147319420|0|0|144146570|0|0|0|243009528|534475518
31-JAN-2013|ADHI|EQUITY|1801320000|2000|10605000|12610395|56037500|0|122030100|378684500|1230665|7592000|50000|588840160|4780000|12833000|26252500|17319500|26787500|85342840|8832000|5685500|105957000|293789840
31-JAN-2013|ADMF|EQUITY|1000000000|9900|4440000|63100|10000|950000000|8361000|1128500|599900|0|0|964602500|0|24095000|0|8187500|115500|689500|212000|0|2048000|35347500
31-JAN-2013|ADMG|EQUITY|3889179559|355|3745000|1119130486|4238000|0|370724187|19558583|3075013|0|0|1520471269|3255500|11226000|8349014|25366000|6900500|41396000|5614500|901000|7895500|110904014
31-JAN-2013|ADRO|EQUITY|31985962000|1650|1055437000|16042750769|257998500|0|5977566018|663536958|45737401|12407000|100000|24055533646|96460627|1499860677|768003950|1321779913|175458298|1546955867|737160112|13495500|1770553410|7929728354
