Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
29-JUN-2018|AALI|EQUITY|1924688333|11200|64244152|6089322|55943087|49700|53651596|39964794|523678|1577986|4810627|226854942|1599554|12201867|21288622|22157647|1560261|65607381|29945699|363522|9209998|163934551
29-JUN-2018|ABBA|EQUITY|2755125000|50|56342900|1602461465|0|0|632594151|0|5141043|0|0|2296539559|0|0|0|282886300|309000|0|39700|0|0|283235000
29-JUN-2018|ABDA|EQUITY|620806680|7600|43822|47314645|0|98|47955798|0|8300|881084|0|96203747|0|426160055|0|97400000|400|0|0|0|62|523560517
29-JUN-2018|ABMM|EQUITY|2753165000|2100|11370000|6961500|1600|0|37233323|6270200|3332977|0|0|65169600|0|56033600|0|35330300|651500|296268000|4500|0|152238500|540526400
29-JUN-2018|ACES|EQUITY|17150000000|1270|338726327|128827700|33951195|0|155225371|416421587|609259|570000|1865800|1076197239|33825700|334905030|261035927|551265573|341000|3203995523|196080817|9148173|1198205018|5788802761
29-JUN-2018|ACST|EQUITY|700000000|2390|0|479437700|4713840|0|28715416|22340440|286904|350000|0|535844300|0|12832620|6937800|22368660|9442320|34230560|3815380|7838400|66689960|164155700
29-JUN-2018|ADES|EQUITY|589896800|950|108000|1029500|220000|350|31624377|29600|411|25000|0|33037238|0|540301713|0|14654921|630500|0|250000|0|0|555837134
29-JUN-2018|ADFO|EQUITY|745543638|0|10000|116725120|0|0|58217000|0|893000|0|0|175845120|0|147319420|0|46500|144476570|0|0|0|243009528|534852018
29-JUN-2018|ADHI|EQUITY|3560849376|1790|195357851|20110982|96128137|0|374747144|520874670|6696346|18946571|596400|1233458101|1327732|14282492|42466460|23676570|1624521|291362630|53346951|0|83247295|511334651
29-JUN-2018|ADMF|EQUITY|1000000000|8000|4366800|451800|0|920700000|23125400|21104700|41500|0|0|969790200|0|0|82400|13983100|391800|11544800|212600|13500|3931600|30159800
29-JUN-2018|ADMG|EQUITY|3889179559|314|1030000|994200000|2993000|0|360771187|30125083|529513|0|0|1389648783|0|4384600|2482282|29140518|1391000|54241700|24992400|0|8213500|124846000
29-JUN-2018|ADRO|EQUITY|31985962000|1790|1180777100|15644181043|635254900|0|5901382233|1338787118|18668576|25330700|1539400|24745921070|98886004|879940109|967341086|884973623|14735742|1941474633|453662376|54079900|1944947457|7240040930
29-JUN-2018|AGII|EQUITY|3066660000|690|0|336093617|23409100|0|110534400|5327500|451500000|481300|0|927345917|0|80585900|0|184598000|129400|82293100|178427500|74617300|25798700|626449900
29-JUN-2018|AGRO|EQUITY|18454205181|314|278594200|205514769|1053072097|15856389938|733190389|81598598|18231110|29942793|2292000|18258825894|0|223234|0|9033668|1097912|0|4738840|0|2315853|17409507
29-JUN-2018|AGRS|EQUITY|5256176644|310|0|5379500|0|0|230954275|1587900|0|0|0|237921675|0|594024700|0|643600|1688600|0|0|0|65723500|662080400
29-JUN-2018|AHAP|EQUITY|840000000|200|522040695|14277886|0|0|146390450|190300|44069|0|50000|682993400|42233300|78000|0|60014549|50231997|0|107841|0|55|152665742
29-JUN-2018|AIMS|EQUITY|220000000|260|0|184461690|0|0|35367810|0|18100|0|0|219847600|0|0|0|0|2000|0|400|0|0|2400
29-JUN-2018|AISA|EQUITY|3218600000|244|770100|223483786|7131500|0|1130700189|17789200|34055482|590000|9144615|1423664872|250000|1123075385|10058500|136922205|11640800|407716622|70971500|0|33672116|1794307128
29-JUN-2018|AKKU|EQUITY|6449463636|52|0|5707895000|0|0|446878936|0|73199300|0|0|6227973236|0|196089300|0|0|358800|0|2042300|0|23000000|221490400
29-JUN-2018|AKPI|EQUITY|680000000|840|4000|211881202|0|2|28568971|17500|2122|0|0|240473797|0|0|34|1|503|0|117500|0|10600|128638
29-JUN-2018|AKRA|EQUITY|4014694920|4300|56732200|430623300|13139500|0|123267653|107437007|2647482|1289800|17100|735154042|4516523|80938779|134807525|95326004|950200|711627104|40971470|29400|268048053|1337215058
29-JUN-2018|AKSI|EQUITY|720000000|324|0|25249700|0|0|1049600|0|0|0|0|26299300|0|100|0|0|100|0|10000|0|0|10200
29-JUN-2018|ALDI|EQUITY|398260000|0|0|105000|0|0|170555500|0|2746000|0|0|173406500|0|80000|0|100000|105000|0|43500|0|0|328500
29-JUN-2018|ALDO|EQUITY|550000000|700|0|321230769|0|0|228769231|0|0|0|0|550000000|0|0|0|0|0|0|0|0|0|0
29-JUN-2018|ALKA|EQUITY|507665055|356|0|11021250|0|77500|24026405|0|46200|0|0|35171355|0|0|0|260000|2622223|0|33000|0|0|2915223
29-JUN-2018|ALMI|EQUITY|616000000|500|0|96725740|0|0|80772200|0|533000|0|0|178030940|0|0|0|170000|934000|0|357800|0|0|1461800
29-JUN-2018|ALTO|EQUITY|2191870558|390|0|1479711419|0|0|381602624|4800000|316820215|41800|0|2182976058|0|7560000|0|0|36000|0|1047000|0|0|8643000
29-JUN-2018|AMAG|EQUITY|5001552516|354|0|48000|185066933|388000000|45971696|0|0|0|0|619086629|0|30390700|0|36122000|10833700|41263500|61418600|0|12894300|192922800
29-JUN-2018|AMFG|EQUITY|434000000|4950|23500|10300482|94500|0|15646400|1516100|73776|3800|0|27658558|1217100|18730200|285600|8385900|10878400|16088500|1151659|0|368083|57105442
29-JUN-2018|AMIN|EQUITY|1080000000|478|0|20688800|0|0|102747100|0|26333400|0|0|149769300|0|17438300|0|0|70672700|0|339700|0|1780000|90230700
29-JUN-2018|AMRT|EQUITY|41524501700|750|121214100|22967210310|45191000|0|2990254835|40736900|12150342|0|0|26176757487|0|5048460315|330409144|2367562554|55200|2369829571|2129785296|340000|3101302133|15347744213
29-JUN-2018|ANJT|EQUITY|3354175000|1135|161586200|95917019|0|0|81933244|100|0|0|0|339436563|5692200|0|187300|0|5499937|0|412500|0|2946500|14738437
29-JUN-2018|ANTM|EQUITY|24030764725|890|1660962885|223350375|966695979|0|1984195284|2008242739|67236130|33230375|3496200|6947409967|6733318|97786963|80430318|265369338|14841402|475259865|281470349|0|183029785|1404921338
29-JUN-2018|APEX|EQUITY|2659850000|1780|0|1917591072|0|0|53485094|0|50564698|0|0|2021640864|0|352970027|0|91409454|23845467|0|89187|0|92181329|560495464
29-JUN-2018|APIC|EQUITY|11765963114|500|832553200|8737152332|7500000|0|88776985|1555164475|142868871|0|0|11364015863|0|1|0|401947000|250|0|0|0|0|401947251
29-JUN-2018|APII|EQUITY|1075760000|151|0|0|0|0|38381400|0|0|0|0|38381400|0|0|0|19023700|54370700|0|16577200|0|146221000|236192600
29-JUN-2018|APLI|EQUITY|1500000000|102|0|202544300|0|0|557707100|0|165000|0|0|760416400|0|0|0|0|212000|0|1942000|0|0|2154000
29-JUN-2018|APLN|EQUITY|19364561700|166|947052800|5266369400|30271800|0|1334928267|81695200|296611619|6148100|11910400|7974987586|1704300|35629260|42709200|407253638|13145000|310135726|167280615|3045100|108671275|1089574114
29-JUN-2018|APOL|EQUITY|8670479000|58|0|644379260|1400000|0|748252000|1955000|1195300|512500|0|1397694060|0|294110500|0|294181500|8196200|0|13251500|0|71420000|681159700
29-JUN-2018|ARGO|EQUITY|335557450|825|45000|34150914|0|0|438650|0|83000|0|0|34717564|0|280|0|112500|11250|0|91500|0|5720|221250
29-JUN-2018|ARII|EQUITY|3000000000|1175|168777700|1098690200|1855000|0|495944400|131187500|0|0|0|1896454800|0|316448600|0|274785400|13793700|0|1511000|0|9645500|616184200
29-JUN-2018|ARMY|EQUITY|8187500000|324|280980100|130474000|0|0|2817144800|295303000|3150000|200000|0|3527251900|0|454612300|0|1035400|0|0|100400|0|0|455748100
29-JUN-2018|ARNA|EQUITY|7341430976|338|35212568|1037870220|5893123|0|3279332961|145555258|1014041|100000|0|4504978171|5000000|497727900|195967600|440974484|61406328|798681300|30345682|137770000|668579511|2836452805
29-JUN-2018|ARTA|EQUITY|446674175|276|0|34568800|0|0|402408625|0|0|0|0|436977425|0|2400000|0|250|500100|0|6796400|0|0|9696750
