Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
30-JUN-2009|AALI|EQUITY|1574745000|16850|37741500|9069216|15363100|56600|49223158|35940600|1582145|1466500|3900004|154342823|0|6131896|737500|50311853|389000|693500|750500|0|103594914|162609163
30-JUN-2009|ABBA|EQUITY|1422000000|120|0|820274992|13450458|0|49904701|0|67587243|0|0|951217394|0|0|0|0|0|0|0|0|285910000|285910000
30-JUN-2009|ABDA|EQUITY|275914080|200|32901|390415|13000|6698|13971545|0|248824|1650|0|14665033|0|4858318|0|103687800|400|0|442|0|148722914|257269874
30-JUN-2009|ACES|EQUITY|1715000000|920|28539000|1064000|3481000|0|81210500|79877500|786000|0|0|194958000|0|30900000|0|88779000|0|0|0|0|371863000|491542000
30-JUN-2009|ADES|EQUITY|589896800|630|20500|1445111|32500|778|26810836|0|1515255|0|0|29824980|0|15500|0|6464|0|0|0|0|559066856|559088820
30-JUN-2009|ADFO|EQUITY|745543638|0|10000|117894620|0|5000|58312000|0|419500|0|0|176641120|0|0|0|0|0|0|0|0|534465518|534465518
30-JUN-2009|ADHI|EQUITY|1801320000|425|41896000|58678312|93128000|0|250762000|199222000|11432900|5756000|50000|660925212|0|7250000|0|185398000|2188000|0|0|0|29931788|224767788
30-JUN-2009|ADMF|EQUITY|1000000000|3550|4312000|1671000|2500|750000000|14065000|775000|837500|0|0|771663000|0|50000|0|179000|23000|0|0|0|228424500|228676500
30-JUN-2009|ADMG|EQUITY|3889179559|100|10982000|970726417|350000|0|307591187|5290583|9091013|0|0|1304031200|0|3541000|0|6072000|1492000|0|170000|0|32484500|43759500
30-JUN-2009|ADRO|EQUITY|31985962000|1200|236662500|14464261719|164324500|0|4445556978|637387500|71709229|3688500|150000|20023740926|0|90239500|21514500|349975715|3360500|0|240000|0|11499893859|11965224074
30-JUN-2009|AGRO|EQUITY|2413061156|235|0|0|2295049363|0|971200|0|0|0|0|2296020563|0|0|0|0|0|0|0|0|0|0
30-JUN-2009|AHAP|EQUITY|500000000|76|326792512|3578536|0|0|67171849|0|713697|0|0|398256594|0|0|0|0|15195264|0|645841|0|80671443|96512548
30-JUN-2009|AIMS|EQUITY|110000000|108|0|36491500|0|0|56520500|0|1911500|0|0|94923500|0|0|0|0|1000|0|0|0|15000500|15001500
30-JUN-2009|AISA|EQUITY|1672000000|425|0|289200000|1000000|5000|478056400|0|152292500|0|0|920553900|0|0|0|0|0|0|0|0|750803100|750803100
30-JUN-2009|AKKU|EQUITY|230000000|58|0|149545000|0|0|34013500|0|27724500|0|0|211283000|0|0|0|0|11242500|0|7000000|0|474500|18717000
30-JUN-2009|AKPI|EQUITY|680000000|620|0|459101|0|0|12161654|0|25062389|0|0|37683144|0|86268057|0|1945617|68503|0|2000|0|92202338|180486515
30-JUN-2009|AKRA|EQUITY|3125400000|820|128865000|395097065|12759000|1400000|106305000|95838500|3828390|100000|0|744192955|0|1498500|0|335226500|3713500|0|4909000|0|198102945|543450445
30-JUN-2009|AKSI|EQUITY|720000000|111|0|555019500|0|0|25536500|0|700000|0|0|581256000|0|0|0|0|0|0|0|0|138744000|138744000
30-JUN-2009|ALDI|EQUITY|398260000|0|0|42500|0|100000|172312000|0|2796000|0|0|175250500|0|0|0|80000|100000|0|0|0|48500|228500
30-JUN-2009|ALFA|EQUITY|468000000|2700|0|467519950|0|0|391550|0|0|500|0|467912000|0|0|0|0|0|0|0|0|37500|37500
30-JUN-2009|ALKA|EQUITY|101533011|800|0|2254650|0|0|1397470|0|42490|0|0|3694610|0|2000|0|0|105000|0|0|0|2156900|2263900
30-JUN-2009|ALMI|EQUITY|308000000|560|0|22616500|0|0|37084000|50000|4278900|0|0|64029400|0|0|0|0|48500|0|0|0|455100|503600
30-JUN-2009|AMAG|EQUITY|1218742000|85|38427500|86599500|264410500|194000000|196879000|0|7730500|0|0|788047000|0|0|0|0|387500|0|0|0|50307500|50695000
30-JUN-2009|AMFG|EQUITY|434000000|1750|1802000|8260382|4034000|0|21679500|2492500|1542118|0|0|39810500|0|315500|0|2624500|1167500|5333500|285000|0|16392000|26118000
30-JUN-2009|AMRT|EQUITY|3431777000|385|0|228460000|0|0|145518000|0|14248000|0|0|388226000|0|0|0|102311000|0|0|0|0|1088080000|1190391000
30-JUN-2009|ANTA|EQUITY|570000000|151|10000|319873500|0|0|33948500|5310000|208912500|0|0|568054500|0|0|0|0|0|0|0|0|1958500|1958500
