Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
29-OCT-2021|AALI|EQUITY|1924688333|10725|90900548|13418745|13630153|49700|114992325|43772746|865803|4738921|4974427|287343368|1929873|5479636|7654006|19223315|1961252|34480511|26136774|208822|6372036|103446225
29-OCT-2021|ABBA|EQUITY|2755125000|505|40477700|1725361765|1390500|0|496960847|0|151243|0|0|2264342055|0|20400|0|28838200|3685800|0|1900|0|0|32546300
29-OCT-2021|ABDA|EQUITY|620806680|6950|21885|47540882|0|98|47918272|0|7500|738684|0|96227321|0|426136555|0|97403500|400|0|0|0|62|523540517
29-OCT-2021|ABMM|EQUITY|2753165000|1440|1897000|10575400|1600|0|340233400|7436200|1677500|0|300000|362121100|0|57885200|976460|19813900|591600|10351700|80|155880|153800080|243574900
29-OCT-2021|ACES|EQUITY|17150000000|1410|297786822|104259300|19638111|0|283001911|290301635|214309|7837000|243700|1003282788|19671700|470239275|1302118421|439171925|351800|2237273445|177516355|917900|1214456391|5861717212
29-OCT-2021|ACST|EQUITY|12675160000|258|0|11194138635|11525238|0|1353110297|33050000|1068|0|400|12591825638|0|150220|0|25991804|6208335|0|7894543|0|43089460|83334362
29-OCT-2021|ADES|EQUITY|589896800|2560|10000|914000|58500|350|40324077|40000|411|25000|0|41372338|0|540501713|100000|6350924|116000|0|250000|0|183397|547502034
29-OCT-2021|ADHI|EQUITY|3560849376|1050|161398237|64343166|121762384|0|1070586445|112234962|26245865|34767951|396100|1591735110|0|10124165|44080098|17489579|3424871|36216843|36615143|0|5106943|153057642
29-OCT-2021|ADMF|EQUITY|1000000000|7800|4366800|1092400|0|920700000|37205500|12870600|46|0|0|976235346|0|294531|267165|13382546|474400|810566|4224831|28500|4182115|23664654
29-OCT-2021|ADMG|EQUITY|3889179559|234|1030000|994402200|2575200|0|502877887|83|450327|0|0|1501335697|0|1644500|0|4286547|2391900|0|4836096|0|43|13159086
29-OCT-2021|ADRO|EQUITY|31985962000|1680|1606290019|15879005070|148304200|0|6818833602|1445683287|212454578|58631800|1565310|26170767866|65410361|1063778826|648380083|850625650|23726872|1476640713|334948426|67085500|1284597703|5815194134
