release,date,author,status,maturity,version,first,distribution,abstract
Mozilla-PublicSuffix-v1.0.5,2021-08-25T15:51:03,TOMHUKINS,latest,released,v1.0.5,,Mozilla-PublicSuffix,"Get a domain name's public suffix via the Mozilla Public Suffix List"
App-Whiff-0.007,2021-08-25T15:23:46,RJBS,latest,released,0.007,,App-Whiff,"find the first executable of a series of alternatives"
App-week-1.02,2021-08-25T11:23:37,UTASHIRO,cpan,released,1.02,,App-week,"colorful calendar command"
Bio-Epithelium-0.1.4,2021-08-25T11:05:21,KOBOLDWIZ,latest,released,v0.1.4,,Bio-Epithelium,"Perl extension for Biology - CS"
Bio-Epithelium-0.1.3,2021-08-25T10:47:10,KOBOLDWIZ,cpan,released,v0.1.3,,Bio-Epithelium,"Perl extension for Biology - CS"
Bio-Epithelium-0.1.2,2021-08-25T10:25:22,KOBOLDWIZ,cpan,released,v0.1.2,,Bio-Epithelium,"Perl extension for Biology - CS"
Bio-Epithelium-0.1.1,2021-08-25T10:09:52,KOBOLDWIZ,cpan,released,v0.1.1,1,Bio-Epithelium,"Perl extension for Biology - CS"
Storable-3.24_50,2021-08-25T09:06:32,NWCLARK,cpan,developer,3.24_50,,Storable,"persistence for Perl data structures"
SPVM-0.9010,2021-08-25T07:00:43,KIMOTO,cpan,released,0.9010,,SPVM,"Static Perl Virtual Machine. Fast Calculation, Fast Array Operation, and Easy C/C++ Binding."
Data-Properties-1.06,2021-08-25T06:17:31,JV,backpan,released,1.06,,Data-Properties,"persistent properties"
CeeJay-0.0.4-TRIAL,2021-08-25T03:56:03,CEEJAY,cpan,developer,0.0.4,,CeeJay,"All about me. Cee Jay"
CeeJay-0.0.3-TRIAL,2021-08-25T03:00:20,CEEJAY,cpan,developer,0.0.3,1,CeeJay,"All about me. Cee Jay"
Git-Hooks-3.1.1,2021-08-25T02:46:45,GNUSTAVO,cpan,released,3.1.1,,Git-Hooks,"Framework for implementing Git (and Gerrit) hooks"
Unisyn-Parse-20210825,2021-08-25T02:38:48,PRBRENAN,backpan,released,20210825,,Unisyn-Parse,"Parse a Unisyn expression."
Nasm-X86-20210825,2021-08-25T02:38:37,PRBRENAN,backpan,released,20210825,,Nasm-X86,"Generate X86 assembler code using Perl as a macro pre-processor."
Data-Table-Text-20210825,2021-08-25T02:38:25,PRBRENAN,cpan,released,20210825,,Data-Table-Text,"Write data in tabular text format"
Mail-Milter-Authentication-3.20210825,2021-08-25T01:09:55,MBRADSHAW,cpan,released,3.20210825,,Mail-Milter-Authentication,"A Perl Mail Authentication Milter"
Getopt-Long-Subcommand-0.104,2021-08-25T00:05:14,PERLANCAR,latest,released,0.104,,Getopt-Long-Subcommand,"Process command-line options, with subcommands and completion"
App-sdview-0.04,2021-08-24T23:41:54,PEVANS,latest,released,0.04,,App-sdview,"a terminal document viewer for POD and other syntaxes"
Device-AVR-UPDI-0.10,2021-08-24T23:26:29,PEVANS,latest,released,0.10,,Device-AVR-UPDI,"interact with an AVR microcontroller over UPDI"
Config-XrmDatabase-0.03,2021-08-24T21:21:11,DJERIUS,cpan,released,0.03,,Config-XrmDatabase,"Pure Perl X Resource Manager Database"
XML-Grammar-Fiction-0.26.1,2021-08-24T18:29:39,SHLOMIF,latest,released,0.26.1,,XML-Grammar-Fiction,"CPAN distribution implementing an XML grammar and a lightweight markup language for stories, novels and other fiction."
Locale-Object-0.82,2021-08-24T17:07:02,JROBINSON,latest,released,0.82,,Locale-Object,"An object-oriented representation of locale information."
Log-ger-Layout-Pattern-0.008,2021-08-24T16:56:33,PERLANCAR,latest,released,0.008,,Log-ger-Layout-Pattern,"Pattern layout"
Log-ger-App-0.020,2021-08-24T16:56:22,PERLANCAR,cpan,released,0.020,,Log-ger-App,"An easy way to use Log::ger in applications"
Log-ger-App-0.019,2021-08-24T16:56:11,PERLANCAR,backpan,released,0.019,,Log-ger-App,"An easy way to use Log::ger in applications"
Net-SNMP-Mixin-ArubaCX-Dot1qFdb-0.01,2021-08-24T16:05:25,GAISSMAI,cpan,released,0.01,1,Net-SNMP-Mixin-ArubaCX-Dot1qFdb,"mixin class for ArubaCX switch forwarding databases"
Alien-libvterm-0.01,2021-08-24T15:20:58,PEVANS,latest,released,0.01,1,Alien-libvterm,"Alien wrapping for libvterm"
Net-Z3950-FOLIO-v2.4.0,2021-08-24T15:16:26,MIRK,latest,released,v2.4.0,,Net-Z3950-FOLIO,"Z39.50 server for FOLIO bibliographic data"
Net-Magallanes-0.02,2021-08-24T14:44:36,HUGUEI,latest,released,0.02,,Net-Magallanes,"encapsulation of API calls to RIPE Atlas project."
Getopt-EX-Hashed-0.9917,2021-08-24T13:57:38,UTASHIRO,cpan,released,0.9917,,Getopt-EX-Hashed,"Hash store object automation"
MooseX-Traits-SetScalarByRef-0.03,2021-08-24T13:53:18,ASB,latest,released,0.03,,MooseX-Traits-SetScalarByRef,"Wrap a ScalarRef attribute's accessors to re-use a reference"
Digest-1.20,2021-08-24T13:51:51,TODDR,latest,released,1.20,,Digest,"Modules that calculate message digests"
App-DBBrowser-2.280,2021-08-24T13:45:46,KUERBIS,cpan,released,2.280,,App-DBBrowser,"Browse SQLite/MySQL/PostgreSQL databases and their tables interactively."
Term-TablePrint-0.142,2021-08-24T13:44:19,KUERBIS,cpan,released,0.142,,Term-TablePrint,"Print a table to the terminal and browse it interactively."
Term-Form-0.538,2021-08-24T13:44:08,KUERBIS,latest,released,0.538,,Term-Form,"Read lines from STDIN."
Term-Choose-Util-0.130,2021-08-24T13:43:57,KUERBIS,cpan,released,0.130,,Term-Choose-Util,"TUI-related functions for selecting directories, files, numbers and subsets of lists."
Term-Choose-1.736,2021-08-24T13:43:46,KUERBIS,backpan,released,1.736,,Term-Choose,"Choose items from a list interactively."
Future-IO-Impl-UV-0.02,2021-08-24T13:19:20,PEVANS,latest,released,0.02,,Future-IO-Impl-UV,"implement Future::IO using UV"
Future-IO-Impl-Tickit-0.01,2021-08-24T13:19:09,PEVANS,latest,released,0.01,1,Future-IO-Impl-Tickit,"implement Future::IO with Tickit"
Future-IO-Impl-Glib-0.02,2021-08-24T13:18:57,PEVANS,latest,released,0.02,,Future-IO-Impl-Glib,"implement Future::IO using Glib"
Future-IO-0.09,2021-08-24T13:18:46,PEVANS,cpan,released,0.09,,Future-IO,"Future-returning IO methods"
SNMP-Info-3.74,2021-08-24T11:34:09,OLIVER,cpan,released,3.74,,SNMP-Info,"OO Interface to Network devices and MIBs through SNMP"
AI-Perceptron-Simple-1.01,2021-08-24T10:11:53,ELLEDNERA,backpan,released,1.01,,AI-Perceptron-Simple,"A Newbie Friendly Module to Create, Train, Validate and Test Perceptrons / Neurons"
CallBackery-0.39.0,2021-08-24T09:59:21,OETIKER,cpan,released,v0.39.0,,CallBackery,"CallBackery is a Mojolicious+Qoodoo Framework for building Web Applications"
App-achart-0.01,2021-08-24T07:18:56,JHTHORSEN,latest,released,0.01,1,App-achart,"A program to print ASCII charts in the terminal"
XML-Grammar-Fiction-0.26.0,2021-08-24T06:07:10,SHLOMIF,cpan,released,0.26.0,,XML-Grammar-Fiction,"CPAN distribution implementing an XML grammar and a lightweight markup language for stories, novels and other fiction."
Dist-Zilla-Plugin-CopyrightYearFromGit-0.009,2021-08-24T03:34:12,PERLANCAR,latest,released,0.009,,Dist-Zilla-Plugin-CopyrightYearFromGit,"Set copyright year from git"
Dist-Zilla-Plugin-CopyrightYearFromGit-0.008,2021-08-24T03:22:28,PERLANCAR,backpan,released,0.008,,Dist-Zilla-Plugin-CopyrightYearFromGit,"Set copyright year from git"
Getopt-EX-Hashed-0.9916,2021-08-24T03:13:20,UTASHIRO,cpan,released,0.9916,,Getopt-EX-Hashed,"Hash store object automation"
Dist-Zilla-Plugin-CopyrightYearFromGit-0.007,2021-08-24T02:56:36,PERLANCAR,backpan,released,0.007,,Dist-Zilla-Plugin-CopyrightYearFromGit,"Set copyright year from git"
App-ModuleFeaturesUtils-0.004,2021-08-24T00:05:57,PERLANCAR,cpan,released,0.004,,App-ModuleFeaturesUtils,"CLI Utilities related to Module::Features"
Data-TableReader-Decoder-HTML-0.012,2021-08-23T20:45:07,NERDVANA,latest,released,0.012,,Data-TableReader-Decoder-HTML,"HTML support for Data::TableReader"
Test-BDD-Cucumber-0.82,2021-08-23T20:36:32,EHUELS,latest,released,0.82,,Test-BDD-Cucumber,"Feature-complete Cucumber-style testing in Perl"
App-Music-ChordPro-5.981,2021-08-23T19:36:38,JV,backpan,released,5.981,,App-Music-ChordPro,"A lyrics and chords formatting program"
Google-RestApi-0.8,2021-08-23T17:11:10,MVSJES,latest,released,0.8,,Google-RestApi,"Connection to Google REST APIs (currently Drive and Sheets)."
Perl7-Handy-0.10,2021-08-23T16:16:39,INA,cpan,released,0.10,,Perl7-Handy,"Handy Perl7 scripting environment on Perl5"
Lab-Measurement-3.771,2021-08-23T14:59:37,AKHUETTEL,cpan,released,3.771,,Lab-Measurement,"Test and measure with Perl"
Catalyst-Helper-View-Bootstrap-0.0051,2021-08-23T14:06:16,FERZ,latest,released,0.0051,,Catalyst-Helper-View-Bootstrap,"Helper for Twitter Bootstrap 5 and TT view which builds a skeleton web site"
Metabolomics-Fragment-Annotation-0.6.4,2021-08-23T14:02:17,GIACOMONI,cpan,released,v0.6.4,,Metabolomics-Fragment-Annotation,"Perl extension for fragment annotation in metabolomics "
URL-Normalize-0.43,2021-08-23T13:50:39,TOREAU,latest,released,0.43,,URL-Normalize,"Normalize/optimize URLs."
URL-Normalize-0.42,2021-08-23T13:47:49,TOREAU,cpan,released,0.42,,URL-Normalize,"Normalize/optimize URLs."
URL-Normalize-0.41,2021-08-23T13:39:57,TOREAU,cpan,released,0.41,,URL-Normalize,"Normalize/optimize URLs."
URL-Normalize-0.40,2021-08-23T13:35:53,TOREAU,cpan,released,0.40,,URL-Normalize,"Normalize/optimize URLs."
Net-Google-Spreadsheets-V4-0.003,2021-08-23T12:24:58,HIROSE,latest,released,0.003,,Net-Google-Spreadsheets-V4,"Google Sheets API v4 client"
Regexp-Pattern-Email-0.002,2021-08-23T11:36:40,PERLANCAR,latest,released,0.002,,Regexp-Pattern-Email,"Regexp patterns related to email"
Dist-Zilla-Plugin-Test-Perl-Critic-Subset-3.001.006,2021-08-23T11:26:12,PERLANCAR,latest,released,3.001.006,,Dist-Zilla-Plugin-Test-Perl-Critic-Subset,"Tests to check your code against best practices"
Locale-Utils-Autotranslator-1.011,2021-08-23T11:15:44,STEFFENW,backpan,released,1.011,,Locale-Utils-Autotranslator,"Locale::Utils::Autotranslator - Interface for machine translation"
AI-Perceptron-Simple-1.00,2021-08-23T10:44:55,ELLEDNERA,backpan,released,1.00,1,AI-Perceptron-Simple,"A Newbie Friendly Module to Create, Train, Validate and Test Perceptrons / Neurons"
App-DataDirUtils-0.003,2021-08-23T10:19:21,PERLANCAR,latest,released,0.003,,App-DataDirUtils,"(DEPRECATED) CLI utilities related to datadirs"
Lemonldap-NG-Portal-2.0.13,2021-08-23T07:09:56,COUDOT,latest,released,v2.0.13,,Lemonldap-NG-Portal,"The authentication portal part of Lemonldap::NG Web-SSO system."
Lemonldap-NG-Manager-2.0.13,2021-08-23T07:09:44,COUDOT,latest,released,v2.0.13,,Lemonldap-NG-Manager,"Perl extension for managing Lemonldap::NG Web-SSO system."
Lemonldap-NG-Handler-2.0.13,2021-08-23T07:09:33,COUDOT,latest,released,v2.0.13,,Lemonldap-NG-Handler,"The Apache protection module part of Lemonldap::NG Web-SSO system."
Lemonldap-NG-Common-2.0.13,2021-08-23T07:09:22,COUDOT,latest,released,v2.0.13,,Lemonldap-NG-Common,"Common files for Lemonldap::NG infrastructure"
App-TaggedDirUtils-0.001,2021-08-23T06:47:34,PERLANCAR,latest,released,0.001,1,App-TaggedDirUtils,"CLI utilities related to tagged directories"
App-ansicolumn-1.12,2021-08-23T05:44:08,UTASHIRO,cpan,released,1.12,,App-ansicolumn,"ANSI sequence aware column command"
Markdown-Parser-v0.1.0,2021-08-23T05:30:30,JDEGUEST,latest,released,v0.1.0,1,Markdown-Parser,"Markdown Parser Only"
Catalyst-Helper-View-Bootstrap-0.0041,2021-08-23T04:42:17,FERZ,cpan,released,0.0041,,Catalyst-Helper-View-Bootstrap,"Helper for Twitter Bootstrap and TT view which builds a skeleton web site"
Perl7-Handy-0.09,2021-08-23T03:59:06,INA,cpan,released,0.09,,Perl7-Handy,"Handy Perl7 scripting environment on Perl5"
App-DataDirUtils-0.002,2021-08-23T03:46:06,PERLANCAR,backpan,released,0.002,,App-DataDirUtils,"CLI utilities related to datadirs"
App-DataDirUtils-0.001,2021-08-23T03:39:27,PERLANCAR,backpan,released,0.001,1,App-DataDirUtils,"CLI utilities related to datadirs"
Regexp-Common-Markdown-v0.1.5,2021-08-23T03:03:50,JDEGUEST,latest,released,v0.1.5,,Regexp-Common-Markdown,"Markdown Common Regular Expressions"
Acme-CPANModules-CPANModules-API-0.002,2021-08-23T00:05:24,PERLANCAR,latest,released,0.002,,Acme-CPANModules-CPANModules-API,"Acme::CPANModules modules relating to API"
App-Netdisco-2.049001,2021-08-22T19:32:21,OLIVER,cpan,released,2.049001,,App-Netdisco,"An open source web-based network management tool."
POE-Component-Curl-Multi-0.22,2021-08-22T18:16:19,BINGOS,latest,released,0.22,,POE-Component-Curl-Multi,"a fast HTTP POE component"
POE-Component-Curl-Multi-0.20,2021-08-22T18:00:48,BINGOS,cpan,released,0.20,,POE-Component-Curl-Multi,"a fast HTTP POE component"
PDL-NetCDF-4.22,2021-08-22T15:00:08,ETJ,latest,released,4.22,,PDL-NetCDF,"Object-oriented interface between NetCDF files and PDL objects."
Getopt-EX-Hashed-0.9915,2021-08-22T14:51:00,UTASHIRO,cpan,released,0.9915,,Getopt-EX-Hashed,"Hash store object automation"
DB-Object-v0.9.15,2021-08-22T13:55:04,JDEGUEST,cpan,released,v0.9.15,,DB-Object,"A SQL Database object abstraction class"
App-Netdisco-2.049000,2021-08-22T13:29:25,OLIVER,cpan,released,2.049000,,App-Netdisco,"An open source web-based network management tool."
Prima-1.62_2,2021-08-22T09:08:10,KARASIK,cpan,developer,1.62_2,,Prima,"a perl graphic toolkit"
Perinci-CmdLine-POD-0.024,2021-08-22T04:18:59,PERLANCAR,latest,released,0.024,,Perinci-CmdLine-POD,"Generate POD for Perinci::CmdLine-based CLI script"
App-dateseq-0.103,2021-08-22T04:18:48,PERLANCAR,latest,released,0.103,,App-dateseq,"Generate a sequence of dates"
Sort-SubBundle-PERLANCAR-0.090,2021-08-22T04:04:26,PERLANCAR,latest,released,0.090,,Sort-SubBundle-PERLANCAR,"PERLANCAR's Sort::Sub subroutines"
Slack-Notify-0.004,2021-08-22T02:39:39,ROBN,latest,released,0.004,,Slack-Notify,"Trigger Slack incoming webhooks"
Image-Base-Magick-6,2021-08-22T02:21:40,KRYDE,cpan,released,6,,Image-Base-Magick,"Image::Base on files using ImageMagick."
HTTP-Tiny-Plugin-NewestFirefox-0.001,2021-08-22T00:06:20,PERLANCAR,latest,released,0.001,1,HTTP-Tiny-Plugin-NewestFirefox,"Set User-Agent to newest Firefox"
Test-Compile-v3.0.1,2021-08-21T23:43:17,EGILES,latest,released,v3.0.1,,Test-Compile,"Assert that your Perl files compile OK."
Data-Validate-Domain-0.15,2021-08-21T18:21:09,DROLSKY,latest,released,0.15,,Data-Validate-Domain,"Domain and host name validation"
Finance-IG-0.102,2021-08-21T18:00:35,MARKWIN,latest,released,0.102,,Finance-IG,"- Module for doing useful stuff with IG Markets REST API."
Markdown-Compiler-0.001,2021-08-21T16:28:51,SYMKAT,latest,released,0.001,1,Markdown-Compiler,"Perl Markdown Compiler"
Devel-Git-MultiBisect-0.15,2021-08-21T16:14:15,JKEENAN,backpan,released,0.15,,Devel-Git-MultiBisect,"Study test output over a range of git commits"
Prima-1.62_1,2021-08-21T16:12:49,KARASIK,cpan,developer,1.62_1,,Prima,"a perl graphic toolkit"
oCLI-0.001,2021-08-21T16:01:56,SYMKAT,latest,released,0.001,1,oCLI,"Opinionated Command Line Interface"
OSPF-LSDB-1.13,2021-08-21T12:24:17,BLUHM,latest,released,1.13,,OSPF-LSDB,"class containing OSPF link state database"
CPANPLUS-0.9912,2021-08-21T11:29:12,BINGOS,latest,released,0.9912,,CPANPLUS,"Ameliorated interface to the CPAN"
Unicode-Collate-1.31,2021-08-21T11:19:36,SADAHIRO,latest,released,1.31,,Unicode-Collate,"Unicode Collation Algorithm"
CPAN-Perl-Releases-5.20210821,2021-08-21T10:02:20,BINGOS,cpan,released,5.20210821,,CPAN-Perl-Releases,"Mapping Perl releases on CPAN to the location of the tarballs"
Module-CoreList-5.20210820,2021-08-21T09:58:02,BINGOS,cpan,released,5.20210820,,Module-CoreList,"what modules shipped with versions of perl"
Perl7-Handy-0.08,2021-08-21T05:35:11,INA,cpan,released,0.08,,Perl7-Handy,"Handy Perl7 scripting environment on Perl5"
Module-Generic-v0.15.8,2021-08-21T05:16:04,JDEGUEST,latest,released,v0.15.8,,Module-Generic,"Generic Module to inherit from"
Module-Generic-v0.15.7,2021-08-21T04:54:29,JDEGUEST,cpan,released,v0.15.7,,Module-Generic,"Generic Module to inherit from"
App-git-ship-0.37,2021-08-21T04:15:00,JHTHORSEN,latest,released,0.37,,App-git-ship,"Git command for shipping your project"
perl-5.35.3,2021-08-21T03:17:40,ETHER,cpan,developer,5.035003,,perl,"The Perl 5 language interpreter"
Pod-Weaver-Plugin-Acme-CPANModules-0.012,2021-08-21T02:21:46,PERLANCAR,latest,released,0.012,,Pod-Weaver-Plugin-Acme-CPANModules,"Plugin to use when building Acme::CPANModules::* distribution"
Acme-CPANModules-PortedFrom-PHP-0.003,2021-08-21T01:06:58,PERLANCAR,latest,released,0.003,,Acme-CPANModules-PortedFrom-PHP,"Modules/applications that are ported from (or inspired by) PHP libraries"
Test-Compile-v3.0.0,2021-08-20T22:32:46,EGILES,cpan,released,v3.0.0,,Test-Compile,"Assert that your Perl files compile OK."
RT-Extension-JSGantt-1.07,2021-08-20T21:44:32,BPS,latest,released,1.07,,RT-Extension-JSGantt,"Gantt charts for your tickets"
Test2-Harness-UI-0.000077,2021-08-20T21:12:07,EXODIST,cpan,released,0.000077,,Test2-Harness-UI,"Web interface for viewing and inspecting yath test logs"
Config-XrmDatabase-0.02,2021-08-20T19:56:00,DJERIUS,cpan,released,0.02,,Config-XrmDatabase,"Pure Perl X Resource Manager Database"
URI-Fast-0.52,2021-08-20T19:37:54,JEFFOBER,cpan,released,0.52,,URI-Fast,"A fast(er) URI parser"
Test2-Harness-UI-0.000076,2021-08-20T17:28:27,EXODIST,cpan,released,0.000076,,Test2-Harness-UI,"Web interface for viewing and inspecting yath test logs"
Music-Beets-Info-0.004,2021-08-20T15:30:21,WOLDRICH,cpan,released,0.004,,Music-Beets-Info,"Import data from Beets database into a perl data structure"
CallBackery-0.38.19,2021-08-20T14:00:55,OETIKER,cpan,released,v0.38.19,,CallBackery,"CallBackery is a Mojolicious+Qoodoo Framework for building Web Applications"
Pod-Coverage-TrustMe-0.002000,2021-08-20T13:57:58,HAARG,latest,released,0.002000,,Pod-Coverage-TrustMe,"Pod::Coverage but more powerful"
Mojolicious-Plugin-LinkedContent-v9-0.10,2021-08-20T13:52:38,EBRUNI,latest,released,0.10,,Mojolicious-Plugin-LinkedContent-v9,"manage linked css and js"
DNS-NIOS-0.001,2021-08-20T13:30:54,SSMN,cpan,released,0.001,1,DNS-NIOS,"Perl binding for NIOS"
Script-Singleton-0.03,2021-08-20T12:26:15,STEVEB,latest,released,0.03,,Script-Singleton,"Ensure only a single instance of a script can run"
Locale-Utils-Autotranslator-1.010,2021-08-20T12:14:29,STEFFENW,backpan,released,1.010,,Locale-Utils-Autotranslator,"Locale::Utils::Autotranslator - Interface for machine translation"
Locale-Utils-Autotranslator-1.009,2021-08-20T11:58:57,STEFFENW,backpan,released,1.009,,Locale-Utils-Autotranslator,"Locale::Utils::Autotranslator - Interface for machine translation"
Syntax-Keyword-Match-0.07,2021-08-20T11:18:57,PEVANS,cpan,released,0.07,,Syntax-Keyword-Match,"a match/case syntax for perl"
Time-Zone-Olson-0.40,2021-08-20T07:43:47,DDICK,backpan,released,0.40,,Time-Zone-Olson,"Provides an Olson timezone database interface"
CPANPLUS-Dist-Debora-0.003,2021-08-20T06:59:01,VOEGELAS,latest,released,0.003,,CPANPLUS-Dist-Debora,"Create Debian or RPM packages from Perl modules"
Acme-CPANModules-Sudoku-0.006,2021-08-20T03:57:04,PERLANCAR,latest,released,0.006,,Acme-CPANModules-Sudoku,"Sudoku-related modules on CPAN"
Time-Zone-Olson-0.39,2021-08-20T00:53:44,DDICK,backpan,released,0.39,,Time-Zone-Olson,"Provides an Olson timezone database interface"
Keyword-Declare-0.001018,2021-08-19T21:38:39,DCONWAY,latest,released,0.001018,,Keyword-Declare,"Declare new Perl keywords...via a keyword...named keyword"
Config-XrmDatabase-0.01,2021-08-19T19:15:48,DJERIUS,cpan,released,0.01,1,Config-XrmDatabase,"Pure Perl X Resource Manager Database"
Getopt-EX-Hashed-0.9914,2021-08-19T16:45:59,UTASHIRO,cpan,released,0.9914,,Getopt-EX-Hashed,"Hash store object automation"
Tickit-Async-0.25,2021-08-19T16:02:48,PEVANS,latest,released,0.25,,Tickit-Async,"use Tickit with IO::Async"
mb-Encode-0.02,2021-08-19T13:41:16,INA,cpan,released,0.02,,mb-Encode,"provides MBCS encoder and decoder"
CPANPLUS-Dist-Debora-0.002,2021-08-19T13:31:32,VOEGELAS,backpan,released,0.002,,CPANPLUS-Dist-Debora,"Create Debian or RPM packages from Perl modules"
uHTML-1.06,2021-08-19T13:30:05,OKELLO,latest,released,1.06,,uHTML,"User specific extension of HTML code"
Mojolicious-Plugin-LinkedContent-v9-0.09,2021-08-19T13:13:22,EBRUNI,cpan,released,0.09,1,Mojolicious-Plugin-LinkedContent-v9,"manage linked css and js"
Perl7-Handy-0.07,2021-08-19T06:58:32,INA,cpan,released,0.07,,Perl7-Handy,"Handy Perl7 scripting environment on Perl5"
Excel-ValueReader-XLSX-1.03,2021-08-19T06:03:50,DAMI,cpan,released,1.03,,Excel-ValueReader-XLSX,"extracting values from Excel workbooks in XLSX format, fast"
Acme-CPANModules-PortedFrom-Java-0.003,2021-08-19T00:06:17,PERLANCAR,latest,released,0.003,,Acme-CPANModules-PortedFrom-Java,"Modules/applications that are ported from (or inspired by) Java"
App-Easer-0.004,2021-08-18T21:49:29,POLETTIX,cpan,released,0.004,,App-Easer,"Simplify writing (hierarchical) CLI applications"
OSPF-LSDB-1.12,2021-08-18T21:48:02,BLUHM,cpan,released,1.12,,OSPF-LSDB,"class containing OSPF link state database"
Template-Perlish-1.56,2021-08-18T21:41:26,POLETTIX,latest,released,1.56,,Template-Perlish,"Yet Another Templating system for Perl"
GFX-Enhancer-0.1.17,2021-08-18T20:08:53,KOBOLDWIZ,latest,released,v0.1.17,,GFX-Enhancer,"Perl extension for enhancing scanned in images"
Rex-Hook-File-Diff-v0.4.0,2021-08-18T18:17:21,FERKI,latest,released,v0.4.0,,Rex-Hook-File-Diff,"show diff of changes for files managed by Rex"
Excel-ValueReader-XLSX-1.02,2021-08-18T18:14:21,DAMI,backpan,released,1.02,,Excel-ValueReader-XLSX,"extracting values from Excel workbooks in XLSX format, fast"
Script-Singleton-0.02,2021-08-18T17:10:56,STEVEB,cpan,released,0.02,,Script-Singleton,"Ensure only a single instance of a script can run"
Regexp-Pattern-License-v3.9.3,2021-08-18T16:36:31,JONASS,latest,released,v3.9.3,,Regexp-Pattern-License,"regular expressions for legal licenses"
App-RouterColorizer-1.212302,2021-08-18T15:50:50,JMASLAK,latest,released,1.212302,,App-RouterColorizer,"Colorize router CLI output"
Catmandu-AlephX-1.073,2021-08-18T14:06:14,NJFRANCK,latest,released,1.073,,Catmandu-AlephX,"turns baubles into trinkets"
Minion-Backend-Redis-0.003,2021-08-18T13:29:22,DFUG,latest,released,0.003,,Minion-Backend-Redis,"Redis backend for Minion job queue"
URI-tel-v0.801.1,2021-08-18T13:12:39,JDEGUEST,latest,released,v0.801.1,,URI-tel,"Implementation of rfc3966 for tel URI"
URI-tel-v0.801.0,2021-08-18T12:44:20,JDEGUEST,cpan,released,v0.801.0,,URI-tel,"Implementation of rfc3966 for tel URI"
ClearPress-v2021.1.5,2021-08-18T11:47:45,RPETTETT,latest,released,v2021.1.5,,ClearPress,"ClearPress - Simple, fresh & fruity MVC framework"
Time-Zone-Olson-0.39_06,2021-08-18T11:42:29,DDICK,backpan,developer,0.39_06,,Time-Zone-Olson,"Provides an Olson timezone database interface"
Tickit-0.72,2021-08-18T11:38:55,PEVANS,latest,released,0.72,,Tickit,"Terminal Interface Construction KIT"
Alien-libtickit-0.12,2021-08-18T09:57:28,PEVANS,latest,released,0.12,,Alien-libtickit,"Alien wrapping for libtickit"
Data-Table-Text-20210820,2021-08-18T09:38:14,PRBRENAN,cpan,released,20210820,,Data-Table-Text,"Write data in tabular text format"
Data-Table-Text-20210819,2021-08-18T09:21:33,PRBRENAN,cpan,released,20210819,,Data-Table-Text,"Write data in tabular text format"
App-Licensecheck-v3.2.11,2021-08-18T09:14:56,JONASS,cpan,released,v3.2.11,,App-Licensecheck,"simple license checker for source files"
Data-Table-Text-20210818,2021-08-18T09:10:28,PRBRENAN,cpan,released,20210818,,Data-Table-Text,"Write data in tabular text format"
Getopt-EX-Hashed-0.9913,2021-08-18T08:49:59,UTASHIRO,cpan,released,0.9913,,Getopt-EX-Hashed,"Hash store object automation"
Unisyn-Parse-20210818,2021-08-18T08:38:14,PRBRENAN,cpan,released,20210818,,Unisyn-Parse,"Parse a Unisyn expression."
Nasm-X86-20210818,2021-08-18T08:38:03,PRBRENAN,backpan,released,20210818,,Nasm-X86,"Generate X86 assembler code using Perl as a macro pre-processor."
Net-Whois-Raw-2.99032,2021-08-18T07:20:38,NALOBIN,latest,released,2.99032,,Net-Whois-Raw,"Get Whois information of domains and IP addresses."
Proc-ProcessTable-0.611,2021-08-18T06:57:20,JWB,cpan,released,0.611,,Proc-ProcessTable,"Perl extension to access the unix process table"
App-RouterColorizer-1.212301,2021-08-18T03:12:34,JMASLAK,cpan,released,1.212301,,App-RouterColorizer,"Colorize router CLI output"
Module-Generic-v0.15.6,2021-08-18T03:09:51,JDEGUEST,cpan,released,v0.15.6,,Module-Generic,"Generic Module to inherit from"
Number-MuPhone-1.02-TRIAL,2021-08-18T01:26:12,CHOLLOWAY,cpan,developer,1.02,,Number-MuPhone,"parsing and displaying phone numbers in pure Perl"
DB-Object-v0.9.14,2021-08-18T01:04:17,JDEGUEST,cpan,released,v0.9.14,,DB-Object,"A SQL Database object abstraction class"
Number-MuPhone-1.01-TRIAL,2021-08-18T01:00:16,CHOLLOWAY,cpan,developer,1.01,,Number-MuPhone,"parsing and displaying phone numbers in pure Perl"
Alien-libtickit-0.11,2021-08-18T00:29:42,PEVANS,backpan,released,0.11,,Alien-libtickit,"Alien wrapping for libtickit"
App-RouterColorizer-1.212300,2021-08-18T00:29:31,JMASLAK,cpan,released,1.212300,1,App-RouterColorizer,"Colorize router CLI output"
Acme-CPANModules-PortedFrom-Go-0.002,2021-08-18T00:05:10,PERLANCAR,latest,released,0.002,,Acme-CPANModules-PortedFrom-Go,"Modules/applications that are ported from (or inspired by) Go"
Proc-ProcessTable-0.61,2021-08-17T22:50:12,JWB,cpan,released,0.61,,Proc-ProcessTable,"Perl extension to access the unix process table"
App-Licensecheck-v3.2.10,2021-08-17T22:41:04,JONASS,cpan,released,v3.2.10,,App-Licensecheck,"simple license checker for source files"
String-Copyright-0.003008,2021-08-17T22:33:13,JONASS,cpan,released,0.003008,,String-Copyright,"representation of text-based copyright statements"
