release,date,author,status,maturity,version,first,distribution,abstract
PDL-Graphics-PLplot-0.78,2021-09-20T12:54:56,ETJ,latest,released,0.78,,PDL-Graphics-PLplot,"Object-oriented interface from perl/PDL to the PLPLOT plotting library"
Math-GMP-2.22,2021-09-20T12:50:50,SHLOMIF,latest,released,2.22,,Math-GMP,"High speed arbitrary size integer math"
Perl-Critic-TooMuchCode-0.17,2021-09-20T11:49:27,GUGOD,latest,released,0.17,,Perl-Critic-TooMuchCode,"perlcritic add-ons that generally check for dead code."
Mojo-Leds-1.09,2021-09-20T10:35:44,EBRUNI,cpan,released,1.09,,Mojo-Leds,"Leds aka Light Environment (emi) for Development System based on Mojolicious"
App-Rakubrew-21,2021-09-20T08:12:10,PATRICKB,latest,released,21,,App-Rakubrew,"Raku environment manager"
App-GhostWork-0.01,2021-09-20T04:41:19,INA,cpan,released,0.01,1,App-GhostWork,"Barcode Logger(When,Where,Who,What,toWhich,Why)"
WordLists-EN-Noun-0.002,2021-09-20T00:06:03,PERLANCAR,backpan,released,0.002,,WordLists-EN-Noun,"Collection of English nouns"
Devel-NYTProf-6.11,2021-09-19T21:10:30,JKEENAN,latest,released,6.11,,Devel-NYTProf,"Powerful fast feature-rich Perl source code profiler"
Number-Phone-3.8000,2021-09-19T20:07:07,DCANTRELL,cpan,released,3.8000,,Number-Phone,"base class for Number::Phone::* modules"
PDL-VectorValued-1.0.12,2021-09-19T19:15:02,MOOCOW,backpan,released,v1.0.12,,PDL-VectorValued,"Assorted utilities for vector-valued PDLs"
Git-CPAN-Patch-2.4.0,2021-09-19T16:42:51,YANICK,latest,released,2.4.0,,Git-CPAN-Patch,"Patch CPAN modules using Git"
Asm-X86-0.62,2021-09-19T14:02:28,BOGDRO,latest,released,0.62,,Asm-X86,"List of instructions and registers of x86-compatible processors, validating and converting instructions and memory references."
App-Cme-1.033,2021-09-19T13:34:47,DDUMONT,latest,released,1.033,,App-Cme,"Configuration data checker or editor based on Config::Model"
Chess-Plisco-0.1,2021-09-19T13:07:39,GUIDO,cpan,released,0.1,1,Chess-Plisco,"Representation of a chess position with move generator, legality checker etc."
App-gimpgitbuild-0.30.0,2021-09-19T12:45:38,SHLOMIF,latest,released,0.30.0,,App-gimpgitbuild,"gimp build"
Test-Prereq-Meta-0.002_01,2021-09-19T12:02:33,WYANT,cpan,developer,0.002_01,,Test-Prereq-Meta,"Test distribution prerequisites against meta data."
UnRTF-0.003,2021-09-19T10:45:16,JOENIO,latest,released,0.003,,UnRTF,"A Perl wrapper around unrtf tool"
Text-Minify-XS-v0.5.0,2021-09-19T10:31:07,RRWO,latest,released,v0.5.0,,Text-Minify-XS,"Simple text minification"
UnRTF-0.002,2021-09-19T10:30:49,JOENIO,cpan,released,0.002,,UnRTF,"A Perl wrapper around unrtf tool"
Mojolicious-Plugin-Text-Minify-v0.2.1,2021-09-19T10:29:22,RRWO,latest,released,v0.2.1,,Mojolicious-Plugin-Text-Minify,"remove HTML indentation on the fly"
Plack-Middleware-Text-Minify-v0.2.1,2021-09-19T10:26:33,RRWO,latest,released,v0.2.1,,Plack-Middleware-Text-Minify,"minify text responses on the fly"
mb-JSON-0.02,2021-09-19T01:26:40,INA,latest,released,0.02,,mb-JSON,"a simple JSON parser for multibyte string"
WordLists-EN-Noun-0.001,2021-09-19T00:05:33,PERLANCAR,backpan,released,0.001,1,WordLists-EN-Noun,"Collection of English nouns"
JSON-Schema-Modern-0.518,2021-09-18T22:03:24,ETHER,cpan,released,0.518,,JSON-Schema-Modern,"Validate data against a schema"
Game-FaceGenerator-1,2021-09-18T22:00:32,SCHROEDER,latest,released,1,1,Game-FaceGenerator,"a web app to combina random images into faces"
App-japerl-0.14,2021-09-18T18:20:37,INA,latest,released,0.14,,App-japerl,"JPerl-again Perl glocalization scripting environment"
Unisyn-Parse-20210918,2021-09-18T15:11:06,PRBRENAN,cpan,released,20210918,,Unisyn-Parse,"Parse a Unisyn expression."
Nasm-X86-20210918,2021-09-18T15:10:55,PRBRENAN,cpan,released,20210918,,Nasm-X86,"Generate X86 assembler code using Perl as a macro pre-processor."
Data-Table-Text-20210915,2021-09-18T15:10:44,PRBRENAN,latest,released,20210915,,Data-Table-Text,"Write data in tabular text format"
App-dumpbin-0.02,2021-09-18T14:40:11,SANKO,latest,released,0.02,,App-dumpbin,"It's a PE Parser!"
Form-Tiny-2.02,2021-09-18T14:24:56,BRTASTIC,latest,released,2.02,,Form-Tiny,"Input validator implementation centered around Type::Tiny"
Zonemaster-Engine-v4.2.3,2021-09-18T14:05:14,ZNMSTR,latest,released,4.002003,,Zonemaster-Engine,"A tool to check the quality of a DNS zone"
Zonemaster-Backend-7.0.0,2021-09-18T14:05:03,ZNMSTR,latest,released,7.0.0,,Zonemaster-Backend,"A system for running Zonemaster tests asynchronously through an RPC-API"
Text-Minify-XS-v0.4.10-TRIAL,2021-09-18T12:55:30,RRWO,backpan,developer,v0.4.10,,Text-Minify-XS,"Simple text minification"
Sub-Meta-0.14,2021-09-18T11:47:46,KFLY,latest,released,0.14,,Sub-Meta,"handle subroutine meta information"
Tk-Markdown-0.06,2021-09-18T10:49:29,ASB,latest,released,0.06,,Tk-Markdown,"display Markdown in a Text"
Alien-PortMidi-0.03-TRIAL,2021-09-18T10:46:43,JBARRETT,cpan,developer,0.03,,Alien-PortMidi,"Install the Mixxx fork of PortMidi"
Alien-RtMidi-0.04,2021-09-18T10:35:05,JBARRETT,latest,released,0.04,,Alien-RtMidi,"Install RtMidi"
mb-JSON-0.01,2021-09-18T05:53:37,INA,cpan,released,0.01,1,mb-JSON,"a simple JSON parser for multibyte string"
SPVM-0.9013,2021-09-18T03:07:32,KIMOTO,cpan,released,0.9013,,SPVM,"Static Perl Virtual Machine. Fast Calculation, Fast Array Operation, and Easy C/C++ Binding."
Bencher-Scenario-SamplingFromList-0.002,2021-09-18T00:24:32,PERLANCAR,latest,released,0.002,,Bencher-Scenario-SamplingFromList,"Benchmark random sampling from a list"
Acme-CPANModules-PickingRandomItemsFromList-0.002,2021-09-18T00:24:21,PERLANCAR,latest,released,0.002,,Acme-CPANModules-PickingRandomItemsFromList,"Picking random items from a list"
App-OrgUtils-0.482,2021-09-18T00:06:04,PERLANCAR,latest,released,0.482,,App-OrgUtils,"Some utilities for Org documents"
App-ansiecho-0.04,2021-09-17T23:30:27,UTASHIRO,latest,released,0.04,,App-ansiecho,"Command to produce ANSI terminal code"
Text-Minify-XS-v0.4.9-TRIAL,2021-09-17T21:41:49,RRWO,backpan,developer,v0.4.9,,Text-Minify-XS,"Simple text minification"
RapidApp-1.3404,2021-09-17T21:15:10,VANSTYN,latest,released,1.3404,,RapidApp,"Turnkey ajaxy webapps"
App-Bootstrap-Perl-0.18,2021-09-17T20:11:34,SCHWIGON,latest,released,0.18,,App-Bootstrap-Perl,"Bootstrap Perl inclusive CPAN from git"
App-perlimports-0.000019,2021-09-17T19:24:17,OALDERS,cpan,released,0.000019,,App-perlimports,"Make implicit imports explicit"
App-dumpbin-0.01,2021-09-17T18:04:33,SANKO,cpan,released,0.01,1,App-dumpbin,"It's a PE Parser!"
Alien-RtMidi-0.04-TRIAL,2021-09-17T17:08:51,JBARRETT,backpan,developer,0.04,,Alien-RtMidi,"Install RtMidi"
Term-Choose-1.739,2021-09-17T15:27:27,KUERBIS,cpan,released,1.739,,Term-Choose,"Choose items from a list interactively."
Cucumber-Messages-17.1.1,2021-09-17T15:26:01,CUKEBOT,latest,released,17.1.1,,Cucumber-Messages,"A library for (de)serializing Cucumber protocol messages"
App-Rakubrew-20,2021-09-17T14:20:37,PATRICKB,cpan,released,20,,App-Rakubrew,"Raku environment manager"
Test-Simple-1.302187,2021-09-17T14:00:37,EXODIST,latest,released,1.302187,,Test-Simple,"Basic utilities for writing tests."
AI-Perceptron-Simple-1.04,2021-09-17T12:49:44,ELLEDNERA,latest,released,1.04,,AI-Perceptron-Simple,"A Newbie Friendly Module to Create, Train, Validate and Test Perceptrons / Neurons"
Benchmark-Perl-Formance-0.55,2021-09-17T12:36:46,SCHWIGON,latest,released,0.55,,Benchmark-Perl-Formance,"Perl 5 performance benchmarking framework"
BankAccount-Validator-UK-0.59,2021-09-17T12:30:00,MANWAR,latest,released,0.59,,BankAccount-Validator-UK,"Interface to validate UK bank account."
Term-Choose-1.738,2021-09-17T07:28:48,KUERBIS,cpan,released,1.738,,Term-Choose,"Choose items from a list interactively."
AsposeCellsCloud-CellsApi-21.8,2021-09-17T07:26:59,ASPOSE,latest,released,21.8,,AsposeCellsCloud-CellsApi,"Aspose.Cells Cloud SDK for Perl"
Catmandu-1.2016,2021-09-17T07:10:23,NICS,latest,released,1.2016,,Catmandu,"a data toolkit"
Getopt-EX-Hashed-0.9919,2021-09-17T06:53:43,UTASHIRO,cpan,released,0.9919,,Getopt-EX-Hashed,"Hash store object automation"
App-DiffTarballs-0.005,2021-09-17T00:05:50,PERLANCAR,latest,released,0.005,,App-DiffTarballs,"Diff contents of two tarballs"
RapidApp-1.3403,2021-09-16T23:49:27,VANSTYN,cpan,released,1.3403,,RapidApp,"Turnkey ajaxy webapps"
PDL-VectorValued-1.0.11,2021-09-16T18:51:15,MOOCOW,backpan,released,v1.0.11,,PDL-VectorValued,"Assorted utilities for vector-valued PDLs"
Lab-Measurement-3.772,2021-09-16T17:12:53,AKHUETTEL,latest,released,3.772,,Lab-Measurement,"Test and measure with Perl"
Alien-RtMidi-0.03-TRIAL,2021-09-16T16:53:46,JBARRETT,backpan,developer,0.03,,Alien-RtMidi,"Install RtMidi"
Test-Pod-LinkCheck-Lite-0.007_02,2021-09-16T15:47:58,WYANT,cpan,developer,0.007_02,,Test-Pod-LinkCheck-Lite,"Test POD links"
PDF-API2-2.042,2021-09-16T15:32:22,SSIMMS,latest,released,2.042,,PDF-API2,"Create, modify, and examine PDF files"
Acme-CPANAuthors-Czech-0.30,2021-09-16T14:12:34,SKIM,latest,released,0.30,,Acme-CPANAuthors-Czech,"We are Czech CPAN authors."
Kossy-0.60,2021-09-16T12:04:39,KAZEBURO,latest,released,0.60,,Kossy,"Sinatra-ish Simple and Clear web application framework"
HTTP-Any-1.01,2021-09-16T11:06:11,KNI,latest,released,1.01,,HTTP-Any,"HTTP::Any - a common interface for HTTP clients (LWP, AnyEvent::HTTP, Curl)"
RT-Extension-HistoryFilter-3.02,2021-09-16T09:33:51,CLOOS,latest,released,3.02,,RT-Extension-HistoryFilter,"Filter history by type on ticket display page"
Text-Minify-XS-v0.4.8,2021-09-16T09:00:46,RRWO,cpan,released,v0.4.8,,Text-Minify-XS,"Simple text minification"
Game-TextMapper-1.03,2021-09-16T08:46:37,SCHROEDER,latest,released,1.03,,Game-TextMapper,"a web app to generate maps based on text files"
Date-Holidays-AU-0.27,2021-09-16T07:46:57,DDICK,latest,released,0.27,,Date-Holidays-AU,"Determine Australian Public Holidays"
HTTP-Any-1.00,2021-09-16T07:17:28,KNI,backpan,released,1.00,,HTTP-Any,"HTML::Any - a common interface for HTTP clients (LWP, AnyEvent::HTTP, Curl)"
JSON-Validator-4.24,2021-09-16T06:03:03,JHTHORSEN,cpan,released,4.24,,JSON-Validator,"Validate data against a JSON schema"
App-Bootstrap-Perl-0.17,2021-09-16T00:32:05,SCHWIGON,cpan,released,0.17,,App-Bootstrap-Perl,"Bootstrap Perl inclusive CPAN from git"
Benchmark-Perl-Formance-0.54,2021-09-16T00:29:23,SCHWIGON,cpan,released,0.54,,Benchmark-Perl-Formance,"Perl 5 performance benchmarking framework"
App-MetaCPANUtils-0.005,2021-09-16T00:05:04,PERLANCAR,latest,released,0.005,,App-MetaCPANUtils,"CLI utilities related to MetaCPAN"
Dist-Zilla-Plugin-InsertBlock-0.103,2021-09-15T23:40:42,PERLANCAR,latest,released,0.103,,Dist-Zilla-Plugin-InsertBlock,"Insert a block of text from another file"
PDL-LinearAlgebra-0.22,2021-09-15T22:06:45,ETJ,cpan,released,0.22,,PDL-LinearAlgebra,"PDL bindings to some BLAS and LAPACK library routines"
Alien-PortMidi-0.02-TRIAL,2021-09-15T17:58:55,JBARRETT,backpan,developer,0.02,,Alien-PortMidi,"Install the Mixxx fork of PortMidi"
Text-Minify-XS-v0.4.7,2021-09-15T14:35:27,RRWO,backpan,released,v0.4.7,,Text-Minify-XS,"Simple text minification"
Data-Record-Serialize-0.32,2021-09-15T14:06:30,DJERIUS,latest,released,0.32,,Data-Record-Serialize,"Flexible serialization of a record"
Data-Text-0.04,2021-09-15T11:37:27,NHORNE,latest,released,0.04,,Data-Text,"Class to handle text in an OO way"
Mail-AuthenticationResults-2.20210915,2021-09-15T11:11:01,MBRADSHAW,latest,released,2.20210915,,Mail-AuthenticationResults,"Object Oriented Authentication-Results Headers"
Dist-Zilla-Plugin-InsertBlock-0.102,2021-09-15T00:05:52,PERLANCAR,backpan,released,0.102,,Dist-Zilla-Plugin-InsertBlock,"Insert a block of text from another file"
MediaWiki-Bot-5.006004,2021-09-14T22:46:03,SETH,latest,released,5.006004,,MediaWiki-Bot,"a high-level bot framework for interacting with MediaWiki wikis"
Alien-gdal-1.26,2021-09-14T22:16:47,SLAFFAN,latest,released,1.26,,Alien-gdal,"Alien package for the Geospatial Data Abstraction Library (GDAL)"
Test-Pod-LinkCheck-Lite-0.007_01,2021-09-14T21:53:50,WYANT,cpan,developer,0.007_01,,Test-Pod-LinkCheck-Lite,"Test POD links"
Git-Hooks-3.2.0,2021-09-14T21:41:32,GNUSTAVO,latest,released,3.2.0,,Git-Hooks,"Framework for implementing Git (and Gerrit) hooks"
fka9sxOL,2021-09-14T20:51:52,SEGOMOS,backpan,released,0,1,fka9sxOL,
Redis-OpenTracing-v0.1.0,2021-09-14T19:33:24,VANHOESEL,cpan,released,v0.1.0,,Redis-OpenTracing,"Wrap Redis inside OpenTracing"
Locale-Places-0.06,2021-09-14T17:53:09,NHORNE,latest,released,0.06,,Locale-Places,"Translate places using http://download.geonames.org/"
Alien-PortMidi-0.01-TRIAL,2021-09-14T17:49:08,JBARRETT,backpan,developer,0.01,1,Alien-PortMidi,"Install the Mixxx fork of PortMidi"
Valiant-0.001008,2021-09-14T14:58:28,JJNAPIORK,latest,released,0.001008,,Valiant,"Validation Library"
Tickit-Widget-Term-0.005,2021-09-14T14:22:52,PEVANS,latest,released,0.005,,Tickit-Widget-Term,"a widget containing a virtual terminal"
Text-Minify-XS-v0.4.6,2021-09-14T12:26:35,RRWO,backpan,released,v0.4.6,,Text-Minify-XS,"Simple text minification"
Mojolicious-Plugin-OpenAPI-4.06,2021-09-14T12:09:36,JHTHORSEN,latest,released,4.06,,Mojolicious-Plugin-OpenAPI,"OpenAPI / Swagger plugin for Mojolicious"
CtrlO-PDF-0.21,2021-09-14T10:29:42,ABEVERLEY,latest,released,0.21,,CtrlO-PDF,"high level PDF creator"
Mail-AuthenticationResults-2.20210914,2021-09-14T05:19:21,MBRADSHAW,cpan,released,2.20210914,,Mail-AuthenticationResults,"Object Oriented Authentication-Results Headers"
String-Random-0.32,2021-09-14T05:17:55,SHLOMIF,latest,released,0.32,,String-Random,"Perl module to generate random strings based on a pattern"
Mail-Milter-Authentication-3.20210914,2021-09-14T04:07:02,MBRADSHAW,latest,released,3.20210914,,Mail-Milter-Authentication,"A Perl Mail Authentication Milter"
Playwright-0.015,2021-09-14T01:53:17,TEODESIAN,latest,released,0.015,,Playwright,"Perl client for Playwright"
Unisyn-Parse-20210915,2021-09-14T00:12:03,PRBRENAN,cpan,released,20210915,,Unisyn-Parse,"Parse a Unisyn expression."
Nasm-X86-20210915,2021-09-14T00:11:52,PRBRENAN,cpan,released,20210915,,Nasm-X86,"Generate X86 assembler code using Perl as a macro pre-processor."
App-lcpan-Manual-1.065.000,2021-09-14T00:05:13,PERLANCAR,latest,released,1.065.000,,App-lcpan-Manual,"Manual for App::lcpan"
Nasm-X86-20210914,2021-09-13T23:49:43,PRBRENAN,cpan,released,20210914,,Nasm-X86,"Generate X86 assembler code using Perl as a macro pre-processor."
Data-Record-Serialize-0.31,2021-09-13T22:36:42,DJERIUS,cpan,released,0.31,,Data-Record-Serialize,"Flexible serialization of a record"
Statistics-Descriptive-PDL-0.12,2021-09-13T22:18:39,SLAFFAN,latest,released,0.12,,Statistics-Descriptive-PDL,"A close to drop-in replacement for Statistics::Descriptive using PDL as the back-end"
Data-Text-0.03,2021-09-13T21:55:23,NHORNE,cpan,released,0.03,,Data-Text,"Class to handle text in an OO way"
URI-Fast-0.55,2021-09-13T19:43:34,JEFFOBER,latest,released,0.55,,URI-Fast,"A fast(er) URI parser"
Comics-1.19,2021-09-13T19:13:01,JV,latest,released,1.19,,Comics,"Comics aggregator in the style of Gotblah"
Data-Text-0.02,2021-09-13T18:46:15,NHORNE,cpan,released,0.02,,Data-Text,"Class to handle text in an OO way"
Test2-Harness-1.000072,2021-09-13T16:36:20,EXODIST,cpan,released,1.000072,,Test2-Harness,"A new and improved test harness with better Test2 integration."
Proc-ProcessTable-0.62,2021-09-13T14:03:14,JWB,cpan,released,0.62,,Proc-ProcessTable,"Perl extension to access the unix process table"
Test-Mock-LWP-Distilled-JSON-1.000,2021-09-13T13:47:48,SKINGTON,latest,released,1.000,,Test-Mock-LWP-Distilled-JSON,"JSON support for Test::Mock::LWP::Distilled"
Test-Mock-LWP-Distilled-1.000,2021-09-13T13:44:59,SKINGTON,latest,released,1.000,,Test-Mock-LWP-Distilled,"make and use LWP mocks, distilled to their essence"
Locale-Places-0.05,2021-09-13T13:34:29,NHORNE,cpan,released,0.05,,Locale-Places,"Translate places using http://download.geonames.org/"
Graph-0.9724,2021-09-13T12:56:25,ETJ,latest,released,0.9724,,Graph,"graph data structures and algorithms"
Statistics-Descriptive-PDL-0.11,2021-09-13T11:41:39,SLAFFAN,cpan,released,0.11,,Statistics-Descriptive-PDL,"A close to drop-in replacement for Statistics::Descriptive using PDL as the back-end"
App-SQLiteUtils-0.005,2021-09-13T10:09:16,PERLANCAR,cpan,released,0.005,,App-SQLiteUtils,"Utilities related to SQLite"
App-SQLiteUtils-0.004,2021-09-13T10:09:04,PERLANCAR,backpan,released,0.004,,App-SQLiteUtils,"Utilities related to SQLite"
Text-Minify-XS-v0.4.5,2021-09-13T09:30:58,RRWO,backpan,released,v0.4.5,,Text-Minify-XS,"Simple text minification"
Statistics-Descriptive-PDL-0.10,2021-09-13T06:17:38,SLAFFAN,backpan,released,0.10,,Statistics-Descriptive-PDL,"A close to drop-in replacement for Statistics::Descriptive using PDL as the back-end"
Statistics-Descriptive-PDL-0.09,2021-09-13T03:15:30,SLAFFAN,backpan,released,0.09,,Statistics-Descriptive-PDL,"A close to drop-in replacement for Statistics::Descriptive using PDL as the back-end"
Devel-Git-MultiBisect-0.20,2021-09-13T02:33:13,JKEENAN,latest,released,0.20,,Devel-Git-MultiBisect,"Study build or test output over a range of git commits"
WWW-Search-PubMed-1.004_02,2021-09-13T02:29:12,GWILLIAMS,cpan,developer,1.001,,WWW-Search-PubMed,"Search the NCBI PubMed abstract database."
App-SQLiteUtils-0.003,2021-09-13T00:31:36,PERLANCAR,backpan,released,0.003,,App-SQLiteUtils,"Utilities related to SQLite"
Test-Module-Features-0.002,2021-09-13T00:05:59,PERLANCAR,latest,released,0.002,,Test-Module-Features,"Test feature set specifications and features declarations"
DateTime-Calendar-Christian-0.11_01,2021-09-12T23:43:04,WYANT,cpan,developer,0.11_01,,DateTime-Calendar-Christian,"Dates in the Christian (combined Julian/Gregorian) calendar"
DateTime-Calendar-Julian-0.105_01,2021-09-12T23:37:47,WYANT,cpan,developer,0.105_01,,DateTime-Calendar-Julian,"DateTime object in the Julian calendar"
JSONSchema-Validator-0.008,2021-09-12T21:39:29,LOGIONIZ,latest,released,0.008,,JSONSchema-Validator,"Validator for JSON Schema Draft4/Draft6/Draft7 and OpenAPI Specification 3.0"
Unisyn-Parse-20210912,2021-09-12T21:22:47,PRBRENAN,cpan,released,20210912,,Unisyn-Parse,"Parse a Unisyn expression."
Nasm-X86-20210912,2021-09-12T20:55:55,PRBRENAN,cpan,released,20210912,,Nasm-X86,"Generate X86 assembler code using Perl as a macro pre-processor."
Data-Text-0.01,2021-09-12T20:44:16,NHORNE,backpan,released,0.01,1,Data-Text,"Class to handle text in an OO way"
App-DocKnot-5.00,2021-09-12T20:10:41,RRA,latest,released,5.00,,App-DocKnot,"Package documentation generator"
RT-Extension-TemplateTickets-0.01,2021-09-12T18:47:11,AJWOOD,latest,released,0.01,1,RT-Extension-TemplateTickets,"Designate tickets as templates for new tickets"
Perl-PrereqScanner-NotQuiteLite-0.9914,2021-09-12T18:27:07,ISHIGAKI,latest,released,0.9914,,Perl-PrereqScanner-NotQuiteLite,"a tool to scan your Perl code for its prerequisites"
Scalar-List-Utils-1.59,2021-09-12T16:49:16,PEVANS,latest,released,1.59,,Scalar-List-Utils,"Common Scalar and List utility subroutines"
Database-Async-Engine-PostgreSQL-0.012,2021-09-12T16:43:04,TEAM,latest,released,0.012,,Database-Async-Engine-PostgreSQL,"PostgreSQL support for Database::Async"
Database-Async-0.016,2021-09-12T16:41:37,TEAM,latest,released,0.016,,Database-Async,"database interface for use with IO::Async"
Scalar-List-Utils-1.58,2021-09-12T16:33:32,PEVANS,backpan,released,1.58,,Scalar-List-Utils,"Common Scalar and List utility subroutines"
App-optex-v0.5.1,2021-09-12T13:55:22,UTASHIRO,latest,released,v0.5.1,,App-optex,"optex command module direcrtory"
File-Rename-1.30_02,2021-09-12T10:54:52,RMBARKER,cpan,developer,1.30_02,,File-Rename,"Perl extension for renaming multiple files"
Text-Minify-XS-v0.4.4,2021-09-12T10:49:30,RRWO,backpan,released,v0.4.4,,Text-Minify-XS,"Simple text minification"
Travel-Status-DE-IRIS-1.60,2021-09-12T07:48:46,DERF,latest,released,1.60,,Travel-Status-DE-IRIS,"Interface to IRIS based web departure monitors."
Game-TextMapper-1.02,2021-09-12T06:44:09,SCHROEDER,backpan,released,1.02,,Game-TextMapper,"a web app to generate maps based on text files"
Getopt-EX-Hashed-0.9918,2021-09-12T03:01:58,UTASHIRO,cpan,released,0.9918,,Getopt-EX-Hashed,"Hash store object automation"
Statistics-Descriptive-PDL-0.08,2021-09-12T02:46:26,SLAFFAN,backpan,released,0.08,,Statistics-Descriptive-PDL,"A close to drop-in replacement for Statistics::Descriptive using PDL as the back-end"
Jacode4e-2.13.6.18,2021-09-12T02:28:19,INA,latest,released,2.13.6.18,1,Jacode4e,"jacode.pl-like program for enterprise"
Pod-Thread-3.00,2021-09-12T02:26:52,RRA,latest,released,3.00,,Pod-Thread,"Convert POD data to the HTML macro language thread"
App-TimeZoneUtils-0.001,2021-09-12T00:05:16,PERLANCAR,latest,released,0.001,1,App-TimeZoneUtils,"An assortment of time-zone-related CLI utilities"
Tangence-0.26,2021-09-11T23:27:16,PEVANS,latest,released,0.26,,Tangence,"attribute-oriented server/client object remoting framework"
JSON-Schema-Tiny-0.010,2021-09-11T23:10:29,ETHER,latest,released,0.010,,JSON-Schema-Tiny,"Validate data against a schema, minimally"
Win32-Mechanize-NotepadPlusPlus-0.008,2021-09-11T22:09:36,PETERCJ,latest,released,0.008,,Win32-Mechanize-NotepadPlusPlus,"Automate the Windows application Notepad++"
Game-TextMapper-1.02_01,2021-09-11T19:27:57,SCHROEDER,backpan,developer,1.02,,Game-TextMapper,"a web app to generate maps based on text files"
Math-GMP-2.21,2021-09-11T16:38:39,SHLOMIF,cpan,released,2.21,,Math-GMP,"High speed arbitrary size integer math"
Scalar-List-Utils-1.57,2021-09-11T16:34:21,PEVANS,backpan,released,1.57,,Scalar-List-Utils,"Common Scalar and List utility subroutines"
App-eachperl-0.04,2021-09-11T16:10:06,PEVANS,latest,released,0.04,,App-eachperl,"a wrapper script for iterating multiple perl binaries"
IO-Term-Status-0.01,2021-09-11T16:04:45,PEVANS,latest,released,0.01,1,IO-Term-Status,"print log lines to a terminal with a running status bar"
App-Bitcoin-PaperWallet-1.01,2021-09-11T14:55:05,BRTASTIC,latest,released,1.01,,App-Bitcoin-PaperWallet,"Generate printable cold storage of bitcoins"
Alien-TidyHTML5-v0.3.4,2021-09-11T13:45:26,RRWO,latest,released,v0.3.4,,Alien-TidyHTML5,"Download and install HTML Tidy"
Alien-geos-af-1.008,2021-09-11T13:17:25,SLAFFAN,latest,released,1.008,,Alien-geos-af,"Alien package for GEOS - Geometry Engine, Open Source"
Perl-Critic-Policy-RegularExpressions-ProhibitEmptyAlternatives-0.005,2021-09-11T13:00:43,WYANT,latest,released,0.005,,Perl-Critic-Policy-RegularExpressions-ProhibitEmptyAlternatives,"Beware empty alternatives, because they always match."
Alien-gdal-1.25,2021-09-11T10:44:15,SLAFFAN,cpan,released,1.25,,Alien-gdal,"Alien package for the Geospatial Data Abstraction Library (GDAL)"
Mojo-mysql-1.23,2021-09-11T08:37:24,JHTHORSEN,latest,released,1.23,,Mojo-mysql,"Mojolicious and Async MySQL/MariaDB"
URI-Signature-Tiny-1.003,2021-09-11T03:48:23,ARISTOTLE,latest,released,1.003,,URI-Signature-Tiny,"Mint and verify server-signed URIs"
SQL-PatchDAG-0.102,2021-09-11T03:48:12,ARISTOTLE,latest,released,0.102,,SQL-PatchDAG,"A minimal DB schema patch manager"
JSONSchema-Validator-0.007,2021-09-11T01:17:09,LOGIONIZ,cpan,released,0.007,,JSONSchema-Validator,"Validator for JSON Schema Draft4/Draft6/Draft7 and OpenAPI Specification 3.0"
Nasm-X86-20210910,2021-09-11T01:05:26,PRBRENAN,cpan,released,20210910,,Nasm-X86,"Generate X86 assembler code using Perl as a macro pre-processor."
Text-ANSI-WideUtil-0.232,2021-09-11T00:05:46,PERLANCAR,latest,released,0.232,,Text-ANSI-WideUtil,"Routines for text containing ANSI color codes (wide-character functions only)"
Duadua-0.24,2021-09-10T22:53:47,BAYASHI,latest,released,0.24,,Duadua,"Detect User-Agent, do up again!"
Bio-MUST-Core-0.212530,2021-09-10T21:58:34,DBAURAIN,cpan,released,0.212530,,Bio-MUST-Core,"Core classes and utilities for Bio::MUST"
SQL-PatchDAG-0.101,2021-09-10T21:52:02,ARISTOTLE,backpan,released,0.101,,SQL-PatchDAG,"A minimal DB schema patch manager"
URI-Signature-Tiny-1.002,2021-09-10T21:47:57,ARISTOTLE,backpan,released,1.002,,URI-Signature-Tiny,"Mint and verify server-signed URIs"
Net-ClamAV-Client-0.1,2021-09-10T19:32:27,BYTERAZOR,latest,released,0.1,1,Net-ClamAV-Client,"A client class for the ClamAV clamd virus scanner daemon"
Game-HexDescribe-1,2021-09-10T19:00:36,SCHROEDER,backpan,released,1,1,Game-HexDescribe,"a web app to add random table driven data to map data"
Net-APNS-Simple-0.07,2021-09-10T17:04:17,ROCKBONE,latest,released,0.07,,Net-APNS-Simple,"APNS Perl implementation"
Game-TextMapper-1.01,2021-09-10T16:36:14,SCHROEDER,backpan,released,1.01,,Game-TextMapper,"a web app to generate maps based on text files"
App-optex-v0.5,2021-09-10T15:50:15,UTASHIRO,cpan,released,v0.5,,App-optex,"optex command module direcrtory"
Test2-Tools-LoadModule-0.006_01,2021-09-10T13:19:58,WYANT,cpan,developer,0.006_01,,Test2-Tools-LoadModule,"Test whether a module can be successfully loaded."
Prima-1.63,2021-09-10T12:42:59,KARASIK,latest,released,1.63,,Prima,"a perl graphic toolkit"
Perl5-Build-Warnings-0.05,2021-09-10T12:19:56,JKEENAN,latest,released,0.05,,Perl5-Build-Warnings,"Parse make output for build-time warnings"
App-Bitcoin-PaperWallet-1.00,2021-09-10T12:05:45,BRTASTIC,cpan,released,1.00,1,App-Bitcoin-PaperWallet,"Generate printable cold storage of bitcoins"
Math-ProvablePrime-0.51,2021-09-10T11:53:47,FELIPE,latest,released,0.51,,Math-ProvablePrime,"Generate a provable prime number, in pure Perl"
