release,date,author,status,maturity,version,first,distribution,abstract
Data-Record-Serialize-0.22,2021-07-26T18:46:48,DJERIUS,cpan,released,0.22,,Data-Record-Serialize,"Flexible serialization of a record"
Data-Record-Serialize-0.21,2021-07-26T18:41:34,DJERIUS,cpan,released,0.21,,Data-Record-Serialize,"Flexible serialization of a record"
PDL-2.054,2021-07-26T18:37:35,ETJ,backpan,released,2.054,,PDL,"Perl Data Language"
Alien-GSL-1.05_01,2021-07-26T17:45:38,PLICEASE,backpan,developer,1.05_01,,Alien-GSL,"Easy installation of the GSL library"
DNS-Unbound-0.24_03,2021-07-26T17:45:27,FELIPE,cpan,developer,0.24_03,,DNS-Unbound,"libunbound in Perl"
Lang-Go-Mod-0.002,2021-07-26T16:48:41,BCLAWSIE,cpan,released,0.002,,Lang-Go-Mod,"parse and model go.mod files"
Math-GSL-0.43,2021-07-26T16:34:34,HAKONH,latest,released,0.43,,Math-GSL,"Interface to the GNU Scientific Library using SWIG"
Mojo-Leds-0.01,2021-07-26T16:02:33,EBRUNI,cpan,released,0.01,1,Mojo-Leds,"Leds aka Light Environment (emi) for Development System based on Mojolicious"
Net-Saml2-0.40,2021-07-26T15:48:56,TIMLEGGE,latest,released,0.40,,Net-Saml2,"SAML bindings and protocol implementation"
Koha-Contrib-Tamil-0.066,2021-07-26T15:47:29,FREDERICD,latest,released,0.066,,Koha-Contrib-Tamil,"Various scripts to manage Koha instances"
Text-Tabs+Wrap-2021.0726,2021-07-26T14:04:57,ARISTOTLE,backpan,released,2021.0726,,Text-Tabs+Wrap,"Expand tabs and do simple line wrapping"
TOML-Tiny-0.13,2021-07-26T12:58:48,JEFFOBER,cpan,released,0.13,,TOML-Tiny,"a minimal, pure perl TOML parser and serializer"
App-efm_perl-1.0.0,2021-07-26T06:18:42,DELPHINUS,latest,released,1.0.0,,App-efm_perl,"It's new $module"
PDL-2.053,2021-07-26T04:48:26,ETJ,backpan,released,2.053,,PDL,"Perl Data Language"
App-ansicolumn-1.10,2021-07-26T04:45:31,UTASHIRO,cpan,released,1.10,,App-ansicolumn,"ANSI sequence aware column command"
App-efm_perl-0.06,2021-07-26T04:02:21,DELPHINUS,cpan,released,0.06,,App-efm_perl,"It's new $module"
Module-Generic-v0.15.5,2021-07-26T03:58:28,JDEGUEST,cpan,released,v0.15.5,,Module-Generic,"Generic Module to inherit from"
Curses-1.38,2021-07-26T03:27:32,GIRAFFED,latest,released,1.38,,Curses,"terminal screen handling and optimization"
App-efm_perl-0.05,2021-07-26T03:24:43,DELPHINUS,cpan,released,0.05,,App-efm_perl,"It's new $module"
PLS-0.894,2021-07-26T02:23:28,MREISNER,cpan,released,0.894,,PLS,"Perl Language Server"
Acme-PERLANCAR-Dummy-0.011,2021-07-26T02:22:02,PERLANCAR,latest,released,0.011,,Acme-PERLANCAR-Dummy,"Dummy distribution for various testing"
Acme-CPANModules-TextTable-0.011,2021-07-26T02:15:17,PERLANCAR,backpan,released,0.011,,Acme-CPANModules-TextTable,"Modules that generate text tables"
Pod-From-Acme-CPANModules-0.011,2021-07-26T02:12:20,PERLANCAR,latest,released,0.011,,Pod-From-Acme-CPANModules,"Generate POD from an Acme::CPANModules::* module"
Acme-CPANModules-TextTable-0.010,2021-07-26T02:12:09,PERLANCAR,backpan,released,0.010,,Acme-CPANModules-TextTable,"Modules that generate text tables"
PLS-0.893,2021-07-26T02:07:06,MREISNER,cpan,released,0.893,,PLS,"Perl Language Server"
DNS-Unbound-0.24_02,2021-07-26T01:58:02,FELIPE,cpan,developer,0.24_02,,DNS-Unbound,"libunbound in Perl"
Acme-PERLANCAR-Dummy-0.010,2021-07-26T01:48:30,PERLANCAR,backpan,released,0.010,,Acme-PERLANCAR-Dummy,"Dummy distribution for various testing"
DNS-Unbound-0.24_01,2021-07-26T01:46:50,FELIPE,cpan,developer,0.24_01,,DNS-Unbound,"libunbound in Perl"
Acme-PERLANCAR-Dummy-0.009,2021-07-26T01:34:39,PERLANCAR,backpan,released,0.009,,Acme-PERLANCAR-Dummy,"Dummy distribution for various testing"
Acme-CPANModules-UUID-0.009,2021-07-26T00:05:57,PERLANCAR,backpan,released,0.009,,Acme-CPANModules-UUID,"Modules that can generate immutable universally unique identifier (UUIDs)"
Lang-Go-Mod-0.001,2021-07-25T22:31:04,BCLAWSIE,cpan,released,0.001,1,Lang-Go-Mod,"parse and model go.mod files"
Encode-RAD50-0.016_01,2021-07-25T18:38:46,WYANT,backpan,developer,0.016_01,,Encode-RAD50,"Convert to and from the Rad50 character set"
Getopt-EX-Hashed-0.99,2021-07-25T15:58:18,UTASHIRO,cpan,released,0.99,1,Getopt-EX-Hashed,"Hash store object automation"
Data-Table-Text-20210725,2021-07-25T14:31:04,PRBRENAN,cpan,released,20210725,,Data-Table-Text,"Write data in tabular text format"
Data-Table-Text-20210724,2021-07-25T14:29:37,PRBRENAN,cpan,released,20210724,,Data-Table-Text,"Write data in tabular text format"
Net-Saml2-0.39-TRIAL,2021-07-25T14:23:05,TIMLEGGE,cpan,developer,0.39,,Net-Saml2,"SAML bindings and protocol implementation"
App-efm_perl-0.04,2021-07-25T14:19:00,DELPHINUS,cpan,released,0.04,,App-efm_perl,"It's new $module"
Alien-GSL-1.04,2021-07-25T14:04:48,PLICEASE,backpan,released,1.04,,Alien-GSL,"Easy installation of the GSL library"
Tree-Term-20210725,2021-07-25T13:55:39,PRBRENAN,backpan,released,20210725,,Tree-Term,"Create a parse tree from an array of terms representing an expression."
UV-1.912,2021-07-25T13:37:52,PEVANS,cpan,released,1.912,,UV,"Perl interface to libuv"
Getopt-EX-v1.24.1,2021-07-25T13:28:15,UTASHIRO,cpan,released,v1.24.1,,Getopt-EX,"Getopt Extender"
App-efm_perl-0.03,2021-07-25T12:42:34,DELPHINUS,cpan,released,0.03,,App-efm_perl,"It's new $module"
App-efm_perl-0.02,2021-07-25T12:39:46,DELPHINUS,cpan,released,0.02,,App-efm_perl,"It's new $module"
App-efm_perl-0.01,2021-07-25T12:24:19,DELPHINUS,cpan,released,0.01,1,App-efm_perl,"It's new $module"
FCGI-0.80,2021-07-25T04:54:49,ETHER,cpan,released,0.80,,FCGI,"Fast CGI module"
Getopt-EX-v1.24.0,2021-07-25T02:18:53,UTASHIRO,cpan,released,v1.24.0,,Getopt-EX,"Getopt Extender"
App-instopt-0.020,2021-07-25T01:48:13,PERLANCAR,latest,released,0.020,,App-instopt,"Download and install software"
App-sdview-0.03,2021-07-25T00:39:25,PEVANS,cpan,released,0.03,,App-sdview,"a terminal document viewer for POD and other syntaxes"
Dist-Zilla-Plugin-Code-0.006,2021-07-25T00:16:34,SKIRMESS,cpan,released,0.006,,Dist-Zilla-Plugin-Code,"dynamically create plugins from a bundle"
Astro-App-Satpass2-0.048,2021-07-25T00:10:59,WYANT,latest,released,0.048,,Astro-App-Satpass2,"Predict satellite visibility using Astro::Coord::ECI"
WordList-EN-StopWords-0.001,2021-07-25T00:05:33,PERLANCAR,latest,released,0.001,1,WordList-EN-StopWords,"English stop words"
Dist-Zilla-Plugin-Code-0.005,2021-07-24T23:22:31,SKIRMESS,cpan,released,0.005,,Dist-Zilla-Plugin-Code,"dynamically create plugins from a bundle"
Dist-Zilla-Plugin-Code-0.004,2021-07-24T21:11:13,SKIRMESS,cpan,released,0.004,,Dist-Zilla-Plugin-Code,"dynamically create plugins from a bundle"
Text-PO-v0.1.0,2021-07-24T08:52:56,JDEGUEST,cpan,released,v0.1.0,1,Text-PO,"Read and write PO files"
Module-Generic-v0.15.4,2021-07-24T08:33:50,JDEGUEST,cpan,released,v0.15.4,,Module-Generic,"Generic Module to inherit from"
App-IndonesianHolidayUtils-0.064,2021-07-24T00:54:20,PERLANCAR,latest,released,0.064,,App-IndonesianHolidayUtils,"List Indonesian holidays"
Complete-Bash-0.336,2021-07-24T00:50:11,PERLANCAR,latest,released,0.336,,Complete-Bash,"Completion routines for bash shell"
Tree-Term-20210724,2021-07-24T00:39:46,PRBRENAN,backpan,released,20210724,,Tree-Term,"Create a parse tree from an array of terms representing an expression."
App-IndonesianHolidayUtils-0.062,2021-07-24T00:05:17,PERLANCAR,backpan,released,0.062,,App-IndonesianHolidayUtils,"List Indonesian holidays"
Net-Saml2-0.38,2021-07-23T22:38:16,TIMLEGGE,cpan,released,0.38,,Net-Saml2,"SAML bindings and protocol implementation"
Test2-Harness-UI-0.000074,2021-07-23T21:54:52,EXODIST,cpan,released,0.000074,,Test2-Harness-UI,"Web interface for viewing and inspecting yath test logs"
Async-Microservice-0.02,2021-07-23T19:06:42,JKUTEJ,latest,released,0.02,,Async-Microservice,"Async HTTP Microservice Moose Role"
Test2-Harness-UI-0.000073,2021-07-23T18:54:50,EXODIST,cpan,released,0.000073,,Test2-Harness-UI,"Web interface for viewing and inspecting yath test logs"
Beekeeper-0.09,2021-07-23T18:40:51,JMICO,latest,released,0.09,,Beekeeper,"Framework for building applications with a microservices architecture"
Test2-Harness-UI-0.000072,2021-07-23T16:23:58,EXODIST,cpan,released,0.000072,,Test2-Harness-UI,"Web interface for viewing and inspecting yath test logs"
Module-CoreList-5.20210723,2021-07-23T14:24:56,BINGOS,cpan,released,5.20210723,,Module-CoreList,"what modules shipped with versions of perl"
CPAN-Perl-Releases-5.20210722,2021-07-23T14:24:45,BINGOS,cpan,released,5.20210722,,CPAN-Perl-Releases,"Mapping Perl releases on CPAN to the location of the tarballs"
Bencher-Scenario-Perl-Startup-0.053,2021-07-23T13:13:41,PERLANCAR,latest,released,0.053,,Bencher-Scenario-Perl-Startup,"Benchmark startup time of perls"
Bencher-Scenarios-List-Utils-MoveElement-0.003,2021-07-23T13:06:51,PERLANCAR,latest,released,0.003,,Bencher-Scenarios-List-Utils-MoveElement,"Scenarios to benchmark List::Utils::MoveElement"
Bencher-Backend-1.057,2021-07-23T13:05:24,PERLANCAR,backpan,released,1.057,,Bencher-Backend,"Backend for Bencher"
Bencher-Backend-1.056,2021-07-23T13:02:42,PERLANCAR,backpan,released,1.056,,Bencher-Backend,"Backend for Bencher"
perl-5.35.2,2021-07-23T12:53:17,NEILB,cpan,developer,5.035002,,perl,"The Perl 5 language interpreter"
Cucumber-Messages-17.0.0-TRIAL,2021-07-23T10:04:01,EHUELS,cpan,developer,17.0.0,1,Cucumber-Messages,"A library for (de)serializing Cucumber protocol messages"
Graphite-Simple-0.02,2021-07-23T09:47:19,CDN,backpan,released,0.02,,Graphite-Simple,"Perl XS package provides methods to collect metrics and send them to Graphite server."
App-phoebe-4,2021-07-23T09:43:12,SCHROEDER,backpan,released,4,,App-phoebe,"a Gemini-based wiki"
Business-Fixflo-0.44,2021-07-23T09:06:30,LEEJO,latest,released,0.44,,Business-Fixflo,"Perl library for interacting with the Fixflo API (https://www.fixflo.com)"
Graphite-Simple-0.01,2021-07-23T08:52:20,CDN,backpan,released,0.01,1,Graphite-Simple,
Fork-Utils-0.05,2021-07-23T07:52:46,CDN,backpan,released,0.05,,Fork-Utils,"set of usefull methods to work with processes and signals"
Bencher-Scenario-Perl-Startup-0.052,2021-07-23T05:24:28,PERLANCAR,backpan,released,0.052,,Bencher-Scenario-Perl-Startup,"Benchmark startup time of perls"
App-BencherUtils-0.244,2021-07-23T05:14:00,PERLANCAR,latest,released,0.244,,App-BencherUtils,"Utilities related to bencher"
Pod-Weaver-Plugin-Bencher-Scenario-0.248,2021-07-23T05:09:50,PERLANCAR,latest,released,0.248,,Pod-Weaver-Plugin-Bencher-Scenario,"Plugin to use when building Bencher::Scenario::* distribution"
List-Util-Uniq-0.003,2021-07-23T05:09:39,PERLANCAR,latest,released,0.003,,List-Util-Uniq,"List utilities related to finding unique items"
Bencher-Scenarios-List-Utils-MoveElement-0.002,2021-07-23T05:09:28,PERLANCAR,backpan,released,0.002,,Bencher-Scenarios-List-Utils-MoveElement,"Scenarios to benchmark List::Utils::MoveElement"
Bencher-Backend-1.055,2021-07-23T05:09:17,PERLANCAR,backpan,released,1.055,,Bencher-Backend,"Backend for Bencher"
Finance-AMEX-Transaction-0.004,2021-07-23T04:31:55,THINC,latest,released,0.004,,Finance-AMEX-Transaction,"Parse AMEX transaction files: EPRAW, EPPRC, EPTRN, CBNOT, GRRCN"
Encode-3.11,2021-07-23T02:41:38,DANKOGAI,cpan,released,3.11,,Encode,"character encodings in Perl"
PLS-0.892,2021-07-23T02:30:09,MREISNER,cpan,released,0.892,,PLS,"Perl Language Server"
Tree-Term-20210723,2021-07-23T01:41:55,PRBRENAN,backpan,released,20210723,,Tree-Term,"Create a parse tree from an array of terms representing an expression."
Alien-Gnuplot-1.034,2021-07-23T01:37:49,ETJ,latest,released,1.034,,Alien-Gnuplot,"Find and verify functionality of the gnuplot executable."
Alien-Proj4-2.019111,2021-07-23T01:19:52,ETJ,latest,released,2.019111,,Alien-Proj4,"Alien package for version 4 of the PROJ library"
Sah-Schemas-Sah-0.9.50.0,2021-07-23T01:14:29,PERLANCAR,latest,released,0.9.50.0,,Sah-Schemas-Sah,"Sah schemas for Sah"
Sah-Schemas-Bencher-1.054.1,2021-07-23T01:14:18,PERLANCAR,latest,released,1.054.1,,Sah-Schemas-Bencher,"Sah schemas for Bencher"
Bencher-Scenarios-List-Utils-MoveElement-0.001,2021-07-23T01:14:07,PERLANCAR,backpan,released,0.001,1,Bencher-Scenarios-List-Utils-MoveElement,"Scenarios to benchmark List::Utils::MoveElement"
feedgnuplot-1.59,2021-07-23T00:54:57,DKOGAN,cpan,released,1.59,,feedgnuplot,"General purpose pipe-oriented plotting tool"
Sah-Schemas-Str-0.003,2021-07-23T00:33:58,PERLANCAR,latest,released,0.003,,Sah-Schemas-Str,"Various string schemas"
Sah-Schemas-Bencher-1.054.0,2021-07-23T00:33:47,PERLANCAR,backpan,released,1.054.0,1,Sah-Schemas-Bencher,"Sah schemas for Bencher"
Bencher-Backend-1.054,2021-07-23T00:33:36,PERLANCAR,backpan,released,1.054,,Bencher-Backend,"Backend for Bencher"
Text-Tabs+Wrap-2021.0725-TRIAL,2021-07-23T00:13:11,ARISTOTLE,backpan,developer,2021.0725,,Text-Tabs+Wrap,"Expand tabs and do simple line wrapping"
WordList-0.7.9,2021-07-23T00:06:14,PERLANCAR,backpan,released,0.7.9,,WordList,"Specification and base class for WordList::*, modules that contain word list"
Text-Tabs+Wrap-2021.0724-TRIAL,2021-07-22T23:42:03,ARISTOTLE,backpan,developer,2021.0724,,Text-Tabs+Wrap,"Expand tabs and do simple line wrapping"
Text-Tabs+Wrap-2021.0723-TRIAL,2021-07-22T23:21:38,ARISTOTLE,backpan,developer,2021.0723,,Text-Tabs+Wrap,"Expand tabs and do simple line wrapping"
PLS-0.891,2021-07-22T23:00:07,MREISNER,cpan,released,0.891,,PLS,"Perl Language Server"
Test2-Harness-UI-0.000071,2021-07-22T21:43:56,EXODIST,cpan,released,0.000071,,Test2-Harness-UI,"Web interface for viewing and inspecting yath test logs"
TCOD-0.009,2021-07-22T18:08:18,JJATRIA,latest,released,0.009,,TCOD,"FFI bindings for libtcod"
Lemonldap-NG-Portal-2.0.12,2021-07-22T17:38:26,COUDOT,cpan,released,v2.0.12,,Lemonldap-NG-Portal,"The authentication portal part of Lemonldap::NG Web-SSO system."
Lemonldap-NG-Manager-2.0.12,2021-07-22T17:38:15,COUDOT,cpan,released,v2.0.12,,Lemonldap-NG-Manager,"Perl extension for managing Lemonldap::NG Web-SSO system."
Lemonldap-NG-Handler-2.0.12,2021-07-22T17:38:04,COUDOT,cpan,released,v2.0.12,,Lemonldap-NG-Handler,"The Apache protection module part of Lemonldap::NG Web-SSO system."
Lemonldap-NG-Common-2.0.12,2021-07-22T17:37:52,COUDOT,cpan,released,v2.0.12,,Lemonldap-NG-Common,"Common files for Lemonldap::NG infrastructure"
HTTP-Tiny-0.077-TRIAL,2021-07-22T17:08:36,DAGOLDEN,cpan,developer,0.077,,HTTP-Tiny,"A small, simple, correct HTTP/1.1 client"
List-Utils-MoveElement-0.02,2021-07-22T15:48:47,DSTROMA,cpan,released,0.02,,List-Utils-MoveElement,"Move elements of a list, optionally with XS."
List-Utils-MoveElement-0.01,2021-07-22T15:27:00,DSTROMA,cpan,released,0.01,1,List-Utils-MoveElement,"Move elements of a list, optionally with XS."
Term-TablePrint-0.141,2021-07-22T15:11:34,KUERBIS,cpan,released,0.141,,Term-TablePrint,"Print a table to the terminal and browse it interactively."
App-Music-ChordPro-0.979.2,2021-07-22T12:48:43,JV,backpan,released,v0.979.2,,App-Music-ChordPro,"A lyrics and chords formatting program"
App-Licensecheck-v3.2.5,2021-07-22T12:44:37,JONASS,cpan,released,v3.2.5,,App-Licensecheck,"simple license checker for source files"
Regexp-Pattern-DefHash-0.001,2021-07-22T12:26:36,PERLANCAR,latest,released,0.001,1,Regexp-Pattern-DefHash,"Regexp patterns related to DefHash"
Net-FullAuto-1.0000623,2021-07-22T12:20:13,REEDFISH,backpan,released,1.0000623,,Net-FullAuto,"Perl Based Secure Distributed Computing Network Process"
Sah-Schemas-Unix-0.017,2021-07-22T12:18:46,PERLANCAR,backpan,released,0.017,,Sah-Schemas-Unix,"Various Sah schemas for Unix"
Sah-Schemas-DefHash-1.0.13.0,2021-07-22T12:18:34,PERLANCAR,latest,released,1.0.13.0,,Sah-Schemas-DefHash,"Sah schemas for DefHash"
Sah-Schemas-CPANModules-0.002,2021-07-22T12:18:23,PERLANCAR,latest,released,0.002,,Sah-Schemas-CPANModules,"Sah schemas for Acme::CPANModules"
Pod-Weaver-Plugin-Sah-Schemas-0.067,2021-07-22T12:18:12,PERLANCAR,backpan,released,0.067,,Pod-Weaver-Plugin-Sah-Schemas,"Plugin to use when building Sah::Schemas::* distribution"
Hash-DefHash-0.072,2021-07-22T12:18:01,PERLANCAR,latest,released,0.072,,Hash-DefHash,"Manipulate defhash"
DefHash-1.0.13,2021-07-22T12:17:50,PERLANCAR,backpan,released,1.0.13,,DefHash,"Define things according to a specification, using hashes"
PDF-TableX-0.015,2021-07-22T12:03:18,PAPKALA,latest,released,0.015,,PDF-TableX,"Moose driven table generation module that is uses famous PDF::API2"
Regexp-Pattern-License-v3.7.1,2021-07-22T11:12:31,JONASS,cpan,released,v3.7.1,,Regexp-Pattern-License,"regular expressions for legal licenses"
App-phoebe-4.00_05,2021-07-22T09:37:41,SCHROEDER,backpan,developer,4,,App-phoebe,"a Gemini-based wiki"
Zonemaster-Engine-v4.2.2,2021-07-22T09:06:47,ZNMSTR,cpan,released,4.002002,,Zonemaster-Engine,"A tool to check the quality of a DNS zone"
PICA-Data-1.29,2021-07-22T08:58:53,VOJ,cpan,released,1.29,,PICA-Data,"PICA record processing"
JSONSchema-Validator-0.002,2021-07-22T07:22:12,LOGIONIZ,cpan,released,0.002,,JSONSchema-Validator,"Validator for JSON Schema Draft4 and OpenAPI Specification 3.0"
Myriad-0.010,2021-07-22T07:15:51,DERIV,latest,released,0.010,,Myriad,"async microservice framework"
DBD-SQLite-1.68,2021-07-22T05:30:17,ISHIGAKI,cpan,released,1.68,,DBD-SQLite,"Self Contained SQLite RDBMS in a DBI Driver"
JSON-Schema-Tiny-0.007,2021-07-22T05:22:23,ETHER,cpan,released,0.007,,JSON-Schema-Tiny,"Validate data against a schema, minimally"
JSON-Schema-Modern-0.514,2021-07-22T05:18:58,ETHER,cpan,released,0.514,,JSON-Schema-Modern,"Validate data against a schema"
Test-JSON-Schema-Acceptance-1.012,2021-07-22T05:16:03,ETHER,latest,released,1.012,,Test-JSON-Schema-Acceptance,"Acceptance testing for JSON-Schema based validators like JSON::Schema"
App-cpm-0.997006,2021-07-22T03:55:03,SKAJI,cpan,released,0.997006,,App-cpm,"a fast CPAN module installer"
Net-FullAuto-1.0000622,2021-07-22T02:38:23,REEDFISH,backpan,released,1.0000622,,Net-FullAuto,"Perl Based Secure Distributed Computing Network Process"
Text-Column-Util-0.005,2021-07-22T00:05:26,PERLANCAR,latest,released,0.005,,Text-Column-Util,"Utilities for displaying text in multiple columns"
DateTime-Format-JP-v0.1.1,2021-07-21T23:39:55,JDEGUEST,latest,released,v0.1.1,,DateTime-Format-JP,"Japanese DateTime Parser and Formatter"
Text-Tabs+Wrap-2021.0722-TRIAL,2021-07-21T23:15:44,ARISTOTLE,backpan,developer,2021.0722,,Text-Tabs+Wrap,"Expand tabs and do simple line wrapping"
JSONSchema-Validator-0.001,2021-07-21T22:15:36,LOGIONIZ,cpan,released,0.001,1,JSONSchema-Validator,"Validator for JSON Schema Draft4 and OpenAPI Specification 3.0"
Future-Timer-0.01,2021-07-21T21:43:43,JKUTEJ,backpan,released,0.01,1,Future-Timer,"timer implemented as Future"
Net-Saml2-0.37-TRIAL,2021-07-21T21:42:16,TIMLEGGE,cpan,developer,0.37,,Net-Saml2,"SAML bindings and protocol implementation"
App-phoebe-4.00_04,2021-07-21T21:05:26,SCHROEDER,backpan,developer,4,,App-phoebe,"a Gemini-based wiki"
Win32-SqlServer-2.013b,2021-07-21T17:22:51,SOMMAR,latest,released,2.013,,Win32-SqlServer,"Access SQL Server from Perl via OLE DB"
Metrics-Any-0.07,2021-07-21T16:32:57,PEVANS,latest,released,0.07,,Metrics-Any,"abstract collection of monitoring metrics"
DateTime-Format-JP-v0.1.0,2021-07-21T15:53:33,JDEGUEST,cpan,released,v0.1.0,1,DateTime-Format-JP,"Japanese DateTime Parser and Formatter"
Sah-Schemas-CPANModules-0.001,2021-07-21T15:01:14,PERLANCAR,backpan,released,0.001,1,Sah-Schemas-CPANModules,"Sah schemas for Acme::CPANModules"
HTTP-BrowserDetect-3.33,2021-07-21T14:40:44,OALDERS,cpan,released,3.33,,HTTP-BrowserDetect,"Determine Web browser, version, and platform from an HTTP user agent string"
Pod-L10N-1.05,2021-07-21T14:25:10,ARGRATH,latest,released,1.05,,Pod-L10N,"Pod with L10N"
Object-Pad-0.46,2021-07-21T14:04:29,PEVANS,backpan,released,0.46,,Object-Pad,"a simple syntax for lexical slot-based objects"
Test-Regexp-Pattern-0.009,2021-07-21T12:06:47,PERLANCAR,latest,released,0.009,,Test-Regexp-Pattern,"Test Regexp::Pattern patterns"
Sah-0.9.50,2021-07-21T12:06:36,PERLANCAR,latest,released,0.9.50,,Sah,"Schema for data structures (specification)"
Pod-Weaver-Plugin-Regexp-Pattern-0.009,2021-07-21T12:06:24,PERLANCAR,latest,released,0.009,,Pod-Weaver-Plugin-Regexp-Pattern,"Plugin to use when building Regexp::Pattern::* distribution"
App-lcpan-Call-0.120,2021-07-21T12:06:13,PERLANCAR,latest,released,0.120,,App-lcpan-Call,"Check that local CPAN mirror exists and is fairly recent"
Log-Dispatch-FileWriteRotate-0.062,2021-07-21T10:59:01,PERLANCAR,latest,released,0.062,,Log-Dispatch-FileWriteRotate,"Log to files that archive/rotate themselves, w/ File::Write::Rotate"
Log-Dispatch-FileWriteRotate-0.061,2021-07-21T10:52:21,PERLANCAR,backpan,released,0.061,,Log-Dispatch-FileWriteRotate,"Log to files that archive/rotate themselves, w/ File::Write::Rotate"
Finance-IG-0.101,2021-07-21T09:46:25,MARKWIN,cpan,released,0.101,,Finance-IG,"- Module for doing useful stuff with IG Markets REST API."
App-Netdisco-2.047008,2021-07-21T08:54:04,OLIVER,cpan,released,2.047008,,App-Netdisco,"An open source web-based network management tool."
App-File-Grepper-1.01,2021-07-21T06:32:31,JV,latest,released,1.01,,App-File-Grepper,"Greps files for pattern"
App-cpm-0.997005,2021-07-21T04:29:59,SKAJI,cpan,released,0.997005,,App-cpm,"a fast CPAN module installer"
Prometheus-Tiny-Shared-0.024,2021-07-21T04:28:32,ROBN,latest,released,0.024,,Prometheus-Tiny-Shared,"A tiny Prometheus client with a shared database behind it"
Prometheus-Tiny-0.008,2021-07-21T04:28:21,ROBN,latest,released,0.008,,Prometheus-Tiny,"A tiny Prometheus client"
Dist-Zilla-Plugin-Prereqs-From-cpmfile-v0.0.1,2021-07-21T03:32:33,SKAJI,cpan,released,v0.0.1,1,Dist-Zilla-Plugin-Prereqs-From-cpmfile,"Register prereqs from cpmfile"
Module-cpmfile-0.001,2021-07-21T02:51:45,SKAJI,cpan,released,0.001,1,Module-cpmfile,"Parse cpmfile"
Pod-From-Acme-CPANModules-0.010,2021-07-21T02:14:40,PERLANCAR,backpan,released,0.010,,Pod-From-Acme-CPANModules,"Generate POD from an Acme::CPANModules::* module"
Pod-From-Acme-CPANModules-0.009,2021-07-21T02:14:29,PERLANCAR,backpan,released,0.009,,Pod-From-Acme-CPANModules,"Generate POD from an Acme::CPANModules::* module"
Acme-CPANModules-NO_COLOR-0.008,2021-07-21T02:14:19,PERLANCAR,latest,released,0.008,,Acme-CPANModules-NO_COLOR,"Modules/scripts that follow the NO_COLOR convention"
Acme-CPANModules-NO_COLOR-0.007,2021-07-21T02:12:40,PERLANCAR,backpan,released,0.007,,Acme-CPANModules-NO_COLOR,"Modules that follow the NO_COLOR convention"
Acme-CPANModules-NO_COLOR-0.006,2021-07-21T02:12:29,PERLANCAR,backpan,released,0.006,,Acme-CPANModules-NO_COLOR,"Modules that follow the NO_COLOR convention"
Acme-CPANModules-COLOR-0.003,2021-07-21T00:06:01,PERLANCAR,latest,released,0.003,,Acme-CPANModules-COLOR,"Modules that follow the COLOR & NO_COLOR convention"
Net-FullAuto-1.0000621,2021-07-20T22:31:44,REEDFISH,backpan,released,1.0000621,,Net-FullAuto,"Perl Based Secure Distributed Computing Network Process"
HTTP-BrowserDetect-3.32,2021-07-20T21:14:26,OALDERS,cpan,released,3.32,,HTTP-BrowserDetect,"Determine Web browser, version, and platform from an HTTP user agent string"
Game-Entities-0.010,2021-07-20T19:57:18,JJATRIA,backpan,released,0.010,,Game-Entities,"A simple entity registry for ECS designs"
Game-Entities-0.009,2021-07-20T19:55:51,JJATRIA,backpan,released,0.009,,Game-Entities,"A simple entity registry for ECS designs"
Devel-Cover-Report-Codecovbash-0.04,2021-07-20T19:07:37,TINITA,latest,released,0.04,,Devel-Cover-Report-Codecovbash,"Generate a JSON file to be uploaded with the codecov bash script."
PLS-0.89,2021-07-20T18:21:58,MREISNER,cpan,released,0.89,,PLS,"Perl Language Server"
Finance-IG-0.100,2021-07-20T16:24:19,MARKWIN,cpan,released,0.100,,Finance-IG,"- Module for doing useful stuff with IG Markets REST API."
Term-Choose-Util-0.128,2021-07-20T16:13:49,KUERBIS,backpan,released,0.128,,Term-Choose-Util,"TUI-related functions for selecting directories, files, numbers and subsets of lists."
App-DBBrowser-2.276,2021-07-20T16:13:37,KUERBIS,backpan,released,2.276,,App-DBBrowser,"Browse SQLite/MySQL/PostgreSQL databases and their tables interactively."
Sah-Schemas-Unix-0.016,2021-07-20T14:41:28,PERLANCAR,backpan,released,0.016,,Sah-Schemas-Unix,"Various Sah schemas for Unix"
Sah-Schemas-Unix-0.014,2021-07-20T14:41:17,PERLANCAR,backpan,released,0.014,,Sah-Schemas-Unix,"Various Sah schemas for Unix"
Pod-Weaver-Plugin-Sah-Schemas-0.066,2021-07-20T14:39:50,PERLANCAR,backpan,released,0.066,,Pod-Weaver-Plugin-Sah-Schemas,"Plugin to use when building Sah::Schemas::* distribution"
App-phoebe-4.00_03,2021-07-20T14:35:49,SCHROEDER,backpan,developer,4,,App-phoebe,"a Gemini-based wiki"
File-Temp-MoreUtils-0.005,2021-07-20T14:29:08,PERLANCAR,latest,released,0.005,,File-Temp-MoreUtils,"Provide more routines related to creating temporary files/dirs"
Photonic-0.018,2021-07-20T13:36:22,WLMB,latest,released,0.018,,Photonic,"A perl package for calculations on photonics and metamaterials."
Net-Async-Redis-3.014,2021-07-20T10:38:52,TEAM,cpan,released,3.014,,Net-Async-Redis,"Redis support for IO::Async"
GrabzItClient.3.5.0,2021-07-20T10:06:26,GRABZIT,latest,released,v3.5.0,,GrabzItClient,
