release,date,author,status,maturity,version,first,distribution,abstract
Net-Async-Redis-3.009,2021-01-26T22:34:23,TEAM,cpan,released,3.009,,Net-Async-Redis,"Redis support for IO::Async"
GnuPG-Interface-1.01,2021-01-26T21:08:44,BPS,cpan,released,1.01,,GnuPG-Interface,"supply object methods for interacting with GnuPG"
Dancer2-0.300005,2021-01-26T20:59:33,CROMEDOME,cpan,released,0.300005,,Dancer2,"Lightweight yet powerful web application framework"
Crayon-0.03,2021-01-26T20:51:45,LNATION,cpan,released,0.03,,Crayon,"CSS Toolkit"
Store-Directories-v0.4.2,2021-01-26T20:50:18,CAMTAUXE,backpan,released,v0.4.2,,Store-Directories,"Manage a key/value store of directories with controls for"
IO-Barf-0.10,2021-01-26T20:47:29,SKIM,latest,released,0.10,,IO-Barf,"Barfing content to output file."
PYX-Utils-0.07,2021-01-26T20:34:33,SKIM,latest,released,0.07,,PYX-Utils,"A perl module for PYX common utilities"
Crayon-0.02,2021-01-26T20:31:42,LNATION,cpan,released,0.02,,Crayon,"CSS Toolkit"
Wikibase-Datatype-0.08,2021-01-26T20:25:17,SKIM,cpan,released,0.08,,Wikibase-Datatype,"Wikibase data types."
mb-0.20,2021-01-26T18:00:48,INA,cpan,released,0.20,,mb,"run Perl script in MBCS encoding (not only CJK ;-)"
SemanticWeb-Schema-v11.1.1,2021-01-26T17:22:48,RRWO,backpan,released,v11.1.1,,SemanticWeb-Schema,"Moo classes for http://schema.org/ classes"
Net-Z3950-FOLIO-1.6,2021-01-26T16:14:07,MIRK,cpan,released,1.6,,Net-Z3950-FOLIO,"Z39.50 server for FOLIO bibliographic data"
XML-Grammar-Fiction-0.20.2,2021-01-26T14:06:23,SHLOMIF,cpan,released,0.20.2,,XML-Grammar-Fiction,"CPAN distribution implementing an XML grammar and a lightweight markup language for stories, novels and other fiction."
Acme-PM-Barcelona-0.06,2021-01-26T12:51:44,ALEXM,latest,released,0.06,,Acme-PM-Barcelona,"Talks and projects by Barcelona.pm"
WebService-Hexonet-Connector-v2.10.2,2021-01-26T12:35:32,HEXONET,cpan,released,v2.10.2,,WebService-Hexonet-Connector,"Connector library for the insanely fast HEXONET Backend API."
Mock-Person-CZ-0.06,2021-01-26T12:32:38,SKIM,latest,released,0.06,,Mock-Person-CZ,"Generate random sets of Czech names."
Wikibase-Datatype-0.07,2021-01-26T12:29:55,SKIM,cpan,released,0.07,,Wikibase-Datatype,"Wikibase data types."
CallBackery-0.35.5,2021-01-26T12:29:44,OETIKER,cpan,released,v0.35.5,,CallBackery,"CallBackery is a Mojolicious+Qoodoo Framework for building Web Applications"
DBIx-SchemaChecksum-1.104,2021-01-26T12:12:41,DOMM,latest,released,1.104,,DBIx-SchemaChecksum,"Manage your datebase schema via checksums"
Mojolicious-Command-Author-generate-automake_app-0.7.2,2021-01-26T11:15:33,OETIKER,latest,released,v0.7.2,,Mojolicious-Command-Author-generate-automake_app,"An app generator for Mojolicious providing app skeletons with automake infrastructure."
CallBackery-0.35.4,2021-01-26T11:09:25,OETIKER,cpan,released,v0.35.4,,CallBackery,"CallBackery is a Mojolicious+Qoodoo Framework for building Web Applications"
Verotel-FlexPay-4.0.2,2021-01-26T11:04:04,VEROTEL,latest,released,v4.0.2,,Verotel-FlexPay,"This library allows merchants to use Verotel payment gateway and get paid by their users via Credit Card and other payment methods."
Mock-Person-DE-0.06,2021-01-26T10:54:56,SKIM,latest,released,0.06,,Mock-Person-DE,"Generate random sets of German names."
App-CPAN-Search-0.05,2021-01-26T10:14:19,SKIM,latest,released,0.05,,App-CPAN-Search,"Base class and script for CPAN searching."
CtrlO-PDF-0.09,2021-01-26T10:12:52,ABEVERLEY,cpan,released,0.09,,CtrlO-PDF,"high level PDF creator"
Opsview-RestAPI-1.210260,2021-01-26T09:59:56,DUNCS,cpan,released,1.210260,,Opsview-RestAPI,"Interact with the Opsview Rest API interface"
Perl-Dist-Strawberry-4.022,2021-01-26T09:13:11,KMX,latest,released,4.022,,Perl-Dist-Strawberry,"Build strawberry-perl-like distribution for MS Windows"
CtrlO-PDF-0.08,2021-01-26T08:50:10,ABEVERLEY,cpan,released,0.08,,CtrlO-PDF,"high level PDF creator"
Archive-BagIt-0.072,2021-01-26T08:46:46,ART,cpan,released,0.072,,Archive-BagIt,"The main module to handle bags."
Log-Report-1.32,2021-01-26T08:16:31,MARKOV,cpan,released,1.32,,Log-Report,"report a problem, pluggable handlers and language support"
Locale-Country-Extra-1.0.4,2021-01-26T08:02:21,BINARY,latest,released,1.0.4,,Locale-Country-Extra,"Standard and IDD codes for Country identification, with Multilingual support"
Language-FormulaEngine-0.06,2021-01-26T07:56:30,NERDVANA,latest,released,0.06,,Language-FormulaEngine,"Evaluator for spreadsheet-style function expressions"
App-Greple-subst-2.21,2021-01-26T07:18:01,UTASHIRO,cpan,released,2.21,,App-Greple-subst,"Greple module for text search and substitution"
Exporter-Extensible-0.10,2021-01-26T04:47:43,NERDVANA,latest,released,0.10,,Exporter-Extensible,"Create extensible modules which export things"
Exporter-Extensible-0.09,2021-01-26T04:46:16,NERDVANA,backpan,released,0.09,,Exporter-Extensible,"Create extensible modules which export things"
App-Greple-8.42,2021-01-26T03:24:30,UTASHIRO,cpan,released,8.42,,App-Greple,"extensible grep with lexical expression and region handling"
App-cpm-0.997002,2021-01-26T03:14:07,SKAJI,cpan,released,0.997002,,App-cpm,"a fast CPAN module installer"
Crypt-OpenSSL-Verify-0.26-TRIAL,2021-01-26T01:53:11,TIMLEGGE,backpan,developer,0.20,,Crypt-OpenSSL-Verify,"OpenSSL Verify certificate verification in XS."
App-GitHubUtils-0.006,2021-01-26T00:05:38,PERLANCAR,cpan,released,0.006,,App-GitHubUtils,"Utilities related to GitHub"
JSON-Parse-0.60,2021-01-26T00:00:10,BKB,backpan,released,0.60,,JSON-Parse,"Parse JSON"
Pod-POM-View-Restructured-1.000003,2021-01-25T23:34:31,ALEXM,latest,released,1.000003,,Pod-POM-View-Restructured,"View for Pod::POM that outputs reStructuredText"
Geo-METAR-Deduced-v0.0.6,2021-01-25T23:33:04,IPENBURG,backpan,released,v0.0.6,,Geo-METAR-Deduced,"deduce aviation information from parsed METAR data"
WWW-NOS-Open-v1.0.5,2021-01-25T23:22:02,IPENBURG,latest,released,v1.0.5,,WWW-NOS-Open,"Perl framework for the Open NOS REST API"
App-EUMM-Migrate-0.12,2021-01-25T23:19:11,CHORNY,latest,released,0.12,,App-EUMM-Migrate,"Perl tool to migrate from ExtUtils::MakeMaker to Module::Build"
Sah-Schemas-ColorTheme-0.002,2021-01-25T23:08:11,PERLANCAR,backpan,released,0.002,,Sah-Schemas-ColorTheme,"Sah schemas related to ColorTheme"
Sah-Schemas-ColorTheme-0.001,2021-01-25T23:08:00,PERLANCAR,backpan,released,0.001,1,Sah-Schemas-ColorTheme,"Sah schemas related to ColorTheme"
Sah-Schemas-BorderStyle-0.001,2021-01-25T23:04:51,PERLANCAR,backpan,released,0.001,1,Sah-Schemas-BorderStyle,"Sah schemas related to BorderStyle"
HTML-Hyphenate-v1.1.9,2021-01-25T23:04:39,IPENBURG,cpan,released,v1.1.9,,HTML-Hyphenate,"insert soft hyphens into HTML"
Sah-PSchemas-Perl-0.005,2021-01-25T22:57:51,PERLANCAR,backpan,released,0.005,,Sah-PSchemas-Perl,"Parameterized schemas related to Perl"
Simd-Avx512-20210121,2021-01-25T22:42:25,PRBRENAN,cpan,released,20210121,1,Simd-Avx512,"Simd::Avx512 - Emulate SIMD instructions"
GitHub-Crud-20210125,2021-01-25T22:42:14,PRBRENAN,cpan,released,20210125,,GitHub-Crud,"Create, Read, Update, Delete files, commits, issues, and web hooks on GitHub."
IPC-System-Options-0.339,2021-01-25T22:36:46,PERLANCAR,backpan,released,0.339,,IPC-System-Options,"Perl's system(), readpipe()/qx, IPC::Run's run(), start() (with more options)"
Linux-Epoll-0.018,2021-01-25T22:02:23,LEONT,latest,released,0.018,,Linux-Epoll,"O(1) multiplexing for Linux"
Crayon-0.01,2021-01-25T21:54:30,LNATION,cpan,released,0.01,1,Crayon,"CSS Toolkit"
Module-Release-Git-1.015,2021-01-25T19:06:29,BDFOY,backpan,released,1.015,,Module-Release-Git,"Use Git with Module::Release"
TeX-Hyphen-Pattern-v1.1.8,2021-01-25T18:41:25,IPENBURG,latest,released,v1.1.8,,TeX-Hyphen-Pattern,"class for providing a collection of TeX hyphenation"
Modulino-Demo-1.003,2021-01-25T18:03:02,BDFOY,latest,released,1.003,,Modulino-Demo,"A demonstration of module ideas"
Module-Starter-AddModule-1.007,2021-01-25T18:00:13,BDFOY,latest,released,1.007,,Module-Starter-AddModule,"Add a new module to a distribution"
SNMP-Trapinfo-1.06,2021-01-25T17:41:00,TONVOON,latest,released,1.06,,SNMP-Trapinfo,"Read and process an SNMP trap from Net-SNMP's snmptrapd"
Chemistry-OpenSMILES-0.4.3,2021-01-25T17:07:52,MERKYS,backpan,released,0.4.3,,Chemistry-OpenSMILES,"OpenSMILES format reader and writer"
Opsview-RestAPI-1.210250,2021-01-25T16:51:07,DUNCS,cpan,released,1.210250,,Opsview-RestAPI,"Interact with the Opsview Rest API interface"
Verotel-FlexPay-4.0.1,2021-01-25T16:23:04,VEROTEL,cpan,released,v4.0.1,,Verotel-FlexPay,"This library allows merchants to use Verotel payment gateway and get paid by their users via Credit Card and other payment methods."
Data-Pageset-Exponential-v0.3.2,2021-01-25T16:18:59,RRWO,latest,released,v0.3.2,,Data-Pageset-Exponential,"Page numbering for very large page numbers"
App-cpm-0.997001,2021-01-25T15:54:49,SKAJI,cpan,released,0.997001,,App-cpm,"a fast CPAN module installer"
Verotel-FlexPay-4.0.0,2021-01-25T15:20:14,VEROTEL,cpan,released,v4.0.0,,Verotel-FlexPay,"This library allows merchants to use Verotel payment gateway and get paid by their users via Credit Card and other payment methods."
WebService-Hexonet-Connector-v2.10.1,2021-01-25T14:16:16,HEXONET,cpan,released,v2.10.1,,WebService-Hexonet-Connector,"Connector library for the insanely fast HEXONET Backend API."
Getopt-EX-v1.22.0,2021-01-25T13:21:18,UTASHIRO,cpan,released,v1.22.0,,Getopt-EX,"Getopt Extender"
Verotel-FlexPay-3.5,2021-01-25T12:22:45,VEROTEL,backpan,released,3.5,,Verotel-FlexPay,"This library allows merchants to use Verotel payment gateway and get paid by their users via Credit Card and other payment methods."
Catmandu-BibTeX-0.19,2021-01-25T12:14:38,VPEIL,cpan,released,0.19,,Catmandu-BibTeX,"Catmandu modules for working with BibTeX data"
Class-Measure-Scientific-FX_992vb-v0.0.7,2021-01-25T12:05:31,IPENBURG,latest,released,v0.0.7,,Class-Measure-Scientific-FX_992vb,"units of measurement like the CASIO fx-992vb"
WWW-Wookie-v1.1.4,2021-01-25T11:49:36,IPENBURG,latest,released,v1.1.4,,WWW-Wookie,"Apache Wookie Connector Framework implementation"
Data-Prepare-0.002,2021-01-25T11:11:27,ETJ,backpan,released,0.002,,Data-Prepare,"prepare CSV (etc) data for automatic processing"
Date-Extract-P800Picture-v1.1.6,2021-01-25T10:49:41,IPENBURG,latest,released,v1.1.6,,Date-Extract-P800Picture,"extract the date from Sony Ericsson P800 pictures"
Template-Plugin-RPM2-v1.3.4,2021-01-25T10:22:53,DAVECROSS,latest,released,v1.3.4,,Template-Plugin-RPM2,"Template Toolkit plugin for RPM2"
AWS-Lambda-0.0.24,2021-01-25T10:18:42,SHOGO,cpan,released,0.0.24,,AWS-Lambda,"It's Perl support for AWS Lambda Custom Runtime."
Tie-Hash-Regex-1.14,2021-01-25T10:15:53,DAVECROSS,latest,released,1.14,,Tie-Hash-Regex,"Match hash keys using Regular Expressions"
Tie-Hash-FixedKeys-v1.13.2,2021-01-25T10:14:20,DAVECROSS,latest,released,v1.13.2,,Tie-Hash-FixedKeys,"Perl extension for hashes with fixed keys"
Tie-Hash-Cannabinol-v1.12.2,2021-01-25T10:10:15,DAVECROSS,latest,released,v1.12.2,,Tie-Hash-Cannabinol,"Perl extension for creating hashes that forget things"
AsposeCellsCloud-CellsApi-21.1,2021-01-25T09:25:51,ASPOSE,cpan,released,21.1,,AsposeCellsCloud-CellsApi,"Aspose.Cells Cloud SDK for Perl"
Text-Unmunch-0.2,2021-01-25T09:19:13,ELIONORA,latest,released,0.2,,Text-Unmunch,"find all endings of a word for hunspell "
Google-ProtocolBuffers-Dynamic-0.30,2021-01-25T08:38:24,MBARBON,cpan,released,0.30,,Google-ProtocolBuffers-Dynamic,"fast and complete protocol buffer implementation"
Data-UUID-NCName-0.06_01,2021-01-25T06:57:17,DORIAN,cpan,developer,0.06_01,,Data-UUID-NCName,"Make valid NCName tokens which are also UUIDs."
Workflow-1.50,2021-01-25T06:43:43,JONASBN,cpan,released,1.50,,Workflow,"Simple, flexible system to implement workflows"
Date-Holidays-RU-1.2021.1,2021-01-25T06:06:50,NALOBIN,latest,released,1.2021.1,,Date-Holidays-RU,"Determine Russian Federation official holidays and business days."
Date-Holidays-RU-1.2021.0,2021-01-25T05:43:50,NALOBIN,cpan,released,1.2021.0,,Date-Holidays-RU,"Determine Russian Federation official holidays and business days."
JSON-Parse-0.59_01,2021-01-25T03:31:11,BKB,backpan,developer,0.59_01,,JSON-Parse,"Parse JSON"
Data-Prepare-0.001,2021-01-25T01:52:31,ETJ,backpan,released,0.001,1,Data-Prepare,"prepare CSV (etc) data for automatic processing"
AnyEvent-WebSocket-Server-0.10,2021-01-25T01:33:18,TOSHIOITO,latest,released,0.10,,AnyEvent-WebSocket-Server,"WebSocket server for AnyEvent"
Perl-Meta-0.04,2021-01-25T01:03:58,CHORNY,latest,released,0.04,,Perl-Meta,"Extract metadata from perl/pod text."
DateTime-Format-RFC3501-0.03,2021-01-25T00:27:06,ALEXM,latest,released,0.03,,DateTime-Format-RFC3501,"Parse and format RFC3501 datetime strings"
Alien-uPB-0.15,2021-01-25T00:09:10,MBARBON,latest,released,0.15,,Alien-uPB,"build and find uPB (a.k.a. Unleaded)"
Math-Image-CalcResized-0.004,2021-01-25T00:06:17,PERLANCAR,latest,released,0.004,,Math-Image-CalcResized,"Calculate dimensions of image/video resized by ImageMagick-like geometry specification"
Dist-Zilla-PluginBundle-DROLSKY-1.18,2021-01-25T00:03:16,DROLSKY,cpan,released,1.18,,Dist-Zilla-PluginBundle-DROLSKY,"DROLSKY's plugin bundle"
Apache2-SSI-v0.1.0,2021-01-24T23:04:30,JDEGUEST,cpan,released,v0.1.0,1,Apache2-SSI,"Apache2 Server Side Include"
JSON-Validator-4.12,2021-01-24T22:54:23,JHTHORSEN,cpan,released,4.12,,JSON-Validator,"Validate data against a JSON schema"
Github-Fork-Parent-1.01,2021-01-24T21:51:03,CHORNY,latest,released,1.01,,Github-Fork-Parent,"Perl module to determine which repository stands in a root of GitHub forking hierarchy."
Dist-Zilla-PluginBundle-DROLSKY-1.17,2021-01-24T21:40:31,DROLSKY,cpan,released,1.17,,Dist-Zilla-PluginBundle-DROLSKY,"DROLSKY's plugin bundle"
Dist-Zilla-PluginBundle-DROLSKY-1.16,2021-01-24T21:33:45,DROLSKY,cpan,released,1.16,,Dist-Zilla-PluginBundle-DROLSKY,"DROLSKY's plugin bundle"
Dist-Zilla-PluginBundle-DROLSKY-1.15,2021-01-24T21:23:13,DROLSKY,cpan,released,1.15,,Dist-Zilla-PluginBundle-DROLSKY,"DROLSKY's plugin bundle"
Dist-Zilla-PluginBundle-DROLSKY-1.14,2021-01-24T21:10:37,DROLSKY,backpan,released,1.14,,Dist-Zilla-PluginBundle-DROLSKY,"DROLSKY's plugin bundle"
DateTime-TimeZone-2.47,2021-01-24T20:56:34,DROLSKY,latest,released,2.47,,DateTime-TimeZone,"Time zone object base class and factory"
EekBoek-2.04,2021-01-24T20:20:42,JV,backpan,released,2.04,,EekBoek,"Bookkeeping software for small and medium-size businesses"
Time-OlsonTZ-Data-0.202101,2021-01-24T20:07:46,ZEFRAM,cpan,released,0.202101,,Time-OlsonTZ-Data,"Olson timezone data"
Bio-ToolBox-1.68,2021-01-24T19:38:27,TJPARNELL,latest,released,1.68,,Bio-ToolBox,"Tools for querying and analysis of genomic data"
Geo-Ellipsoid-1.15,2021-01-24T19:16:41,PJACKLAM,latest,released,1.15,,Geo-Ellipsoid,"longitude and latitude calculations using an ellipsoid model"
App-TimeTracker-3.009,2021-01-24T18:54:40,DOMM,cpan,released,3.009,,App-TimeTracker,"time tracking for impatient and lazy command line lovers"
Lingua-String-0.02,2021-01-24T18:06:28,NHORNE,latest,released,0.02,,Lingua-String,"Class to contain a string in many different languages"
Ryu-2.007,2021-01-24T18:02:00,TEAM,cpan,released,2.007,,Ryu,"stream and data flow handling for async code"
URI-imaps-1.04,2021-01-24T17:18:49,ALEXM,latest,released,1.04,,URI-imaps,"Support IMAPS URI"
Perl-Tidy-Sweetened-1.17,2021-01-24T16:53:07,MGRIMES,cpan,released,1.17,,Perl-Tidy-Sweetened,"Tweaks to Perl::Tidy to support some syntactic sugar"
Template-Plugin-XML-Feed-1.0.2,2021-01-24T16:38:57,DAVECROSS,backpan,released,v1.0.2,,Template-Plugin-XML-Feed,"Plugin interface to XML::Feed"
Template-Plugin-RPM2-v1.3.3,2021-01-24T16:33:36,DAVECROSS,backpan,released,v1.3.3,,Template-Plugin-RPM2,"Template Toolkit plugin for RPM2"
File-FormatIdentification-RandomSampling-0.006,2021-01-24T16:13:04,ART,latest,released,0.006,,File-FormatIdentification-RandomSampling,"methods to identify content of device o media files using random sampling"
JSON_minify-1.1.1,2021-01-24T14:34:09,RCOSCALI,cpan,released,v1.1.1,,JSON_minify,"minify a JSON and also remove comments"
CPAN-Perl-Releases-5.20210123,2021-01-24T13:32:56,BINGOS,backpan,released,5.20210123,,CPAN-Perl-Releases,"Mapping Perl releases on CPAN to the location of the tarballs"
Module-CoreList-5.20210123,2021-01-24T13:31:29,BINGOS,cpan,released,5.20210123,,Module-CoreList,"what modules shipped with versions of perl"
JSON_minify-1.1,2021-01-24T12:12:34,RCOSCALI,latest,released,1.1,,JSON_minify,"minify a JSON and also remove comments"
Slovo-2021.01.11,2021-01-24T12:12:23,BEROV,backpan,released,v2021.01.11,,Slovo,"Искони бѣ Слово"
Dist-Zilla-Plugin-MinimumPerlFast-0.004,2021-01-24T10:57:38,LEONT,latest,released,0.004,,Dist-Zilla-Plugin-MinimumPerlFast,"Quickly detects the minimum version of Perl required for your dist"
Nice-Try-v0.1.7,2021-01-24T09:09:34,JDEGUEST,cpan,released,v0.1.7,,Nice-Try,"A real Try Catch Block Implementation Using Perl Filter"
Module-Generic-v0.13.3,2021-01-24T09:08:07,JDEGUEST,cpan,released,v0.13.3,,Module-Generic,"Generic Module to inherit from"
Mojolicious-Plugin-OpenAPI-3.41,2021-01-24T07:45:24,JHTHORSEN,cpan,released,3.41,,Mojolicious-Plugin-OpenAPI,"OpenAPI / Swagger plugin for Mojolicious"
JSON-Validator-4.11,2021-01-24T07:03:51,JHTHORSEN,cpan,released,4.11,,JSON-Validator,"Validate data against a JSON schema"
Role-Tiny-2.002004,2021-01-24T02:49:55,HAARG,latest,released,2.002004,,Role-Tiny,"Roles: a nouvelle cuisine portion size slice of Moose"
SQL-Abstract-More-1.35,2021-01-24T02:38:17,DAMI,cpan,released,1.35,,SQL-Abstract-More,"extension of SQL::Abstract with more constructs and more flexible API"
JSON-4.03,2021-01-24T00:11:36,ISHIGAKI,latest,released,4.03,,JSON,"JSON (JavaScript Object Notation) encoder/decoder"
UUID-Tiny-Patch-UseMRS-0.001,2021-01-24T00:06:08,PERLANCAR,backpan,released,0.001,1,UUID-Tiny-Patch-UseMRS,"Make UUID::Tiny use Math::Random::Secure's rand()"
JSON-PP-4.06,2021-01-23T23:58:07,ISHIGAKI,latest,released,4.06,,JSON-PP,"JSON::XS compatible pure-Perl module."
Test-Inline-2.214,2021-01-23T22:44:04,ETHER,latest,released,2.214,,Test-Inline,"Embed your tests in your code, next to what is being tested"
Task-MojoLearningEnvironment-20210122.001,2021-01-23T21:41:59,BDFOY,latest,released,20210122.001,,Task-MojoLearningEnvironment,"Everything you need to play with Mojolicious, and more"
App-mokupona-2.1,2021-01-23T21:30:21,SCHROEDER,backpan,released,2.1,,App-mokupona,"a feed aggregator for Gopher, Gemini, RSS and Atom"
Task-MasteringPerl-1.006,2021-01-23T20:59:44,BDFOY,latest,released,1.006,,Task-MasteringPerl,"Modules used in Mastering Perl, 2nd Edition"
App-bookmarks-0.23,2021-01-23T20:57:59,KALDOR,backpan,released,0.23,,App-bookmarks,"Export browser bookmarks as plain text."
Mojo-JWT-Google-0.15,2021-01-23T20:55:10,VEESH,latest,released,0.15,,Mojo-JWT-Google,"Service Account tokens"
Surveyor-Benchmark-HTMLEntities-1.022,2021-01-23T20:15:47,BDFOY,latest,released,1.022,,Surveyor-Benchmark-HTMLEntities,"Benchmark HTML entity escaping"
Surveyor-Benchmark-SchwartzianTransform-SortFilesBySize-0.122,2021-01-23T19:54:02,BDFOY,latest,released,0.122,,Surveyor-Benchmark-SchwartzianTransform-SortFilesBySize,"Compare the low-tech and Schwartzian Transform sorts"
Surveyor-App-0.122,2021-01-23T19:46:06,BDFOY,latest,released,0.122,,Surveyor-App,"Run benchmarks from a package"
JSON_minify-1.0,2021-01-23T18:17:33,RCOSCALI,cpan,released,1.0,1,JSON_minify,"minify a JSON and also remove comments"
Dancer2-Template-Xslate-v0.1.2,2021-01-23T18:07:10,SYSPETE,latest,released,v0.1.2,,Dancer2-Template-Xslate,"Text::Xslate template engine for Dancer2"
Text-Amuse-1.71,2021-01-23T16:05:07,MELMOTHX,cpan,released,1.71,,Text-Amuse,"Generate HTML and LaTeX documents from Emacs Muse markup."
Feature-Compat-Try-0.02,2021-01-23T16:01:02,PEVANS,cpan,released,0.02,,Feature-Compat-Try,"make try/catch syntax available"
perl-5.32.1,2021-01-23T14:56:24,SHAY,latest,released,5.032001,,perl,"The Perl 5 language interpreter"
PerlMagick-7.0.10,2021-01-23T14:39:37,JCRISTY,backpan,released,v7.0.10,,PerlMagick,"objected-oriented Perl interface to ImageMagick. Use it to read, manipulate, or write an image or image sequence from within a Perl script."
Bio-MUST-Core-0.210230,2021-01-23T13:05:29,DBAURAIN,backpan,released,0.210230,,Bio-MUST-Core,"Core classes and utilities for Bio::MUST"
Koha-Contrib-Sudoc-2.36,2021-01-23T12:48:04,FREDERICD,latest,released,2.36,,Koha-Contrib-Sudoc,"Chargeur Koha par Tamil"
Template-Plugin-AudioFile-Info-v2.0.2,2021-01-23T11:51:02,DAVECROSS,latest,released,v2.0.2,,Template-Plugin-AudioFile-Info,"Template Toolkit plugin for"
Parse-RPM-Spec-v1.0.3,2021-01-23T11:48:13,DAVECROSS,latest,released,v1.0.3,,Parse-RPM-Spec,"Perl extension to parse RPM spec files."
AudioFile-Info-Ogg-Vorbis-Header-PurePerl-v1.5.5,2021-01-23T11:15:05,DAVECROSS,latest,released,v1.5.5,,AudioFile-Info-Ogg-Vorbis-Header-PurePerl,"Perl extension to get"
Koha-Contrib-Sudoc-2.35,2021-01-23T10:31:10,FREDERICD,cpan,released,2.35,,Koha-Contrib-Sudoc,"Chargeur Koha par Tamil"
Firefox-Marionette-1.01,2021-01-23T10:18:41,DDICK,backpan,released,1.01,,Firefox-Marionette,"Automate the Firefox browser with the Marionette protocol"
Fancazzista-Scrap-0.01,2021-01-23T09:16:30,AMICELI,cpan,released,0.01,1,Fancazzista-Scrap,"Scrap websites and reddit posts"
OPTIMADE-Filter-0.10.2,2021-01-23T07:52:34,MERKYS,latest,released,0.10.2,,OPTIMADE-Filter,"OPTIMADE filter language parser/composer"
SQL-Abstract-2.000001,2021-01-23T07:24:31,MSTROUT,latest,released,2.000001,,SQL-Abstract,"Generate SQL from Perl data structures"
Path-Class-Tiny-0.05,2021-01-23T02:46:47,BAREFOOT,latest,released,0.05,,Path-Class-Tiny,"a Path::Tiny wrapper for Path::Class compatibility"
BorderStyle-2.0.4,2021-01-23T01:18:10,PERLANCAR,backpan,released,2.0.4,,BorderStyle,"Border styles"
Dancer2-Plugin-WebService-4.3.9,2021-01-23T00:33:45,MPOURASG,backpan,released,4.3.9,,Dancer2-Plugin-WebService,"RESTful Web Services with login, persistent data, multiple in/out formats, IP security, role based access"
App-imgsize-0.004,2021-01-23T00:05:39,PERLANCAR,latest,released,0.004,,App-imgsize,"Show dimensions of image files"
Lingua-String-0.01,2021-01-22T22:00:14,NHORNE,cpan,released,0.01,1,Lingua-String,"Class to contain a string in many different languages"
Alien-uPB-0.14,2021-01-22T21:33:26,MBARBON,backpan,released,0.14,,Alien-uPB,"build and find uPB (a.k.a. Unleaded)"
BoardStreams-v0.0.3,2021-01-22T20:37:22,KARJALA,backpan,released,v0.0.3,,BoardStreams,"It's new $module"
Moo-2.005_002,2021-01-22T18:28:15,HAARG,cpan,developer,2.005_002,,Moo,"Minimalist Object Orientation (with Moose compatibility)"
Config-Model-Backend-Yaml-2.134,2021-01-22T17:44:48,DDUMONT,latest,released,2.134,,Config-Model-Backend-Yaml,"Read and write config as a YAML data structure"
Config-Model-Approx-1.012,2021-01-22T17:29:18,DDUMONT,latest,released,1.012,,Config-Model-Approx,"Approx configuration file editor"
autodie-2.34,2021-01-22T17:05:24,TODDR,latest,released,2.34,,autodie,"Replace functions with ones that succeed or die with lexical scope"
IO-Socket-SSL-2.069,2021-01-22T16:55:49,SULLR,cpan,released,2.069,,IO-Socket-SSL,"Nearly transparent SSL encapsulation for IO::Socket::INET."
Store-Directories-v0.4.1,2021-01-22T16:49:10,CAMTAUXE,backpan,released,v0.4.1,1,Store-Directories,"Manage a key/value store of directories with controls for"
Path-Tiny-0.116,2021-01-22T15:36:54,DAGOLDEN,cpan,released,0.116,,Path-Tiny,"File path utility"
Catmandu-1.2015,2021-01-22T15:29:09,NICS,cpan,released,1.2015,,Catmandu,"a data toolkit"
Pod-Modifier-1,2021-01-22T15:12:08,VERMAUDH,latest,released,1,1,Pod-Modifier,"Modify/ add to an existing POD dynamically"
Syntax-Keyword-Try-0.21,2021-01-22T14:55:26,PEVANS,backpan,released,0.21,,Syntax-Keyword-Try,"a try/catch/finally syntax for perl"
Feature-Compat-Try-0.01,2021-01-22T14:55:15,PEVANS,backpan,released,0.01,1,Feature-Compat-Try,"make try/catch syntax available"
Config-Model-LcdProc-2.053,2021-01-22T14:09:18,DDUMONT,latest,released,2.053,,Config-Model-LcdProc,"Edit and validate LcdProc configuration file"
Dancer2-Plugin-WebService-4.3.8,2021-01-22T14:06:29,MPOURASG,backpan,released,4.3.8,,Dancer2-Plugin-WebService,"RESTful Web Services with login, persistent data, multiple in/out formats, IP security, role based access"
HTML-Make-Calendar-0.00_05,2021-01-22T13:52:23,BKB,backpan,developer,0.00_05,,HTML-Make-Calendar,"Make an HTML calendar"
Redis-Setlock-0.13,2021-01-22T13:45:43,FUJIWARA,latest,released,0.13,,Redis-Setlock,"Like the setlock command using Redis."
Future-IO-Impl-UV-0.01,2021-01-22T11:51:40,PEVANS,cpan,released,0.01,1,Future-IO-Impl-UV,"implement Future::IO using UV"
Rinci-1.1.96,2021-01-22T10:35:39,PERLANCAR,backpan,released,1.1.96,,Rinci,"Language-neutral metadata for your code"
AudioFile-Info-Ogg-Vorbis-Header-PurePerl-v1.5.4,2021-01-22T10:23:59,DAVECROSS,backpan,released,v1.5.4,,AudioFile-Info-Ogg-Vorbis-Header-PurePerl,"Perl extension to get"
Genealogy-Ahnentafel-1.0.3,2021-01-22T10:21:09,DAVECROSS,latest,released,v1.0.3,,Genealogy-Ahnentafel,"Handle Ahnentafel numbers in Perl."
App-idxdb-0.004,2021-01-22T09:20:15,PERLANCAR,backpan,released,0.004,,App-idxdb,"Import data for stocks on the IDX (Indonesian Stock Exchange) and perform queries on them"
