Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
30-SEP-2015|AALI|EQUITY|1574745000|18125|30801600|8283100|42965450|49700|24473351|46241320|58079|1222700|3905004|158000304|2861211|21963168|31200775|16003374|933946|36257347|10842297|40100|41594990|161697208
30-SEP-2015|ABBA|EQUITY|2755125000|52|10999700|1780602065|0|0|403198543|10423200|91423151|0|0|2296646659|0|0|0|282887200|201000|0|39700|0|0|283127900
30-SEP-2015|ABDA|EQUITY|620806680|7000|43822|116977191|0|98|1548654|0|257670|881084|0|119708519|0|189943172|0|250129460|400|0|23900|0|59957313|500054245
30-SEP-2015|ABMM|EQUITY|2753165000|2875|0|8315200|1118500|0|29473100|7690900|340500|650000|0|47588200|0|44518900|0|83469700|981500|420566300|53400|0|8518000|558107800
30-SEP-2015|ACES|EQUITY|17150000000|505|197471200|456968200|60851000|0|344849446|339170400|702866|970100|100000|1401083212|41226300|573108362|158642000|767844346|4627400|2459177313|67681306|29100000|1362509761|5463916788
30-SEP-2015|ACST|EQUITY|500000000|4200|19585900|364622700|5727000|0|16211100|43920300|100|937200|0|451004300|0|0|0|14595500|3740400|11172100|1774200|0|13713500|44995700
30-SEP-2015|ADES|EQUITY|589896800|1060|108000|554400|644000|350|28473549|170000|912968|25000|0|30888267|0|405000|0|13290664|542750113|46900|256900|0|1236528|557986105
30-SEP-2015|ADFO|EQUITY|745543638|0|10000|116529120|0|5000|58588500|0|1089000|0|0|176221620|0|147319420|0|0|144146570|0|0|0|243009528|534475518
30-SEP-2015|ADHI|EQUITY|1801320000|2250|51947500|15830253|67661200|0|327913224|167310587|6968437|6597400|283600|644512201|8978200|2665700|23797987|71942187|2649900|46572740|27423414|0|54087671|238117799
30-SEP-2015|ADMF|EQUITY|1000000000|3760|4366800|66800|0|950000000|12930500|469100|15000|0|0|967848200|0|430000|0|28460700|160900|0|233100|0|2817100|32101800
